population,deltaProp_male
eInnX-Odd,0.023333702
eInnX-Odd,-0.002999465
eInnX-Odd,-0.013130359
eInnX-Odd,-0.035065051
eInnX-Odd,-0.026728122
eInnX-Odd,0.00566432
eInnX-Odd,-0.011268152
eInnX-Odd,-0.029874389
eInnX-Odd,-0.028489715
eInnX-Odd,-0.038418694
eInnX-Odd,-0.011272173
eInnX-Odd,-0.010846681
eInnX-Odd,-0.001990372
eInnX-Odd,-0.010997393
eInnX-Odd,-0.028335548
eInnX-Odd,-0.037441053
eInnX-Odd,-0.022104367
eInnX-Odd,-0.026640227
eInnX-Odd,-0.056592527
eInnX-Odd,-0.023641803
eInnX-Odd,-0.02210186
eInnX-Odd,-0.02005855
eInnX-Odd,-0.048721174
eInnX-Odd,-0.031644033
eInnX-Odd,-0.056964456
eInnX-Odd,-0.028047612
eInnX-Odd,-0.011785759
eInnX-Odd,-0.030112427
eInnX-Odd,-0.018947207
eInnX-Odd,-0.023608798
eInnX-Odd,-0.015939742
eInnX-Odd,-0.036017404
eInnX-Odd,-0.027075816
eInnX-Odd,-0.031997706
eInnX-Odd,-0.041079857
eInnX-Odd,-0.010687554
eInnX-Odd,-0.019932855
eInnX-Odd,-0.028473736
eInnX-Odd,-0.019267622
eInnX-Odd,-0.023143414
eInnX-Odd,-0.043692355
eInnX-Odd,-0.039325409
eInnX-Odd,-0.051762528
eInnX-Odd,-0.046926856
eInnX-Odd,-0.065814488
eInnX-Odd,-0.092222949
eInnX-Odd,-0.012755985
eInnX-Odd,-0.036028
eInnX-Odd,-0.039146985
eInnX-Odd,-0.023122646
eInnX-Odd,-0.007639681
eInnX-Odd,-0.031095722
eInnX-Odd,-0.0252802
eInnX-Odd,-0.012439666
eInnX-Odd,-0.000904193
eInnX-Odd,-0.012643446
eInnX-Odd,-0.027704798
eInnX-Odd,-0.016269058
eInnX-Odd,-0.018903698
eInnX-Odd,-0.00053069
eInnX-Odd,-0.038813476
eInnX-Odd,-0.043170129
eInnX-Odd,0.003530538
eInnX-Odd,-0.017845899
eInnX-Odd,-0.034096264
eInnX-Odd,-0.034830332
eInnX-Odd,0.013761655
eInnX-Odd,-0.078389197
eInnX-Odd,0.019363065
eInnX-Odd,0.008925447
eInnX-Odd,-0.020501309
eInnX-Odd,-0.000188604
eInnX-Odd,-0.000632669
eInnX-Odd,-0.054694024
eInnX-Odd,-0.009526751
eInnX-Odd,-0.03665214
eInnX-Odd,-0.001577803
eInnX-Odd,-0.019860348
eInnX-Odd,-0.022937008
eInnX-Odd,-0.040377036
eInnX-Odd,-0.017242134
eInnX-Odd,-0.02574863
eInnX-Odd,-0.014980531
eInnX-Odd,-0.015494304
eInnX-Odd,-0.028280196
eInnX-Odd,0.004167988
eInnX-Odd,-0.035104207
eInnX-Odd,-0.00732211
eInnX-Odd,-0.027351185
eInnX-Odd,-0.031830641
eInnX-Odd,-0.001301287
eInnX-Odd,0.008733391
eInnX-Odd,-0.003134704
eInnX-Odd,-0.002533881
eInnX-Odd,-0.026059676
eInnX-Odd,-0.064301949
eInnX-Odd,-0.023686336
eInnX-Odd,-0.030963707
eInnX-Odd,-0.056908255
eInnX-Odd,-0.013643206
eInnX-Odd,0.008725228
eInnX-Odd,-0.034743546
eInnX-Odd,-0.007051069
eInnX-Odd,-0.041156246
eInnX-Odd,-0.016692261
eInnX-Odd,-0.00175078
eInnX-Odd,0.004328035
eInnX-Odd,-0.043290336
eInnX-Odd,-0.009889459
eInnX-Odd,-0.025823418
eInnX-Odd,-0.039329036
eInnX-Odd,-0.013956318
eInnX-Odd,-0.025116762
eInnX-Odd,-0.013914796
eInnX-Odd,-0.064913039
eInnX-Odd,-0.046400286
eInnX-Odd,-0.040654488
eInnX-Odd,0.014840558
eInnX-Odd,-0.008014036
eInnX-Odd,-0.02668492
eInnX-Odd,-0.029441948
eInnX-Odd,-0.005696346
eInnX-Odd,-0.001179415
eInnX-Odd,0.000767515
eInnX-Odd,-0.03268093
eInnX-Odd,-0.026973199
eInnX-Odd,-0.065326483
eInnX-Odd,-0.032746021
eInnX-Odd,-0.026862805
eInnX-Odd,0.008246893
eInnX-Odd,-0.036053566
eInnX-Odd,-0.05895182
eInnX-Odd,-0.002081624
eInnX-Odd,-0.025615045
eInnX-Odd,-0.014549449
eInnX-Odd,-0.036778648
eInnX-Odd,-0.017021616
eInnX-Odd,-0.07260577
eInnX-Odd,-0.038110179
eInnX-Odd,-0.048972115
eInnX-Odd,-0.013024113
eInnX-Odd,-0.024487623
eInnX-Odd,-0.011413718
eInnX-Odd,-0.045018183
eInnX-Odd,-0.018685302
eInnX-Odd,-0.031224115
eInnX-Odd,-0.029348882
eInnX-Odd,-0.014767551
eInnX-Odd,-0.006524467
eInnX-Odd,-0.026729529
eInnX-Odd,-0.016328447
eInnX-Odd,-0.039137853
eInnX-Odd,-0.04665187
eInnX-Odd,0.002018966
eInnX-Odd,-0.035266064
eInnX-Odd,-0.028098007
eInnX-Odd,-0.016013371
eInnX-Odd,-0.026736989
eInnX-Odd,-0.041128773
eInnX-Odd,-0.040982528
eInnX-Odd,0.001307289
eInnX-Odd,-0.002439802
eInnX-Odd,-0.025759088
eInnX-Odd,-0.007769976
eInnX-Odd,-0.009744783
eInnX-Odd,-0.015867874
eInnX-Odd,-0.013875374
eInnX-Odd,-0.029782772
eInnX-Odd,0.00347942
eInnX-Odd,-0.042009876
eInnX-Odd,-0.0146627
eInnX-Odd,-0.0271219
eInnX-Odd,0.013295302
eInnX-Odd,-0.024153095
eInnX-Odd,0.014289528
eInnX-Odd,-0.035278748
eInnX-Odd,-0.034689217
eInnX-Odd,-0.024674045
eInnX-Odd,-0.016228948
eInnX-Odd,-0.026100278
eInnX-Odd,-0.041910711
eInnX-Odd,-0.026543457
eInnX-Odd,-0.02286176
eInnX-Odd,-0.039190094
eInnX-Odd,-0.027757949
eInnX-Odd,-0.027672601
eInnX-Odd,-0.023452611
eInnX-Odd,0.014997171
eInnX-Odd,-0.032246235
eInnX-Odd,-0.061513856
eInnX-Odd,-0.024606541
eInnX-Odd,-0.038884076
eInnX-Odd,-0.043923749
eInnX-Odd,-0.057704549
eInnX-Odd,-0.016592587
eInnX-Odd,-0.054530487
eInnX-Odd,-0.010191084
eInnX-Odd,-0.009813147
eInnX-Odd,-0.01254771
eInnX-Odd,-0.047528972
eInnX-Odd,-0.023618654
eInnX-Odd,-0.020272518
eInnX-Odd,-0.012859382
eInnX-Odd,-0.035801494
eInnX-Odd,0.010122482
eInnX-Odd,-0.032566345
eInnX-Odd,-0.018687109
eInnX-Odd,-0.037895049
eInnX-Odd,-0.012078532
eInnX-Odd,-0.003923147
eInnX-Odd,0.013759097
eInnX-Odd,-0.015455796
eInnX-Odd,-0.02183271
eInnX-Odd,-0.050713759
eInnX-Odd,-0.033844984
eInnX-Odd,-0.010054603
eInnX-Odd,-0.028016656
eInnX-Odd,-0.004798718
eInnX-Odd,0.000211528
eInnX-Odd,-0.019814012
eInnX-Odd,-0.009169774
eInnX-Odd,0.006130082
eInnX-Odd,-0.020664846
eInnX-Odd,0.000372151
eInnX-Odd,-1.66E-05
eInnX-Odd,-0.0287317
eInnX-Odd,-0.016058713
eInnX-Odd,-0.035600566
eInnX-Odd,-0.027714935
eInnX-Odd,-0.020948007
eInnX-Odd,-0.054899145
eInnX-Odd,-0.044559736
eInnX-Odd,-0.018738575
eInnX-Odd,-0.033262868
eInnX-Odd,-0.008956928
eInnX-Odd,-0.037231221
eInnX-Odd,-0.045858935
eInnX-Odd,-0.030485962
eInnX-Odd,-0.009370655
eInnX-Odd,-0.008486422
eInnX-Odd,-0.031380978
eInnX-Odd,-0.042631882
eInnX-Odd,-0.0094018
eInnX-Odd,-0.03122413
eInnX-Odd,-0.014274681
eInnX-Odd,-0.012107577
eInnX-Odd,-0.024228054
eInnX-Odd,-0.018154889
eInnX-Odd,-0.048587932
eInnX-Odd,-0.0388211
eInnX-Odd,-0.014911696
eInnX-Odd,-0.037241021
eInnX-Odd,-0.024259522
eInnX-Odd,-0.024904318
eInnX-Odd,-0.068406478
eInnX-Odd,-0.022396594
eInnX-Odd,-0.043573354
eInnX-Odd,-0.009102263
eInnX-Odd,-0.047711506
eInnX-Odd,-0.005782514
eInnX-Odd,-0.008580278
eInnX-Odd,-0.010216559
eInnX-Odd,-0.040642102
eInnX-Odd,-0.005426903
eInnX-Odd,-0.006156063
eInnX-Odd,-0.02280132
eInnX-Odd,-0.056208762
eInnX-Odd,-0.031522501
eInnX-Odd,-0.043608563
eInnX-Odd,-0.015833513
eInnX-Odd,0.00210235
eInnX-Odd,-0.030497817
eInnX-Odd,-0.017437345
eInnX-Odd,-0.038546237
eInnX-Odd,-0.01091226
eInnX-Odd,-0.018381579
eInnX-Odd,-0.026044862
eInnX-Odd,-0.002532492
eInnX-Odd,3.26E-05
eInnX-Odd,-0.016080187
eInnX-Odd,-0.020807126
eInnX-Odd,-0.015220989
eInnX-Odd,-0.010193739
eInnX-Odd,-0.015113086
eInnX-Odd,-0.058012785
eInnX-Odd,-0.015724077
eInnX-Odd,-0.01203793
eInnX-Odd,-0.042652101
eInnX-Odd,-0.02855427
eInnX-Odd,-0.020149806
eInnX-Odd,-0.007368634
eInnX-Odd,-0.01667323
eInnX-Odd,-0.024836378
eInnX-Odd,-0.04267569
eInnX-Odd,-0.021902446
eInnX-Odd,-0.00261466
eInnX-Odd,-0.031464686
eInnX-Odd,-0.000166335
eInnX-Odd,-0.029706464
eInnX-Odd,-0.033348111
eInnX-Odd,-0.034791836
eInnX-Odd,0.002839026
eInnX-Odd,-0.005019818
eInnX-Odd,-0.030450741
eInnX-Odd,-0.000367664
eInnX-Odd,-0.020801326
eInnX-Odd,-0.021149014
eInnX-Odd,-0.000399478
eInnX-Odd,-0.047920721
eInnX-Odd,-0.041258071
eInnX-Odd,-0.028629783
eInnX-Odd,0.011655257
eInnX-Odd,-0.014856561
eInnX-Odd,-0.024928697
eInnX-Odd,-0.048608332
eInnX-Odd,0.001195848
eInnX-Odd,-0.034571323
eInnX-Odd,-0.027650541
eInnX-Odd,0.001567899
eInnX-Odd,0.003742623
eInnX-Odd,-0.042322387
eInnX-Odd,-0.010605466
eInnX-Odd,-0.019449002
eInnX-Odd,-0.039685287
eInnX-Odd,-0.038797802
eInnX-Odd,-0.008790975
eInnX-Odd,-0.062213726
eInnX-Odd,-0.007110358
eInnX-Odd,-0.050192113
eInnX-Odd,-0.046647308
eInnX-Odd,-0.013964924
eInnX-Odd,-0.015877449
eInnX-Odd,0.002084563
eInnX-Odd,-0.033401213
eInnX-Odd,-0.014138982
eInnX-Odd,-0.011899858
eInnX-Odd,-0.038018844
eInnX-Odd,-0.035426859
eInnX-Odd,-0.06576664
eInnX-Odd,-0.013768059
eInnX-Odd,-0.044827455
eInnX-Odd,0.017134442
eInnX-Odd,-0.035712493
eInnX-Odd,-0.027913252
eInnX-Odd,-0.016226524
eInnX-Odd,-0.007877785
eInnX-Odd,-0.048257042
eInnX-Odd,-0.006853418
eInnX-Odd,-0.028942638
eInnX-Odd,-0.057012597
eInnX-Odd,-0.044854168
eInnX-Odd,-0.023183043
eInnX-Odd,-0.042138321
eInnX-Odd,-0.031282659
eInnX-Odd,0.005926794
eInnX-Odd,-0.03001454
eInnX-Odd,-0.030330097
eInnX-Odd,-0.062683924
eInnX-Odd,-0.007955345
eInnX-Odd,-0.013759405
eInnX-Odd,-0.020355257
eInnX-Odd,0.008959622
eInnX-Odd,-0.003167868
eInnX-Odd,-0.014756014
eInnX-Odd,0.001801395
eInnX-Odd,-0.011341
eInnX-Odd,-0.009977544
eInnX-Odd,-0.038963328
eInnX-Odd,-0.01376078
eInnX-Odd,-0.024345849
eInnX-Odd,-0.090176413
eInnX-Odd,-0.038030267
eInnX-Odd,-0.023644707
eInnX-Odd,-0.016566192
eInnX-Odd,-0.010124949
eInnX-Odd,-0.003947026
eInnX-Odd,0.006920272
eInnX-Odd,-0.033443725
eInnX-Odd,-0.056843985
eInnX-Odd,-0.013512283
eInnX-Odd,-0.021402603
eInnX-Odd,-0.019351231
eInnX-Odd,-0.005032959
eInnX-Odd,0.005822522
eInnX-Odd,0.003785845
eInnX-Odd,-0.045042402
eInnX-Odd,-0.011121812
eInnX-Odd,-0.032809015
eInnX-Odd,-0.017889264
eInnX-Odd,-0.020164011
eInnX-Odd,0.00554945
eInnX-Odd,-0.014827459
eInnX-Odd,-0.044036273
eInnX-Odd,0.001287486
eInnX-Odd,-0.045147081
eInnX-Odd,-0.024650362
eInnX-Odd,0.005302771
eInnX-Odd,-0.047887353
eInnX-Odd,-0.051073442
eInnX-Odd,-0.017107058
eInnX-Odd,0.015575489
eInnX-Odd,-0.02702373
eInnX-Odd,-0.012268019
eInnX-Odd,-0.037315483
eInnX-Odd,-0.01016405
eInnX-Odd,-0.033111346
eInnX-Odd,-0.020692318
eInnX-Odd,-0.03579244
eInnX-Odd,-0.00143181
eInnX-Odd,-0.058075677
eInnX-Odd,-0.007111051
eInnX-Odd,-0.029207946
eInnX-Odd,-0.037352113
eInnX-Odd,-0.046843607
eInnX-Odd,-0.042838417
eInnX-Odd,0.001600183
eInnX-Odd,0.011588004
eInnX-Odd,-0.006706833
eInnX-Odd,-0.056970661
eInnX-Odd,-0.032984283
eInnX-Odd,-0.027265744
eInnX-Odd,-0.018638483
eInnX-Odd,-0.022497555
eInnX-Odd,-0.051933485
eInnX-Odd,-0.046849518
eInnX-Odd,0.012313137
eInnX-Odd,-0.006687405
eInnX-Odd,-0.032162717
eInnX-Odd,-0.062043942
eInnX-Odd,0.009077943
eInnX-Odd,-0.044580259
eInnX-Odd,-6.49E-05
eInnX-Odd,-0.023510705
eInnX-Odd,0.000501123
eInnX-Odd,-0.023410184
eInnX-Odd,-0.037961236
eInnX-Odd,-0.014066438
eInnX-Odd,-0.058761671
eInnX-Odd,-0.005490513
eInnX-Odd,-0.075177568
eInnX-Odd,-0.05172316
eInnX-Odd,-0.033717433
eInnX-Odd,-0.009548492
eInnX-Odd,-0.029237527
eInnX-Odd,-0.007934917
eInnX-Odd,-0.028530139
eInnX-Odd,-0.002104404
eInnX-Odd,-0.038597116
eInnX-Odd,-0.015494437
eInnX-Odd,-0.008981311
eInnX-Odd,-0.034852803
eInnX-Odd,-0.041866861
eInnX-Odd,-0.009646454
eInnX-Odd,0.006705162
eInnX-Odd,-0.039897861
eInnX-Odd,-0.029182113
eInnX-Odd,-0.038162381
eInnX-Odd,-0.000771134
eInnX-Odd,-0.023840318
eInnX-Odd,-0.028996922
eInnX-Odd,-0.021992582
eInnX-Odd,-0.03378213
eInnX-Odd,-0.016921065
eInnX-Odd,-0.001590385
eInnX-Odd,0.003802602
eInnX-Odd,-0.021696251
eInnX-Odd,0.002884434
eInnX-Odd,-0.019931585
eInnX-Odd,0.02288735
eInnX-Odd,-0.043540482
eInnX-Odd,-0.002511196
eInnX-Odd,-0.020802704
eInnX-Odd,-0.047088162
eInnX-Odd,0.00098907
eInnX-Odd,-0.039865539
eInnX-Odd,-0.031215356
eInnX-Odd,-0.002100225
eInnX-Odd,0.008124739
eInnX-Odd,-0.016426978
eInnX-Odd,-0.043758793
eInnX-Odd,-0.040379154
eInnX-Odd,-0.050980401
eInnX-Odd,-0.043373586
eInnX-Odd,-0.008034991
eInnX-Odd,-0.085851605
eInnX-Odd,-0.00434389
eInnX-Odd,-0.043653745
eInnX-Odd,-0.015899827
eInnX-Odd,-0.001356129
eInnX-Odd,-0.006612197
eInnX-Odd,-0.032993876
eInnX-Odd,-0.000630484
eInnX-Odd,-0.004614785
eInnX-Odd,-0.03412931
eInnX-Odd,-0.019724163
eInnX-Odd,-0.032388517
eInnX-Odd,-0.033379461
eInnX-Odd,0.01644387
eInnX-Odd,-0.018456342
eInnX-Odd,0.0059563
eInnX-Odd,-0.019173058
eInnX-Odd,0.011584584
eInnX-Odd,-0.018599902
eInnX-Odd,-0.011729661
eInnX-Odd,-0.027796786
eInnX-Odd,-0.023968838
eInnX-Odd,-0.05451801
eInnX-Odd,-0.02613304
eInnX-Odd,-0.04664997
eInnX-Odd,-0.030442702
eInnX-Odd,-0.005897459
eInnX-Odd,-0.027024187
eInnX-Odd,-0.013854433
eInnX-Odd,-0.029077201
eInnX-Odd,0.009802834
eInnX-Odd,-0.02455599
eInnX-Odd,-0.004881686
eInnX-Odd,-0.026582807
eInnX-Odd,-0.034540742
eInnX-Odd,-0.064931027
eInnX-Odd,-0.006216549
eInnX-Odd,0.001623131
eInnX-Odd,-0.023407625
eInnX-Odd,-0.036865066
eInnX-Odd,-0.002222016
eInnX-Odd,-0.039834572
eInnX-Odd,-0.014302851
eInnX-Odd,0.008417094
eInnX-Odd,-0.055177293
eInnX-Odd,-0.033825835
eInnX-Odd,-0.04086748
eInnX-Odd,-0.038764475
eInnX-Odd,-0.033246038
eInnX-Odd,-0.032219549
eInnX-Odd,-0.009814352
eInnX-Odd,-0.029082496
eInnX-Odd,-0.072099341
eInnX-Odd,-0.019734959
eInnX-Odd,-0.01767518
eInnX-Odd,-0.030664048
eInnX-Odd,0.000579758
eInnX-Odd,0.009332771
eInnX-Odd,-0.045006586
eInnX-Odd,0.005755102
eInnX-Odd,-0.036962718
eInnX-Odd,-0.028326309
eInnX-Odd,-0.024177585
eInnX-Odd,0.015069715
eInnX-Odd,-0.028499789
eInnX-Odd,-0.003050507
eInnX-Odd,-0.008852361
eInnX-Odd,-0.041533876
eInnX-Odd,0.012115524
eInnX-Odd,-0.035599608
eInnX-Odd,-0.022624229
eInnX-Odd,-0.024295038
eInnX-Odd,-0.019654608
eInnX-Odd,-0.062364836
eInnX-Odd,-0.009230066
eInnX-Odd,-0.025780171
eInnX-Odd,-0.034799959
eInnX-Odd,0.006795045
eInnX-Odd,-0.010257044
eInnX-Odd,-0.012384396
eInnX-Odd,-0.025822873
eInnX-Odd,-0.017778721
eInnX-Odd,-0.004550706
eInnX-Odd,-0.052072197
eInnX-Odd,-0.011612098
eInnX-Odd,0.007459184
eInnX-Odd,-0.031471016
eInnX-Odd,0.014346906
eInnX-Odd,0.007881472
eInnX-Odd,-0.016763011
eInnX-Odd,-0.04966144
eInnX-Odd,-0.03003496
eInnX-Odd,-0.025380655
eInnX-Odd,-0.018864377
eInnX-Odd,-0.045515028
eInnX-Odd,-0.044571707
eInnX-Odd,-0.031154698
eInnX-Odd,-0.000516917
eInnX-Odd,-0.011215983
eInnX-Odd,-0.009471371
eInnX-Odd,-0.03543922
eInnX-Odd,-0.058790466
eInnX-Odd,-0.020198988
eInnX-Odd,0.003921243
eInnX-Odd,-0.011095313
eInnX-Odd,-0.004525023
eInnX-Odd,-0.002981277
eInnX-Odd,-0.008564455
eInnX-Odd,0.01538086
eInnX-Odd,-0.021769165
eInnX-Odd,-0.025745356
eInnX-Odd,-0.018648813
eInnX-Odd,-0.044117973
eInnX-Odd,-0.029477081
eInnX-Odd,-0.033646267
eInnX-Odd,-0.036680132
eInnX-Odd,-0.060467002
eInnX-Odd,-0.027788339
eInnX-Odd,-0.0689401
eInnX-Odd,-0.081748696
eInnX-Odd,-0.005847857
eInnX-Odd,-0.003421649
eInnX-Odd,-0.008296577
eInnX-Odd,-0.016934075
eInnX-Odd,-0.008938142
eInnX-Odd,-0.018958109
eInnX-Odd,-0.032137609
eInnX-Odd,-0.003668746
eInnX-Odd,-0.05373944
eInnX-Odd,-0.006226213
eInnX-Odd,-0.038694764
eInnX-Odd,0.002783271
eInnX-Odd,0.001966608
eInnX-Odd,-0.015544448
eInnX-Odd,-0.018042069
eInnX-Odd,-0.008575628
eInnX-Odd,-0.008542525
eInnX-Odd,-0.049191694
eInnX-Odd,-0.021565433
eInnX-Odd,-0.000434815
eInnX-Odd,-0.003019035
eInnX-Odd,-0.041882213
eInnX-Odd,-0.051471849
eInnX-Odd,-0.038462992
eInnX-Odd,-0.014328017
eInnX-Odd,-0.011800657
eInnX-Odd,-0.024560079
eInnX-Odd,-0.015415206
eInnX-Odd,-0.029842601
eInnX-Odd,-0.016953772
eInnX-Odd,-0.031432107
eInnX-Odd,-0.056804717
eInnX-Odd,0.034255795
eInnX-Odd,-0.020386119
eInnX-Odd,-0.030908963
eInnX-Odd,-0.036406418
eInnX-Odd,-0.024202791
eInnX-Odd,-0.004831088
eInnX-Odd,0.005811728
eInnX-Odd,-0.02811499
eInnX-Odd,-0.013199995
eInnX-Odd,-0.021929242
eInnX-Odd,-0.037120838
eInnX-Odd,-0.019857337
eInnX-Odd,-0.015364246
eInnX-Odd,-0.005836409
eInnX-Odd,-0.029720426
eInnX-Odd,-0.03822593
eInnX-Odd,0.007788205
eInnX-Odd,0.009577584
eInnX-Odd,-0.03251806
eInnX-Odd,-0.016844967
eInnX-Odd,-0.029939001
eInnX-Odd,0.006585277
eInnX-Odd,-0.013080894
eInnX-Odd,-0.045867818
eInnX-Odd,-0.009670511
eInnX-Odd,-0.03771404
eInnX-Odd,-0.012495549
eInnX-Odd,-0.033165323
eInnX-Odd,-0.013058336
eInnX-Odd,-0.054907608
eInnX-Odd,0.01829609
eInnX-Odd,-0.012313039
eInnX-Odd,-0.03641451
eInnX-Odd,-0.031223012
eInnX-Odd,-0.031379328
eInnX-Odd,-0.029451773
eInnX-Odd,-0.009596144
eInnX-Odd,-0.037992836
eInnX-Odd,0.022941255
eInnX-Odd,-0.03180708
eInnX-Odd,-0.006792047
eInnX-Odd,-0.032222224
eInnX-Odd,-0.020209384
eInnX-Odd,0.009591993
eInnX-Odd,-0.008666912
eInnX-Odd,-0.028052873
eInnX-Odd,-0.028646396
eInnX-Odd,-0.07775398
eInnX-Odd,-0.03320505
eInnX-Odd,-0.01637657
eInnX-Odd,-0.027829533
eInnX-Odd,-0.004172633
eInnX-Odd,-0.033395995
eInnX-Odd,-0.026150709
eInnX-Odd,-0.023380277
eInnX-Odd,-0.006681305
eInnX-Odd,-0.033385794
eInnX-Odd,-0.009879573
eInnX-Odd,-0.008788389
eInnX-Odd,-0.023376135
eInnX-Odd,-0.032511156
eInnX-Odd,-0.017936848
eInnX-Odd,0.0115578
eInnX-Odd,-0.034830883
eInnX-Odd,-0.020207495
eInnX-Odd,-0.004098641
eInnX-Odd,-0.006593892
eInnX-Odd,-0.02461734
eInnX-Odd,-0.001622956
eInnX-Odd,-0.028850461
eInnX-Odd,-0.052848071
eInnX-Odd,-0.038904523
eInnX-Odd,-0.017451301
eInnX-Odd,-0.038142335
eInnX-Odd,-0.039443744
eInnX-Odd,-0.020323004
eInnX-Odd,-0.026417915
eInnX-Odd,-0.017862782
eInnX-Odd,-0.031278088
eInnX-Odd,-0.010636291
eInnX-Odd,-0.052550362
eInnX-Odd,-0.043196075
eInnX-Odd,-0.001554519
eInnX-Odd,-0.006399236
eInnX-Odd,-0.001221976
eInnX-Odd,0.003686387
eInnX-Odd,-0.020320549
eInnX-Odd,-0.029762401
eInnX-Odd,-0.015257684
eInnX-Odd,-0.013439083
eInnX-Odd,-0.008304882
eInnX-Odd,-0.030334691
eInnX-Odd,-0.021421223
eInnX-Odd,-0.017486067
eInnX-Odd,-0.045136386
eInnX-Odd,-0.037181034
eInnX-Odd,-0.024847948
eInnX-Odd,-0.01834786
eInnX-Odd,-0.04420941
eInnX-Odd,-0.008846133
eInnX-Odd,-0.036281904
eInnX-Odd,-0.057586613
eInnX-Odd,-0.019733912
eInnX-Odd,-0.043163472
eInnX-Odd,-0.026525497
eInnX-Odd,-0.03837005
eInnX-Odd,-0.083595629
eInnX-Odd,-0.021586781
eInnX-Odd,-0.004975951
eInnX-Odd,-0.021559083
eInnX-Odd,0.010819046
eInnX-Odd,0.006970145
eInnX-Odd,0.016884038
eInnX-Odd,-0.044098976
eInnX-Odd,-0.01523985
eInnX-Odd,-0.057048153
eInnX-Odd,-0.030265361
eInnX-Odd,-0.021587727
eInnX-Odd,-0.009383564
eInnX-Odd,-0.039655941
eInnX-Odd,-0.021842011
eInnX-Odd,-0.025600309
eInnX-Odd,-0.001873856
eInnX-Odd,-0.016746146
eInnX-Odd,-0.024141585
eInnX-Odd,-0.008992681
eInnX-Odd,-0.020344046
eInnX-Odd,-0.010549436
eInnX-Odd,-0.034132056
eInnX-Odd,-0.005495698
eInnX-Odd,-0.022237795
eInnX-Odd,-0.018024786
eInnX-Odd,-0.037530197
eInnX-Odd,-0.017940218
eInnX-Odd,-0.049494126
eInnX-Odd,-0.020788503
eInnX-Odd,-0.010954795
eInnX-Odd,-0.056580834
eInnX-Odd,-0.011442091
eInnX-Odd,-0.01225574
eInnX-Odd,-0.026005275
eInnX-Odd,-0.006927686
eInnX-Odd,-0.002385715
eInnX-Odd,-0.026349456
eInnX-Odd,-0.030751637
eInnX-Odd,-0.015481091
eInnX-Odd,-0.025806629
eInnX-Odd,0.01030305
eInnX-Odd,-0.028606221
eInnX-Odd,-0.023526278
eInnX-Odd,-0.010678072
eInnX-Odd,-0.022297638
eInnX-Odd,-0.023388337
eInnX-Odd,0.008023602
eInnX-Odd,-0.006544549
eInnX-Odd,-0.047079115
eInnX-Odd,-0.015390237
eInnX-Odd,-0.047787107
eInnX-Odd,-0.008018259
eInnX-Odd,-0.033138502
eInnX-Odd,0.014083351
eInnX-Odd,-0.030984709
eInnX-Odd,-0.030391881
eInnX-Odd,-0.039821144
eInnX-Odd,-0.052468892
eInnX-Odd,-0.027800943
eInnX-Odd,-0.018905705
eInnX-Odd,-0.035615937
eInnX-Odd,-0.038614968
eInnX-Odd,-0.045895454
eInnX-Odd,-0.057909745
eInnX-Odd,-0.022723996
eInnX-Odd,-0.033096616
eInnX-Odd,-0.031704258
eInnX-Odd,-0.027328845
eInnX-Odd,-0.026776772
eInnX-Odd,-0.030719656
eInnX-Odd,-0.015236335
eInnX-Odd,-0.018965138
eInnX-Odd,-0.0412481
eInnX-Odd,-0.021781201
eInnX-Odd,0.003665526
eInnX-Odd,-0.037674732
eInnX-Odd,-0.040801227
eInnX-Odd,-0.020654226
eInnX-Odd,-0.012091715
eInnX-Odd,-0.02784581
eInnX-Odd,-0.015010026
eInnX-Odd,-0.016314523
eInnX-Odd,-0.016927604
eInnX-Odd,-0.010976374
eInnX-Odd,-0.027630762
eInnX-Odd,-0.024513475
eInnX-Odd,-0.000282079
eInnX-Odd,-0.023627307
eInnX-Odd,-0.020589096
eInnX-Odd,-0.031851631
eInnX-Odd,-0.053470373
eInnX-Odd,0.010586545
eInnX-Odd,-0.027755004
eInnX-Odd,-0.02956232
eInnX-Odd,-0.000951386
eInnX-Odd,-0.018106965
eInnX-Odd,-0.055222475
eInnX-Odd,-0.042654127
eInnX-Odd,0.013747195
eInnX-Odd,-0.007153476
eInnX-Odd,-0.026624176
eInnX-Odd,-0.030913101
eInnX-Odd,-0.023914301
eInnX-Odd,-0.039942661
eInnX-Odd,-0.023243936
eInnX-Odd,0.008633323
eInnX-Odd,-0.045488875
eInnX-Odd,-0.017485147
eInnX-Odd,-0.00356268
eInnX-Odd,-0.007726952
eInnX-Odd,-0.010347009
eInnX-Odd,-0.028392815
eInnX-Odd,-0.042197055
eInnX-Odd,-0.026569204
eInnX-Odd,0.002455007
eInnX-Odd,0.007080579
eInnX-Odd,-0.010961103
eInnX-Odd,-0.004812432
eInnX-Odd,-0.014357071
eInnX-Odd,0.000701732
eInnX-Odd,0.012356457
eInnX-Odd,-0.040672475
eInnX-Odd,-0.039313653
eInnX-Odd,-0.034846644
eInnX-Odd,-0.005599127
eInnX-Odd,-0.003456385
eInnX-Odd,-0.033576699
eInnX-Odd,-0.035514918
eInnX-Odd,-0.027285983
eInnX-Odd,-0.048268797
eInnX-Odd,-0.026680508
eInnX-Odd,0.015402462
eInnX-Odd,-0.017603049
eInnX-Odd,-0.033778288
eInnX-Odd,-0.001332516
eInnX-Odd,-0.049498987
eInnX-Odd,-0.002772767
