population,deltaProp_male
aLHmX-Inn,-0.034591812
aLHmX-Inn,-0.008223647
aLHmX-Inn,-0.028768419
aLHmX-Inn,-0.023343377
aLHmX-Inn,0.014312024
aLHmX-Inn,-0.021726854
aLHmX-Inn,-0.021794899
aLHmX-Inn,0.001493483
aLHmX-Inn,-0.013859814
aLHmX-Inn,0.032885044
aLHmX-Inn,-0.009216772
aLHmX-Inn,-0.04917178
aLHmX-Inn,-0.007131989
aLHmX-Inn,-0.009646695
aLHmX-Inn,0.013207594
aLHmX-Inn,-0.029748405
aLHmX-Inn,-0.031776009
aLHmX-Inn,-0.026831755
aLHmX-Inn,-0.032888115
aLHmX-Inn,-0.033708318
aLHmX-Inn,-0.035999962
aLHmX-Inn,-0.016296752
aLHmX-Inn,-0.01520078
aLHmX-Inn,-0.011532949
aLHmX-Inn,-0.0033569
aLHmX-Inn,-0.051323113
aLHmX-Inn,-0.01041269
aLHmX-Inn,-0.009193342
aLHmX-Inn,-0.029461939
aLHmX-Inn,-0.01579644
aLHmX-Inn,-0.001768006
aLHmX-Inn,-0.008836809
aLHmX-Inn,-0.009985597
aLHmX-Inn,-0.002293796
aLHmX-Inn,-0.003000833
aLHmX-Inn,-0.041111649
aLHmX-Inn,-0.01640555
aLHmX-Inn,0.019362112
aLHmX-Inn,-0.020356114
aLHmX-Inn,-0.005703922
aLHmX-Inn,-0.02241941
aLHmX-Inn,-0.018358058
aLHmX-Inn,-0.047288237
aLHmX-Inn,-0.053267609
aLHmX-Inn,-0.011769359
aLHmX-Inn,0.012868468
aLHmX-Inn,-0.011502731
aLHmX-Inn,-0.002686413
aLHmX-Inn,-0.010074443
aLHmX-Inn,-0.026009869
aLHmX-Inn,-0.019996457
aLHmX-Inn,-8.62E-05
aLHmX-Inn,-0.037379561
aLHmX-Inn,-0.026426787
aLHmX-Inn,-0.025287523
aLHmX-Inn,-0.01093836
aLHmX-Inn,-0.018537491
aLHmX-Inn,-0.013730271
aLHmX-Inn,-0.019189576
aLHmX-Inn,-0.032993755
aLHmX-Inn,-0.059099717
aLHmX-Inn,-0.045848555
aLHmX-Inn,-0.033555571
aLHmX-Inn,-0.010082443
aLHmX-Inn,-0.05309486
aLHmX-Inn,-0.019585762
aLHmX-Inn,-0.040754973
aLHmX-Inn,-0.046318145
aLHmX-Inn,0.00140263
aLHmX-Inn,-0.01363039
aLHmX-Inn,-0.013677215
aLHmX-Inn,-0.048541542
aLHmX-Inn,-0.004345392
aLHmX-Inn,-0.014381049
aLHmX-Inn,-0.045602885
aLHmX-Inn,-0.031417684
aLHmX-Inn,-0.004284726
aLHmX-Inn,0.019313716
aLHmX-Inn,0.008671085
aLHmX-Inn,-0.021598684
aLHmX-Inn,-0.031906613
aLHmX-Inn,-0.041058881
aLHmX-Inn,-0.007674239
aLHmX-Inn,0.006593442
aLHmX-Inn,-0.048514016
aLHmX-Inn,-0.006515134
aLHmX-Inn,-0.046636895
aLHmX-Inn,-0.015246147
aLHmX-Inn,-0.077727857
aLHmX-Inn,-0.047998103
aLHmX-Inn,-0.030317198
aLHmX-Inn,-0.019257267
aLHmX-Inn,-0.035733128
aLHmX-Inn,-0.050977504
aLHmX-Inn,-0.000774487
aLHmX-Inn,-0.035528351
aLHmX-Inn,-0.046725305
aLHmX-Inn,-0.042031984
aLHmX-Inn,-0.002913723
aLHmX-Inn,-0.028170589
aLHmX-Inn,-0.027819625
aLHmX-Inn,-0.005545616
aLHmX-Inn,-0.011946132
aLHmX-Inn,-0.030799887
aLHmX-Inn,-0.033389093
aLHmX-Inn,0.018795652
aLHmX-Inn,-0.018459764
aLHmX-Inn,0.007612443
aLHmX-Inn,-0.038064796
aLHmX-Inn,-0.04021038
aLHmX-Inn,-0.051406028
aLHmX-Inn,-0.034693864
aLHmX-Inn,-0.034594466
aLHmX-Inn,-0.048867777
aLHmX-Inn,0.001105492
aLHmX-Inn,-0.011785451
aLHmX-Inn,-0.020060697
aLHmX-Inn,0.0070688
aLHmX-Inn,-0.021836954
aLHmX-Inn,-0.033824125
aLHmX-Inn,-0.039537227
aLHmX-Inn,-0.037404202
aLHmX-Inn,-0.026896122
aLHmX-Inn,0.022989447
aLHmX-Inn,-0.010833692
aLHmX-Inn,-0.015932176
aLHmX-Inn,-0.029650458
aLHmX-Inn,-0.026359455
aLHmX-Inn,-0.017325593
aLHmX-Inn,-0.034698969
aLHmX-Inn,-0.004380991
aLHmX-Inn,-0.05627171
aLHmX-Inn,-0.027951194
aLHmX-Inn,-0.01591084
aLHmX-Inn,-0.029876587
aLHmX-Inn,-0.029440081
aLHmX-Inn,-0.021159227
aLHmX-Inn,-0.036758751
aLHmX-Inn,-0.024127099
aLHmX-Inn,-0.038613292
aLHmX-Inn,-0.037275554
aLHmX-Inn,-0.007055434
aLHmX-Inn,-0.051783108
aLHmX-Inn,-0.022933763
aLHmX-Inn,-0.037673916
aLHmX-Inn,0.015077017
aLHmX-Inn,-0.049803066
aLHmX-Inn,-0.072237724
aLHmX-Inn,-0.018214279
aLHmX-Inn,-0.004078495
aLHmX-Inn,-0.013559128
aLHmX-Inn,-0.029497249
aLHmX-Inn,-0.037618658
aLHmX-Inn,-0.013944216
aLHmX-Inn,-0.00431833
aLHmX-Inn,-0.026691053
aLHmX-Inn,-0.025154726
aLHmX-Inn,-0.020655304
aLHmX-Inn,-0.010939
aLHmX-Inn,-0.019820232
aLHmX-Inn,-0.018624536
aLHmX-Inn,-0.017411748
aLHmX-Inn,-0.043532039
aLHmX-Inn,-0.026008031
aLHmX-Inn,-0.032335344
aLHmX-Inn,0.001239608
aLHmX-Inn,-0.01701715
aLHmX-Inn,-0.055302536
aLHmX-Inn,-0.01043734
aLHmX-Inn,-0.020496471
aLHmX-Inn,-0.027809884
aLHmX-Inn,-0.034597287
aLHmX-Inn,0.002926312
aLHmX-Inn,-0.030212575
aLHmX-Inn,-0.029933334
aLHmX-Inn,-0.014150645
aLHmX-Inn,-0.025400502
aLHmX-Inn,-0.031325011
aLHmX-Inn,-0.015355141
aLHmX-Inn,0.007261719
aLHmX-Inn,-0.007896284
aLHmX-Inn,-0.046385594
aLHmX-Inn,-0.04740062
aLHmX-Inn,-0.073781142
aLHmX-Inn,0.001827104
aLHmX-Inn,-0.039750957
aLHmX-Inn,-0.018017597
aLHmX-Inn,-0.066836243
aLHmX-Inn,-0.029123652
aLHmX-Inn,-0.027727175
aLHmX-Inn,-0.031897322
aLHmX-Inn,-0.00774959
aLHmX-Inn,-0.026943356
aLHmX-Inn,-0.049409402
aLHmX-Inn,-0.007368556
aLHmX-Inn,-0.006978137
aLHmX-Inn,0.012873885
aLHmX-Inn,-0.007547874
aLHmX-Inn,-0.042766569
aLHmX-Inn,-0.024485432
aLHmX-Inn,0.004097142
aLHmX-Inn,0.000194772
aLHmX-Inn,-0.031106195
aLHmX-Inn,-0.000821881
aLHmX-Inn,-0.020007526
aLHmX-Inn,-0.031824347
aLHmX-Inn,-0.043502985
aLHmX-Inn,-0.030480277
aLHmX-Inn,-0.010022577
aLHmX-Inn,-0.030318305
aLHmX-Inn,-0.015617996
aLHmX-Inn,-0.004111843
aLHmX-Inn,-0.008367485
aLHmX-Inn,-0.002346191
aLHmX-Inn,-0.030199996
aLHmX-Inn,-0.010230271
aLHmX-Inn,-0.041831001
aLHmX-Inn,-0.002085127
aLHmX-Inn,0.005529271
aLHmX-Inn,-0.01716827
aLHmX-Inn,-0.028323603
aLHmX-Inn,-0.004310149
aLHmX-Inn,-0.027074575
aLHmX-Inn,-0.074444635
aLHmX-Inn,-0.018610594
aLHmX-Inn,-0.027478927
aLHmX-Inn,-0.040549565
aLHmX-Inn,-0.039629774
aLHmX-Inn,-0.028085268
aLHmX-Inn,0.01555964
aLHmX-Inn,-0.02459645
aLHmX-Inn,0.0146978
aLHmX-Inn,-0.011329622
aLHmX-Inn,-0.019532223
aLHmX-Inn,0.005453603
aLHmX-Inn,-0.031396908
aLHmX-Inn,-0.02491184
aLHmX-Inn,-0.039399285
aLHmX-Inn,-0.016558777
aLHmX-Inn,-0.024274104
aLHmX-Inn,-0.037543067
aLHmX-Inn,0.005681296
aLHmX-Inn,0.008087598
aLHmX-Inn,-0.000129487
aLHmX-Inn,-0.004610986
aLHmX-Inn,0.00493071
aLHmX-Inn,0.011029211
aLHmX-Inn,-0.044698351
aLHmX-Inn,-0.052364796
aLHmX-Inn,-0.052823211
aLHmX-Inn,-0.014390888
aLHmX-Inn,-0.026825527
aLHmX-Inn,-0.03751123
aLHmX-Inn,-0.004106915
aLHmX-Inn,-0.018991717
aLHmX-Inn,-0.014208441
aLHmX-Inn,-0.001251839
aLHmX-Inn,-0.020304265
aLHmX-Inn,-0.055741173
aLHmX-Inn,-0.043480131
aLHmX-Inn,-0.011847295
aLHmX-Inn,-0.034949799
aLHmX-Inn,7.20E-05
aLHmX-Inn,-0.02666208
aLHmX-Inn,-0.014134364
aLHmX-Inn,-0.023555014
aLHmX-Inn,-0.033478037
aLHmX-Inn,-0.034406228
aLHmX-Inn,-0.000211983
aLHmX-Inn,-0.018416824
aLHmX-Inn,-0.01808349
aLHmX-Inn,-0.020861343
aLHmX-Inn,-0.023921839
aLHmX-Inn,-0.041256412
aLHmX-Inn,-0.035522294
aLHmX-Inn,-0.045340168
aLHmX-Inn,-0.01625345
aLHmX-Inn,-0.007862454
aLHmX-Inn,-0.013041346
aLHmX-Inn,-0.000963318
aLHmX-Inn,-0.037166671
aLHmX-Inn,-0.007235657
aLHmX-Inn,-0.009844394
aLHmX-Inn,-0.032327606
aLHmX-Inn,-0.036833823
aLHmX-Inn,-0.013263945
aLHmX-Inn,-0.022017989
aLHmX-Inn,0.001237709
aLHmX-Inn,0.018029335
aLHmX-Inn,-0.024024674
aLHmX-Inn,-0.013618406
aLHmX-Inn,-0.030030864
aLHmX-Inn,-0.020178582
aLHmX-Inn,-0.023725784
aLHmX-Inn,0.016395429
aLHmX-Inn,-0.033999759
aLHmX-Inn,-0.030965593
aLHmX-Inn,-0.007911247
aLHmX-Inn,-0.04117784
aLHmX-Inn,-0.021435581
aLHmX-Inn,-0.030711592
aLHmX-Inn,-0.00646283
aLHmX-Inn,-0.010460214
aLHmX-Inn,-0.030497555
aLHmX-Inn,-0.032118614
aLHmX-Inn,-0.019403305
aLHmX-Inn,-0.031549696
aLHmX-Inn,-0.018242104
aLHmX-Inn,-0.044594917
aLHmX-Inn,-0.044092762
aLHmX-Inn,-0.022414205
aLHmX-Inn,-0.003561642
aLHmX-Inn,-0.003920572
aLHmX-Inn,-0.036145672
aLHmX-Inn,-0.034703226
aLHmX-Inn,-0.020337292
aLHmX-Inn,-0.050750973
aLHmX-Inn,0.004101774
aLHmX-Inn,-0.031586867
aLHmX-Inn,-0.039360928
aLHmX-Inn,0.004828406
aLHmX-Inn,-0.018943749
aLHmX-Inn,-0.014107802
aLHmX-Inn,-0.049075088
aLHmX-Inn,-0.043755085
aLHmX-Inn,-0.036968345
aLHmX-Inn,-0.034251648
aLHmX-Inn,-0.027346297
aLHmX-Inn,-0.041627688
aLHmX-Inn,0.015963081
aLHmX-Inn,-0.048240546
aLHmX-Inn,-0.068259974
aLHmX-Inn,-0.016994711
aLHmX-Inn,-0.044702494
aLHmX-Inn,-0.038778626
aLHmX-Inn,-0.003438389
aLHmX-Inn,-0.031681846
aLHmX-Inn,-0.013885789
aLHmX-Inn,-0.000948544
aLHmX-Inn,0.001039478
aLHmX-Inn,0.007994142
aLHmX-Inn,-0.012543349
aLHmX-Inn,-0.005596527
aLHmX-Inn,-0.016572123
aLHmX-Inn,-0.012590304
aLHmX-Inn,-0.020636787
aLHmX-Inn,-0.032861174
aLHmX-Inn,-0.036786009
aLHmX-Inn,-0.035602138
aLHmX-Inn,-0.041645671
aLHmX-Inn,-0.007012279
aLHmX-Inn,-0.031356235
aLHmX-Inn,-0.040325645
aLHmX-Inn,-0.05411256
aLHmX-Inn,-0.033558819
aLHmX-Inn,-0.014722467
aLHmX-Inn,-0.007766138
aLHmX-Inn,-0.01617592
aLHmX-Inn,-0.041615517
aLHmX-Inn,-0.000271495
aLHmX-Inn,-0.046535891
aLHmX-Inn,-0.019622671
aLHmX-Inn,-0.049276045
aLHmX-Inn,-0.003935247
aLHmX-Inn,-0.00074133
aLHmX-Inn,0.004582002
aLHmX-Inn,-0.015339039
aLHmX-Inn,-0.028460381
aLHmX-Inn,-0.001976176
aLHmX-Inn,-0.002177247
aLHmX-Inn,-0.025032115
aLHmX-Inn,-0.052682565
aLHmX-Inn,-0.041213753
aLHmX-Inn,-0.042365249
aLHmX-Inn,0.006120731
aLHmX-Inn,-0.018210348
aLHmX-Inn,-0.009464016
aLHmX-Inn,-0.023166765
aLHmX-Inn,-0.00456189
aLHmX-Inn,-0.038924897
aLHmX-Inn,-0.011929467
aLHmX-Inn,-0.018899708
aLHmX-Inn,-0.013322158
aLHmX-Inn,-0.024883028
aLHmX-Inn,-0.041950264
aLHmX-Inn,-0.03338384
aLHmX-Inn,-0.028264052
aLHmX-Inn,-0.022634043
aLHmX-Inn,-0.044117388
aLHmX-Inn,-0.026973571
aLHmX-Inn,-0.036300147
aLHmX-Inn,-0.032345344
aLHmX-Inn,-0.043163147
aLHmX-Inn,-0.037364023
aLHmX-Inn,-0.033211804
aLHmX-Inn,0.007729926
aLHmX-Inn,-0.041047368
aLHmX-Inn,-0.022479825
aLHmX-Inn,-0.048340266
aLHmX-Inn,-0.013702179
aLHmX-Inn,-0.00245652
aLHmX-Inn,0.025684127
aLHmX-Inn,-0.012383952
aLHmX-Inn,-0.017828955
aLHmX-Inn,-0.015107231
aLHmX-Inn,-0.003907376
aLHmX-Inn,-0.03101617
aLHmX-Inn,0.000219531
aLHmX-Inn,-0.009957199
aLHmX-Inn,-0.054991124
aLHmX-Inn,-0.033060564
aLHmX-Inn,-0.001767031
aLHmX-Inn,-0.022829093
aLHmX-Inn,-0.004144838
aLHmX-Inn,-0.061881913
aLHmX-Inn,-0.002764546
aLHmX-Inn,-0.040718437
aLHmX-Inn,-0.022007998
aLHmX-Inn,-0.039066617
aLHmX-Inn,-0.03708498
aLHmX-Inn,-0.047481464
aLHmX-Inn,-0.031442186
aLHmX-Inn,-0.015158551
aLHmX-Inn,-0.011212419
aLHmX-Inn,0.005328322
aLHmX-Inn,-0.037310627
aLHmX-Inn,-0.034811966
aLHmX-Inn,-0.009007033
aLHmX-Inn,-0.022049812
aLHmX-Inn,-0.027263348
aLHmX-Inn,-0.017838492
aLHmX-Inn,0.00346631
aLHmX-Inn,-0.015039627
aLHmX-Inn,-0.021729258
aLHmX-Inn,-0.008282778
aLHmX-Inn,-0.017297011
aLHmX-Inn,-0.028454387
aLHmX-Inn,-0.027981981
aLHmX-Inn,-0.019387999
aLHmX-Inn,-0.030771437
aLHmX-Inn,-0.008891623
aLHmX-Inn,-0.050296661
aLHmX-Inn,0.00082976
aLHmX-Inn,-0.015404357
aLHmX-Inn,-0.012126784
aLHmX-Inn,-0.019422722
aLHmX-Inn,-0.031264834
aLHmX-Inn,-0.0512061
aLHmX-Inn,-0.015848577
aLHmX-Inn,-0.005954144
aLHmX-Inn,-0.020043957
aLHmX-Inn,-0.037722216
aLHmX-Inn,-0.021485454
aLHmX-Inn,-0.028781947
aLHmX-Inn,-0.051964938
aLHmX-Inn,-0.017931389
aLHmX-Inn,0.005557681
aLHmX-Inn,-0.01660153
aLHmX-Inn,-0.004697629
aLHmX-Inn,-0.028715979
aLHmX-Inn,-0.017958302
aLHmX-Inn,0.002062967
aLHmX-Inn,-0.03464749
aLHmX-Inn,-0.0111877
aLHmX-Inn,-0.040120811
aLHmX-Inn,-0.013488941
aLHmX-Inn,-0.026398005
aLHmX-Inn,0.000130778
aLHmX-Inn,-0.021240101
aLHmX-Inn,-0.019363788
aLHmX-Inn,-0.040590642
aLHmX-Inn,-0.0080301
aLHmX-Inn,-0.044005078
aLHmX-Inn,-0.054213066
aLHmX-Inn,-0.036208374
aLHmX-Inn,-0.03111184
aLHmX-Inn,-0.037547863
aLHmX-Inn,-0.059710585
aLHmX-Inn,-0.015103027
aLHmX-Inn,-0.008427566
aLHmX-Inn,-0.041423462
aLHmX-Inn,-0.016507879
aLHmX-Inn,-0.039387081
aLHmX-Inn,-0.011511372
aLHmX-Inn,-0.016998826
aLHmX-Inn,-0.035272713
aLHmX-Inn,-0.020802064
aLHmX-Inn,-0.015723669
aLHmX-Inn,-0.043752074
aLHmX-Inn,-0.038791808
aLHmX-Inn,-0.038979816
aLHmX-Inn,0.010501437
aLHmX-Inn,-0.00729764
aLHmX-Inn,-0.005316738
aLHmX-Inn,-0.026051512
aLHmX-Inn,-0.000834181
aLHmX-Inn,-0.012397402
aLHmX-Inn,-0.041947443
aLHmX-Inn,-0.037982734
aLHmX-Inn,0.005080428
aLHmX-Inn,-0.026715402
aLHmX-Inn,-0.018537868
aLHmX-Inn,-0.005666929
aLHmX-Inn,-0.028802997
aLHmX-Inn,-0.005800498
aLHmX-Inn,-0.056857436
aLHmX-Inn,-0.028488927
aLHmX-Inn,-0.047035307
aLHmX-Inn,-0.041138089
aLHmX-Inn,-0.030569705
aLHmX-Inn,0.010761608
aLHmX-Inn,-0.010453698
aLHmX-Inn,-0.00888116
aLHmX-Inn,-0.010938738
aLHmX-Inn,-0.035317492
aLHmX-Inn,-0.015632072
aLHmX-Inn,-0.044592956
aLHmX-Inn,-0.023708632
aLHmX-Inn,-0.025458777
aLHmX-Inn,-0.006767508
aLHmX-Inn,-0.017473973
aLHmX-Inn,-0.016702537
aLHmX-Inn,0.001565337
aLHmX-Inn,-0.018546901
aLHmX-Inn,-0.010256586
aLHmX-Inn,-0.032361235
aLHmX-Inn,-0.016230236
aLHmX-Inn,-0.006760639
aLHmX-Inn,-0.005541372
aLHmX-Inn,0.009159984
aLHmX-Inn,0.004760407
aLHmX-Inn,0.002114625
aLHmX-Inn,-0.036500923
aLHmX-Inn,0.004619291
aLHmX-Inn,-0.027673915
aLHmX-Inn,-0.02371842
aLHmX-Inn,-0.006737826
aLHmX-Inn,-0.012272246
aLHmX-Inn,-0.02949792
aLHmX-Inn,-0.010780739
aLHmX-Inn,-0.028580074
aLHmX-Inn,-0.011431204
aLHmX-Inn,-0.033033043
aLHmX-Inn,-0.01617148
aLHmX-Inn,-0.028211035
aLHmX-Inn,-0.007041902
aLHmX-Inn,-0.040667864
aLHmX-Inn,-0.049705217
aLHmX-Inn,-0.012613809
aLHmX-Inn,-0.011587527
aLHmX-Inn,-0.013386889
aLHmX-Inn,-0.031212206
aLHmX-Inn,-0.036483156
aLHmX-Inn,-0.004284267
aLHmX-Inn,-0.038794315
aLHmX-Inn,-0.017069983
aLHmX-Inn,-0.004617603
aLHmX-Inn,-0.020041736
aLHmX-Inn,-0.022674939
aLHmX-Inn,-0.042985031
aLHmX-Inn,-0.050970077
aLHmX-Inn,-0.028789664
aLHmX-Inn,-0.04734689
aLHmX-Inn,-0.026380178
aLHmX-Inn,-0.049418406
aLHmX-Inn,-0.024236059
aLHmX-Inn,-0.031183945
aLHmX-Inn,0.0130251
aLHmX-Inn,-0.039597841
aLHmX-Inn,-0.034718839
aLHmX-Inn,-0.009921269
aLHmX-Inn,-0.02183549
aLHmX-Inn,-0.045532165
aLHmX-Inn,-0.051541076
aLHmX-Inn,-0.027768862
aLHmX-Inn,-0.009620511
aLHmX-Inn,-0.023929194
aLHmX-Inn,-0.038438095
aLHmX-Inn,0.015041829
aLHmX-Inn,-0.022041737
aLHmX-Inn,-0.04199098
aLHmX-Inn,-0.024337839
aLHmX-Inn,-0.022662034
aLHmX-Inn,-0.004759868
aLHmX-Inn,0.001746105
aLHmX-Inn,-0.036909147
aLHmX-Inn,-0.028538334
aLHmX-Inn,-0.004999029
aLHmX-Inn,-0.009969343
aLHmX-Inn,-0.017033426
aLHmX-Inn,-0.031337753
aLHmX-Inn,-0.03522795
aLHmX-Inn,-0.016722341
aLHmX-Inn,-0.0250193
aLHmX-Inn,-0.023722607
aLHmX-Inn,-0.049606097
aLHmX-Inn,-0.053226742
aLHmX-Inn,-0.028732349
aLHmX-Inn,-0.038347934
aLHmX-Inn,-0.008632106
aLHmX-Inn,-0.034435457
aLHmX-Inn,0.006250109
aLHmX-Inn,-0.054730868
aLHmX-Inn,-0.002181401
aLHmX-Inn,-0.001184193
aLHmX-Inn,-0.043693639
aLHmX-Inn,-0.018558818
aLHmX-Inn,-0.014274288
aLHmX-Inn,-0.001717378
aLHmX-Inn,-0.022270849
aLHmX-Inn,-0.040436167
aLHmX-Inn,-0.041027491
aLHmX-Inn,-0.032215499
aLHmX-Inn,-0.028529502
aLHmX-Inn,-0.02289836
aLHmX-Inn,-0.006701871
aLHmX-Inn,-0.021100077
aLHmX-Inn,-0.029283785
aLHmX-Inn,-0.019967916
aLHmX-Inn,-0.023949522
aLHmX-Inn,-0.031356376
aLHmX-Inn,0.009387465
aLHmX-Inn,-0.028267891
aLHmX-Inn,0.026778907
aLHmX-Inn,-0.026471112
aLHmX-Inn,-0.021973515
aLHmX-Inn,-0.00813815
aLHmX-Inn,-0.027296079
aLHmX-Inn,-0.020071708
aLHmX-Inn,-0.012959549
aLHmX-Inn,-0.002781463
aLHmX-Inn,-0.022908942
aLHmX-Inn,-0.022216396
aLHmX-Inn,0.029699996
aLHmX-Inn,-0.025966367
aLHmX-Inn,-0.00491821
aLHmX-Inn,-0.005508061
aLHmX-Inn,0.01631572
aLHmX-Inn,-0.00695358
aLHmX-Inn,-0.03978855
aLHmX-Inn,-0.015244508
aLHmX-Inn,-0.046382604
aLHmX-Inn,-0.019205949
aLHmX-Inn,-0.033442421
aLHmX-Inn,0.012304195
aLHmX-Inn,0.013388575
aLHmX-Inn,-0.001908555
aLHmX-Inn,-0.029047365
aLHmX-Inn,-0.010021572
aLHmX-Inn,-0.028558625
aLHmX-Inn,-0.041852303
aLHmX-Inn,-0.016739582
aLHmX-Inn,-0.024842288
aLHmX-Inn,-0.023456009
aLHmX-Inn,-0.017745035
aLHmX-Inn,-0.009343826
aLHmX-Inn,-0.038231126
aLHmX-Inn,-0.000618421
aLHmX-Inn,-0.042874742
aLHmX-Inn,-0.013703308
aLHmX-Inn,-0.014577205
aLHmX-Inn,-0.012643787
aLHmX-Inn,-0.029788253
aLHmX-Inn,-0.022307211
aLHmX-Inn,-0.010720512
aLHmX-Inn,-0.044335261
aLHmX-Inn,-0.023758797
aLHmX-Inn,-0.036425307
aLHmX-Inn,-0.05483837
aLHmX-Inn,-0.023131769
aLHmX-Inn,-0.044382119
aLHmX-Inn,-0.024065685
aLHmX-Inn,-0.014403218
aLHmX-Inn,0.002331082
aLHmX-Inn,-0.012477439
aLHmX-Inn,-0.050287498
aLHmX-Inn,-0.014161531
aLHmX-Inn,-0.023187288
aLHmX-Inn,-0.009913574
aLHmX-Inn,-0.006427846
aLHmX-Inn,-0.033911104
aLHmX-Inn,-0.043823923
aLHmX-Inn,-0.039133117
aLHmX-Inn,-0.018420033
aLHmX-Inn,-0.017848129
aLHmX-Inn,0.006505526
aLHmX-Inn,-0.013148218
aLHmX-Inn,-0.032042324
aLHmX-Inn,-0.032561878
aLHmX-Inn,-0.048488561
aLHmX-Inn,0.004265674
aLHmX-Inn,-0.046182362
aLHmX-Inn,-0.033977712
aLHmX-Inn,0.01633303
aLHmX-Inn,-0.029274955
aLHmX-Inn,-0.018686011
aLHmX-Inn,-0.013877307
aLHmX-Inn,-0.01256523
aLHmX-Inn,-0.01448502
aLHmX-Inn,-0.012432833
aLHmX-Inn,-0.014108023
aLHmX-Inn,-0.042748783
aLHmX-Inn,-0.034892987
aLHmX-Inn,0.013321719
aLHmX-Inn,-0.025491644
aLHmX-Inn,-0.036209182
aLHmX-Inn,-0.021738794
aLHmX-Inn,-0.020027159
aLHmX-Inn,-0.019035647
aLHmX-Inn,-0.042130896
aLHmX-Inn,-0.028170214
aLHmX-Inn,-0.01911064
aLHmX-Inn,-0.001428047
aLHmX-Inn,0.000119721
aLHmX-Inn,-0.012902917
aLHmX-Inn,0.00010048
aLHmX-Inn,-0.02517336
aLHmX-Inn,-0.039838044
aLHmX-Inn,-0.045099688
aLHmX-Inn,-0.032877997
aLHmX-Inn,-0.042471758
aLHmX-Inn,0.018712807
aLHmX-Inn,-0.001470808
aLHmX-Inn,-0.015958335
aLHmX-Inn,-0.005454059
aLHmX-Inn,-0.036930388
aLHmX-Inn,-0.011397026
aLHmX-Inn,-0.031977648
aLHmX-Inn,-0.061706646
aLHmX-Inn,-0.014197879
aLHmX-Inn,-0.027549097
aLHmX-Inn,-0.002050144
aLHmX-Inn,-0.022932184
aLHmX-Inn,-0.005870873
aLHmX-Inn,0.013512665
aLHmX-Inn,-0.021395146
aLHmX-Inn,-0.009772686
aLHmX-Inn,-0.034110334
aLHmX-Inn,-0.026194743
aLHmX-Inn,-0.045759789
aLHmX-Inn,-0.036898858
aLHmX-Inn,0.004538399
aLHmX-Inn,0.038708689
aLHmX-Inn,-0.005501625
aLHmX-Inn,-0.022624148
aLHmX-Inn,-0.049536342
aLHmX-Inn,-0.0234701
aLHmX-Inn,-0.030637848
aLHmX-Inn,-0.013225675
aLHmX-Inn,-0.013934664
aLHmX-Inn,-0.032284926
aLHmX-Inn,-0.014404154
aLHmX-Inn,-0.042361106
aLHmX-Inn,-0.041846768
aLHmX-Inn,-0.043763243
aLHmX-Inn,-0.021151635
aLHmX-Inn,-0.005044565
aLHmX-Inn,-0.017930687
aLHmX-Inn,4.84E-05
aLHmX-Inn,-0.022623504
aLHmX-Inn,-0.032009378
aLHmX-Inn,-0.026539752
aLHmX-Inn,-0.036851067
aLHmX-Inn,-0.010751693
aLHmX-Inn,-0.027305354
aLHmX-Inn,-0.021377899
aLHmX-Inn,-0.049544833
aLHmX-Inn,0.000467379
aLHmX-Inn,-0.012852944
aLHmX-Inn,-0.020844535
aLHmX-Inn,-0.026666016
aLHmX-Inn,-0.023752459
aLHmX-Inn,-0.041370411
aLHmX-Inn,0.002874972
aLHmX-Inn,-0.049722444
aLHmX-Inn,-0.035951727
aLHmX-Inn,-0.025437798
aLHmX-Inn,-0.029074345
aLHmX-Inn,-0.001758297
aLHmX-Inn,-0.045351537
aLHmX-Inn,-0.039992943
aLHmX-Inn,0.019487674
aLHmX-Inn,-0.046115413
aLHmX-Inn,-0.014777196
aLHmX-Inn,-0.009238762
aLHmX-Inn,-0.025260816
aLHmX-Inn,-0.033633327
aLHmX-Inn,-0.013985296
aLHmX-Inn,-0.011501275
aLHmX-Inn,-0.023223965
aLHmX-Inn,-0.004263662
aLHmX-Inn,-0.032948085
aLHmX-Inn,-0.008291384
aLHmX-Inn,-0.03364223
aLHmX-Inn,-0.037101594
aLHmX-Inn,-0.000943492
aLHmX-Inn,-0.01142614
aLHmX-Inn,-0.023410239
aLHmX-Inn,-0.017466795
aLHmX-Inn,-0.004928247
aLHmX-Inn,-0.020637337
aLHmX-Inn,-0.043490017
aLHmX-Inn,-0.053135519
aLHmX-Inn,-0.048614371
aLHmX-Inn,-0.013610741
aLHmX-Inn,-0.028406659
aLHmX-Inn,-0.010237112
aLHmX-Inn,-0.010488807
aLHmX-Inn,-0.006388484
aLHmX-Inn,-0.031236911
aLHmX-Inn,-0.008960512
aLHmX-Inn,-0.051257141
aLHmX-Inn,-0.005260419
aLHmX-Inn,-0.035967066
aLHmX-Inn,-0.014547366
aLHmX-Inn,-0.023813531
aLHmX-Inn,-0.015037201
aLHmX-Inn,-0.023253671
aLHmX-Inn,-0.016370433
aLHmX-Inn,-0.061424422
aLHmX-Inn,-0.044355623
aLHmX-Inn,-0.021118916
aLHmX-Inn,-0.026611793
aLHmX-Inn,-0.015845522
aLHmX-Inn,-0.065996974
aLHmX-Inn,-0.030999745
aLHmX-Inn,-0.021373544
