population,treatment,male,size_mm
nOdd-Dx,bnovelX,17,0.793650794
nOdd-Dx,bnovelX,18,0.825396825
nOdd-Dx,bnovelX,19,0.825396825
nOdd-Dx,bnovelX,20,0.793650794
nOdd-Dx,bnovelX,21,0.793650794
nOdd-Dx,bnovelX,22,0.793650794
nOdd-Dx,bnovelX,23,0.793650794
nOdd-Dx,bnovelX,24,0.80952381
nOdd-Dx,bnovelX,25,0.80952381
nOdd-Dx,bnovelX,26,0.825396825
nOdd-Dx,bnovelX,27,0.825396825
nOdd-Dx,bnovelX,28,0.793650794
nOdd-Dx,bnovelX,29,0.793650794
nOdd-Dx,bnovelX,30,0.793650794
nOdd-Dx,bnovelX,31,0.825396825
nOdd-Dx,bnovelX,32,0.825396825
nOdd-Dx,bnovelX,33,0.825396825
nOdd-Dx,bnovelX,34,0.793650794
nOdd-Dx,bnovelX,35,0.793650794
nOdd-Dx,bnovelX,36,0.825396825
nOdd-Dx,bnovelX,37,0.80952381
nOdd-Dx,bnovelX,38,0.793650794
nOdd-Dx,bnovelX,39,0.793650794
nOdd-Dx,bnovelX,40,0.714285714
nOdd-Dx,bnovelX,41,0.793650794
nOdd-Dx,bnovelX,42,0.793650794
nOdd-Dx,bnovelX,43,0.825396825
nOdd-Dx,bnovelX,44,0.746031746
nOdd-Dx,bnovelX,45,0.841269841
nOdd-Dx,bnovelX,46,0.793650794
nOdd-Dx,bnovelX,47,0.825396825
nOdd-Dx,bnovelX,48,0.825396825
nOdd-Dx,bnovelX,49,0.825396825
oOdd-Dy,cnovelY,1,0.825396825
oOdd-Dy,cnovelY,2,0.777777778
oOdd-Dy,cnovelY,3,0.793650794
oOdd-Dy,cnovelY,4,0.793650794
oOdd-Dy,cnovelY,5,0.825396825
oOdd-Dy,cnovelY,6,0.80952381
oOdd-Dy,cnovelY,7,0.857142857
oOdd-Dy,cnovelY,8,0.80952381
oOdd-Dy,cnovelY,9,0.825396825
oOdd-Dy,cnovelY,10,0.793650794
oOdd-Dy,cnovelY,11,0.793650794
oOdd-Dy,cnovelY,12,0.825396825
oOdd-Dy,cnovelY,13,0.825396825
oOdd-Dy,cnovelY,14,0.761904762
oOdd-Dy,cnovelY,15,0.793650794
oOdd-Dy,cnovelY,16,0.793650794
oOdd-Dy,cnovelY,17,0.80952381
oOdd-Dy,cnovelY,18,0.825396825
oOdd-Dy,cnovelY,19,0.793650794
oOdd-Dy,cnovelY,20,0.793650794
oOdd-Dy,cnovelY,21,0.793650794
oOdd-Dy,cnovelY,22,0.825396825
oOdd-Dy,cnovelY,23,0.793650794
oOdd-Dy,cnovelY,24,0.793650794
oOdd-Dy,cnovelY,25,0.793650794
oOdd-Dy,cnovelY,26,0.793650794
oOdd-Dy,cnovelY,27,0.793650794
oOdd-Dy,cnovelY,28,0.825396825
oOdd-Dy,cnovelY,29,0.841269841
oOdd-Dy,cnovelY,30,0.825396825
oOdd-Dy,cnovelY,31,0.793650794
oOdd-Dy,cnovelY,32,0.80952381
oOdd-Dy,cnovelY,33,0.80952381
oOdd-Dy,cnovelY,34,0.80952381
oOdd-Dy,cnovelY,35,0.80952381
oOdd-Dy,cnovelY,36,0.825396825
oOdd-Dy,cnovelY,37,0.793650794
oOdd-Dy,cnovelY,38,0.793650794
oOdd-Dy,cnovelY,39,0.825396825
oOdd-Dy,cnovelY,40,0.793650794
oOdd-Dy,cnovelY,41,0.793650794
oOdd-Dy,cnovelY,42,0.80952381
oOdd-Dy,cnovelY,43,0.80952381
oOdd-Dy,cnovelY,44,0.793650794
oOdd-Dy,cnovelY,45,0.80952381
oOdd-Dy,cnovelY,46,0.793650794
oOdd-Dy,cnovelY,47,0.793650794
oOdd-Dy,cnovelY,48,0.825396825
oOdd-Dy,cnovelY,49,0.777777778
oOdd-Dy,cnovelY,50,0.793650794
pDahomey,awt,1,0.825396825
pDahomey,awt,2,0.80952381
pDahomey,awt,3,0.825396825
pDahomey,awt,4,0.80952381
pDahomey,awt,5,0.825396825
pDahomey,awt,6,0.793650794
pDahomey,awt,7,0.825396825
pDahomey,awt,8,0.793650794
pDahomey,awt,9,0.777777778
pDahomey,awt,10,0.825396825
pDahomey,awt,11,0.80952381
pDahomey,awt,12,0.825396825
pDahomey,awt,13,0.793650794
pDahomey,awt,14,0.793650794
pDahomey,awt,15,0.80952381
pDahomey,awt,16,0.825396825
pDahomey,awt,17,0.825396825
pDahomey,awt,18,0.793650794
pDahomey,awt,19,0.793650794
pDahomey,awt,20,0.841269841
pDahomey,awt,21,0.793650794
pDahomey,awt,22,0.80952381
pDahomey,awt,23,0.777777778
pDahomey,awt,24,0.793650794
pDahomey,awt,25,0.793650794
pDahomey,awt,26,0.793650794
pDahomey,awt,27,0.793650794
pDahomey,awt,28,0.793650794
pDahomey,awt,29,0.825396825
pDahomey,awt,30,0.80952381
pDahomey,awt,31,0.793650794
pDahomey,awt,32,0.80952381
pDahomey,awt,33,0.746031746
pDahomey,awt,34,0.793650794
pDahomey,awt,35,0.793650794
pDahomey,awt,36,0.777777778
pDahomey,awt,37,0.793650794
pDahomey,awt,38,0.793650794
pDahomey,awt,39,0.80952381
pDahomey,awt,40,0.825396825
pDahomey,awt,41,0.793650794
pDahomey,awt,42,0.746031746
pDahomey,awt,43,0.80952381
pDahomey,awt,44,0.825396825
pDahomey,awt,45,0.80952381
pDahomey,awt,46,0.793650794
pDahomey,awt,47,0.80952381
pDahomey,awt,48,0.825396825
pDahomey,awt,49,0.825396825
pDahomey,awt,50,0.746031746
qDah-Ox,bnovelX,1,0.777777778
qDah-Ox,bnovelX,2,0.793650794
qDah-Ox,bnovelX,3,0.793650794
qDah-Ox,bnovelX,4,0.80952381
qDah-Ox,bnovelX,5,0.777777778
qDah-Ox,bnovelX,6,0.793650794
qDah-Ox,bnovelX,7,0.825396825
qDah-Ox,bnovelX,8,0.793650794
qDah-Ox,bnovelX,9,0.793650794
qDah-Ox,bnovelX,10,0.793650794
qDah-Ox,bnovelX,11,0.793650794
qDah-Ox,bnovelX,12,0.793650794
qDah-Ox,bnovelX,13,0.793650794
qDah-Ox,bnovelX,14,0.793650794
qDah-Ox,bnovelX,15,0.793650794
qDah-Ox,bnovelX,16,0.714285714
qDah-Ox,bnovelX,17,0.793650794
qDah-Ox,bnovelX,18,0.793650794
qDah-Ox,bnovelX,19,0.793650794
qDah-Ox,bnovelX,20,0.793650794
qDah-Ox,bnovelX,21,0.793650794
qDah-Ox,bnovelX,22,0.777777778
qDah-Ox,bnovelX,23,0.793650794
qDah-Ox,bnovelX,24,0.793650794
qDah-Ox,bnovelX,25,0.777777778
qDah-Ox,bnovelX,26,0.80952381
qDah-Ox,bnovelX,27,0.793650794
qDah-Ox,bnovelX,28,0.80952381
qDah-Ox,bnovelX,29,0.80952381
qDah-Ox,bnovelX,30,0.793650794
qDah-Ox,bnovelX,31,0.793650794
qDah-Ox,bnovelX,32,0.793650794
qDah-Ox,bnovelX,33,0.793650794
qDah-Ox,bnovelX,34,0.793650794
qDah-Ox,bnovelX,35,0.793650794
qDah-Ox,bnovelX,36,0.793650794
qDah-Ox,bnovelX,37,0.793650794
qDah-Ox,bnovelX,38,0.793650794
qDah-Ox,bnovelX,39,0.80952381
qDah-Ox,bnovelX,40,0.793650794
qDah-Ox,bnovelX,41,0.793650794
qDah-Ox,bnovelX,42,0.793650794
qDah-Ox,bnovelX,43,0.793650794
qDah-Ox,bnovelX,44,0.793650794
qDah-Ox,bnovelX,45,0.793650794
qDah-Ox,bnovelX,46,0.793650794
qDah-Ox,bnovelX,47,0.793650794
qDah-Ox,bnovelX,48,0.777777778
qDah-Ox,bnovelX,49,0.777777778
qDah-Ox,bnovelX,50,0.761904762
rDah-Oy,cnovelY,1,0.793650794
rDah-Oy,cnovelY,2,0.80952381
rDah-Oy,cnovelY,3,0.793650794
rDah-Oy,cnovelY,4,0.80952381
rDah-Oy,cnovelY,5,0.80952381
rDah-Oy,cnovelY,6,0.793650794
rDah-Oy,cnovelY,7,0.793650794
rDah-Oy,cnovelY,8,0.793650794
rDah-Oy,cnovelY,9,0.80952381
rDah-Oy,cnovelY,10,0.80952381
rDah-Oy,cnovelY,11,0.793650794
rDah-Oy,cnovelY,12,0.793650794
rDah-Oy,cnovelY,13,0.80952381
rDah-Oy,cnovelY,14,0.793650794
rDah-Oy,cnovelY,15,0.793650794
rDah-Oy,cnovelY,16,0.793650794
rDah-Oy,cnovelY,17,0.793650794
rDah-Oy,cnovelY,18,0.793650794
rDah-Oy,cnovelY,19,0.793650794
rDah-Oy,cnovelY,20,0.793650794
rDah-Oy,cnovelY,21,0.80952381
rDah-Oy,cnovelY,22,0.793650794
rDah-Oy,cnovelY,23,0.80952381
rDah-Oy,cnovelY,24,0.793650794
rDah-Oy,cnovelY,25,0.793650794
rDah-Oy,cnovelY,26,0.793650794
rDah-Oy,cnovelY,27,0.793650794
rDah-Oy,cnovelY,28,0.793650794
rDah-Oy,cnovelY,29,0.793650794
rDah-Oy,cnovelY,30,0.793650794
rDah-Oy,cnovelY,31,0.761904762
rDah-Oy,cnovelY,32,0.793650794
rDah-Oy,cnovelY,33,0.80952381
rDah-Oy,cnovelY,34,0.80952381
rDah-Oy,cnovelY,35,0.793650794
rDah-Oy,cnovelY,36,0.80952381
rDah-Oy,cnovelY,37,0.793650794
rDah-Oy,cnovelY,38,0.793650794
rDah-Oy,cnovelY,39,0.793650794
rDah-Oy,cnovelY,40,0.793650794
rDah-Oy,cnovelY,41,0.793650794
rDah-Oy,cnovelY,42,0.80952381
rDah-Oy,cnovelY,43,0.793650794
rDah-Oy,cnovelY,44,0.825396825
rDah-Oy,cnovelY,45,0.793650794
rDah-Oy,cnovelY,46,0.793650794
rDah-Oy,cnovelY,47,0.793650794
rDah-Oy,cnovelY,48,0.793650794
rDah-Oy,cnovelY,49,0.80952381
sDah-Tx,bnovelX,1,0.80952381
sDah-Tx,bnovelX,2,0.825396825
sDah-Tx,bnovelX,3,0.80952381
sDah-Tx,bnovelX,4,0.793650794
sDah-Tx,bnovelX,5,0.825396825
sDah-Tx,bnovelX,6,0.793650794
sDah-Tx,bnovelX,7,0.793650794
sDah-Tx,bnovelX,8,0.793650794
sDah-Tx,bnovelX,9,0.80952381
sDah-Tx,bnovelX,10,0.793650794
sDah-Tx,bnovelX,11,0.746031746
sDah-Tx,bnovelX,12,0.825396825
sDah-Tx,bnovelX,13,0.80952381
sDah-Tx,bnovelX,14,0.825396825
sDah-Tx,bnovelX,15,0.825396825
sDah-Tx,bnovelX,16,0.777777778
sDah-Tx,bnovelX,17,0.793650794
sDah-Tx,bnovelX,18,0.793650794
sDah-Tx,bnovelX,19,0.80952381
sDah-Tx,bnovelX,20,0.80952381
sDah-Tx,bnovelX,21,0.825396825
sDah-Tx,bnovelX,22,0.80952381
sDah-Tx,bnovelX,23,0.825396825
sDah-Tx,bnovelX,24,0.80952381
sDah-Tx,bnovelX,25,0.825396825
sDah-Tx,bnovelX,26,0.80952381
sDah-Tx,bnovelX,27,0.825396825
sDah-Tx,bnovelX,28,0.777777778
sDah-Tx,bnovelX,29,0.80952381
sDah-Tx,bnovelX,30,0.80952381
sDah-Tx,bnovelX,31,0.825396825
sDah-Tx,bnovelX,32,0.825396825
sDah-Tx,bnovelX,33,0.793650794
sDah-Tx,bnovelX,34,0.80952381
sDah-Tx,bnovelX,35,0.825396825
sDah-Tx,bnovelX,36,0.825396825
sDah-Tx,bnovelX,37,0.793650794
sDah-Tx,bnovelX,38,0.793650794
sDah-Tx,bnovelX,39,0.80952381
sDah-Tx,bnovelX,40,0.793650794
sDah-Tx,bnovelX,41,0.825396825
sDah-Tx,bnovelX,42,0.80952381
sDah-Tx,bnovelX,43,0.80952381
sDah-Tx,bnovelX,44,0.793650794
sDah-Tx,bnovelX,45,0.793650794
sDah-Tx,bnovelX,46,0.825396825
sDah-Tx,bnovelX,47,0.761904762
sDah-Tx,bnovelX,48,0.80952381
sDah-Tx,bnovelX,49,0.825396825
sDah-Tx,bnovelX,50,0.80952381
tDah-Ty,cnovelY,1,0.793650794
tDah-Ty,cnovelY,2,0.777777778
tDah-Ty,cnovelY,3,0.793650794
tDah-Ty,cnovelY,4,0.793650794
tDah-Ty,cnovelY,5,0.777777778
tDah-Ty,cnovelY,6,0.777777778
tDah-Ty,cnovelY,7,0.777777778
tDah-Ty,cnovelY,8,0.793650794
tDah-Ty,cnovelY,9,0.793650794
tDah-Ty,cnovelY,10,0.777777778
tDah-Ty,cnovelY,11,0.761904762
tDah-Ty,cnovelY,12,0.793650794
tDah-Ty,cnovelY,13,0.793650794
tDah-Ty,cnovelY,14,0.793650794
tDah-Ty,cnovelY,15,0.80952381
tDah-Ty,cnovelY,16,0.793650794
tDah-Ty,cnovelY,17,0.761904762
tDah-Ty,cnovelY,18,0.793650794
tDah-Ty,cnovelY,19,0.793650794
tDah-Ty,cnovelY,20,0.793650794
tDah-Ty,cnovelY,21,0.793650794
tDah-Ty,cnovelY,22,0.777777778
tDah-Ty,cnovelY,23,0.793650794
tDah-Ty,cnovelY,24,0.777777778
tDah-Ty,cnovelY,25,0.793650794
tDah-Ty,cnovelY,26,0.793650794
tDah-Ty,cnovelY,27,0.793650794
tDah-Ty,cnovelY,28,0.793650794
tDah-Ty,cnovelY,29,0.793650794
tDah-Ty,cnovelY,30,0.793650794
tDah-Ty,cnovelY,31,0.777777778
tDah-Ty,cnovelY,32,0.761904762
tDah-Ty,cnovelY,33,0.793650794
tDah-Ty,cnovelY,34,0.793650794
tDah-Ty,cnovelY,35,0.793650794
tDah-Ty,cnovelY,36,0.793650794
tDah-Ty,cnovelY,37,0.80952381
tDah-Ty,cnovelY,38,0.73015873
tDah-Ty,cnovelY,39,0.793650794
tDah-Ty,cnovelY,40,0.746031746
tDah-Ty,cnovelY,41,0.761904762
tDah-Ty,cnovelY,42,0.793650794
tDah-Ty,cnovelY,43,0.793650794
tDah-Ty,cnovelY,44,0.793650794
tDah-Ty,cnovelY,45,0.793650794
tDah-Ty,cnovelY,46,0.761904762
tDah-Ty,cnovelY,47,0.793650794
tDah-Ty,cnovelY,48,0.746031746
tDah-Ty,cnovelY,49,0.761904762
tDah-Ty,cnovelY,50,0.777777778
uTasmania,awt,1,0.793650794
uTasmania,awt,2,0.80952381
uTasmania,awt,3,0.793650794
uTasmania,awt,4,0.793650794
uTasmania,awt,5,0.793650794
uTasmania,awt,6,0.80952381
uTasmania,awt,7,0.793650794
uTasmania,awt,8,0.777777778
uTasmania,awt,9,0.80952381
uTasmania,awt,10,0.825396825
uTasmania,awt,11,0.793650794
uTasmania,awt,12,0.825396825
uTasmania,awt,13,0.825396825
uTasmania,awt,14,0.793650794
uTasmania,awt,15,0.777777778
uTasmania,awt,16,0.80952381
uTasmania,awt,17,0.666666667
uTasmania,awt,18,0.793650794
uTasmania,awt,19,0.777777778
uTasmania,awt,20,0.80952381
uTasmania,awt,21,0.793650794
uTasmania,awt,22,0.793650794
uTasmania,awt,23,0.80952381
uTasmania,awt,24,0.80952381
uTasmania,awt,25,0.793650794
uTasmania,awt,26,0.825396825
uTasmania,awt,27,0.793650794
uTasmania,awt,28,0.825396825
uTasmania,awt,29,0.841269841
uTasmania,awt,30,0.793650794
uTasmania,awt,31,0.793650794
uTasmania,awt,32,0.825396825
uTasmania,awt,33,0.793650794
uTasmania,awt,34,0.80952381
uTasmania,awt,35,0.793650794
uTasmania,awt,36,0.793650794
uTasmania,awt,37,0.825396825
uTasmania,awt,38,0.80952381
uTasmania,awt,39,0.777777778
uTasmania,awt,40,0.80952381
uTasmania,awt,41,0.793650794
uTasmania,awt,42,0.793650794
uTasmania,awt,43,0.825396825
uTasmania,awt,44,0.825396825
uTasmania,awt,45,0.793650794
uTasmania,awt,46,0.841269841
uTasmania,awt,47,0.793650794
uTasmania,awt,48,0.80952381
uTasmania,awt,49,0.793650794
uTasmania,awt,50,0.793650794
vTas-Dx,bnovelX,1,0.80952381
vTas-Dx,bnovelX,2,0.825396825
vTas-Dx,bnovelX,3,0.825396825
vTas-Dx,bnovelX,4,0.825396825
vTas-Dx,bnovelX,5,0.793650794
vTas-Dx,bnovelX,6,0.793650794
vTas-Dx,bnovelX,7,0.793650794
vTas-Dx,bnovelX,8,0.825396825
vTas-Dx,bnovelX,9,0.825396825
vTas-Dx,bnovelX,10,0.841269841
vTas-Dx,bnovelX,11,0.777777778
vTas-Dx,bnovelX,12,0.825396825
vTas-Dx,bnovelX,13,0.841269841
vTas-Dx,bnovelX,14,0.825396825
vTas-Dx,bnovelX,15,0.825396825
vTas-Dx,bnovelX,16,0.825396825
vTas-Dx,bnovelX,17,0.80952381
vTas-Dx,bnovelX,18,0.825396825
vTas-Dx,bnovelX,19,0.825396825
vTas-Dx,bnovelX,20,0.793650794
vTas-Dx,bnovelX,21,0.825396825
vTas-Dx,bnovelX,22,0.841269841
vTas-Dx,bnovelX,23,0.777777778
vTas-Dx,bnovelX,24,0.825396825
vTas-Dx,bnovelX,25,0.80952381
vTas-Dx,bnovelX,26,0.825396825
vTas-Dx,bnovelX,27,0.793650794
vTas-Dx,bnovelX,28,0.825396825
vTas-Dx,bnovelX,29,0.841269841
vTas-Dx,bnovelX,30,0.80952381
vTas-Dx,bnovelX,31,0.793650794
vTas-Dx,bnovelX,32,0.841269841
vTas-Dx,bnovelX,33,0.80952381
vTas-Dx,bnovelX,34,0.825396825
vTas-Dx,bnovelX,35,0.825396825
vTas-Dx,bnovelX,36,0.80952381
vTas-Dx,bnovelX,37,0.825396825
vTas-Dx,bnovelX,38,0.825396825
vTas-Dx,bnovelX,39,0.841269841
vTas-Dx,bnovelX,40,0.825396825
vTas-Dx,bnovelX,41,0.825396825
vTas-Dx,bnovelX,42,0.777777778
vTas-Dx,bnovelX,43,0.825396825
vTas-Dx,bnovelX,44,0.80952381
vTas-Dx,bnovelX,45,0.841269841
vTas-Dx,bnovelX,46,0.825396825
vTas-Dx,bnovelX,47,0.793650794
vTas-Dx,bnovelX,48,0.80952381
vTas-Dx,bnovelX,49,0.841269841
vTas-Dx,bnovelX,50,0.793650794
wTas-Dy,cnovelY,1,0.80952381
wTas-Dy,cnovelY,2,0.793650794
wTas-Dy,cnovelY,3,0.793650794
wTas-Dy,cnovelY,4,0.793650794
wTas-Dy,cnovelY,5,0.825396825
wTas-Dy,cnovelY,6,0.825396825
wTas-Dy,cnovelY,7,0.793650794
wTas-Dy,cnovelY,8,0.793650794
wTas-Dy,cnovelY,9,0.825396825
wTas-Dy,cnovelY,10,0.793650794
wTas-Dy,cnovelY,11,0.793650794
wTas-Dy,cnovelY,12,0.793650794
wTas-Dy,cnovelY,13,0.80952381
wTas-Dy,cnovelY,14,0.793650794
wTas-Dy,cnovelY,15,0.793650794
wTas-Dy,cnovelY,16,0.80952381
wTas-Dy,cnovelY,17,0.793650794
wTas-Dy,cnovelY,18,0.80952381
wTas-Dy,cnovelY,19,0.793650794
wTas-Dy,cnovelY,20,0.793650794
wTas-Dy,cnovelY,21,0.80952381
wTas-Dy,cnovelY,22,0.793650794
wTas-Dy,cnovelY,23,0.761904762
wTas-Dy,cnovelY,24,0.793650794
wTas-Dy,cnovelY,25,0.793650794
wTas-Dy,cnovelY,26,0.793650794
wTas-Dy,cnovelY,27,0.825396825
wTas-Dy,cnovelY,28,0.793650794
wTas-Dy,cnovelY,29,0.793650794
wTas-Dy,cnovelY,30,0.80952381
wTas-Dy,cnovelY,31,0.793650794
wTas-Dy,cnovelY,32,0.793650794
wTas-Dy,cnovelY,33,0.80952381
wTas-Dy,cnovelY,34,0.793650794
wTas-Dy,cnovelY,35,0.777777778
wTas-Dy,cnovelY,36,0.793650794
wTas-Dy,cnovelY,37,0.793650794
wTas-Dy,cnovelY,38,0.793650794
wTas-Dy,cnovelY,39,0.793650794
wTas-Dy,cnovelY,40,0.793650794
wTas-Dy,cnovelY,41,0.793650794
wTas-Dy,cnovelY,42,0.793650794
wTas-Dy,cnovelY,43,0.80952381
wTas-Dy,cnovelY,44,0.777777778
wTas-Dy,cnovelY,45,0.80952381
wTas-Dy,cnovelY,46,0.80952381
wTas-Dy,cnovelY,47,0.793650794
wTas-Dy,cnovelY,48,0.80952381
wTas-Dy,cnovelY,49,0.793650794
wTas-Dy,cnovelY,50,0.793650794
xTas-Lx,bnovelX,1,0.793650794
xTas-Lx,bnovelX,2,0.80952381
xTas-Lx,bnovelX,3,0.793650794
xTas-Lx,bnovelX,4,0.793650794
xTas-Lx,bnovelX,5,0.793650794
xTas-Lx,bnovelX,6,0.793650794
xTas-Lx,bnovelX,7,0.793650794
xTas-Lx,bnovelX,8,0.80952381
xTas-Lx,bnovelX,9,0.80952381
xTas-Lx,bnovelX,10,0.761904762
xTas-Lx,bnovelX,11,0.793650794
xTas-Lx,bnovelX,12,0.793650794
xTas-Lx,bnovelX,13,0.793650794
xTas-Lx,bnovelX,14,0.793650794
xTas-Lx,bnovelX,15,0.793650794
xTas-Lx,bnovelX,16,0.777777778
xTas-Lx,bnovelX,17,0.793650794
xTas-Lx,bnovelX,18,0.793650794
xTas-Lx,bnovelX,19,0.793650794
xTas-Lx,bnovelX,20,0.793650794
xTas-Lx,bnovelX,21,0.793650794
xTas-Lx,bnovelX,22,0.80952381
xTas-Lx,bnovelX,23,0.793650794
xTas-Lx,bnovelX,24,0.793650794
xTas-Lx,bnovelX,25,0.80952381
xTas-Lx,bnovelX,26,0.80952381
xTas-Lx,bnovelX,27,0.793650794
xTas-Lx,bnovelX,28,0.80952381
xTas-Lx,bnovelX,29,0.80952381
xTas-Lx,bnovelX,30,0.793650794
xTas-Lx,bnovelX,31,0.793650794
xTas-Lx,bnovelX,32,0.793650794
xTas-Lx,bnovelX,33,0.793650794
xTas-Lx,bnovelX,34,0.793650794
xTas-Lx,bnovelX,35,0.80952381
xTas-Lx,bnovelX,36,0.793650794
xTas-Lx,bnovelX,37,0.793650794
xTas-Lx,bnovelX,38,0.793650794
xTas-Lx,bnovelX,39,0.80952381
xTas-Lx,bnovelX,40,0.793650794
xTas-Lx,bnovelX,41,0.793650794
xTas-Lx,bnovelX,42,0.825396825
xTas-Lx,bnovelX,43,0.793650794
xTas-Lx,bnovelX,44,0.80952381
xTas-Lx,bnovelX,45,0.793650794
xTas-Lx,bnovelX,46,0.793650794
xTas-Lx,bnovelX,47,0.793650794
xTas-Lx,bnovelX,48,0.793650794
xTas-Lx,bnovelX,49,0.793650794
xTas-Lx,bnovelX,50,0.80952381
yTas-Ly,cnovelY,1,0.793650794
yTas-Ly,cnovelY,2,0.793650794
yTas-Ly,cnovelY,3,0.80952381
yTas-Ly,cnovelY,4,0.825396825
yTas-Ly,cnovelY,5,0.793650794
yTas-Ly,cnovelY,6,0.793650794
yTas-Ly,cnovelY,7,0.80952381
yTas-Ly,cnovelY,8,0.793650794
yTas-Ly,cnovelY,9,0.777777778
yTas-Ly,cnovelY,10,0.793650794
yTas-Ly,cnovelY,11,0.80952381
yTas-Ly,cnovelY,12,0.80952381
yTas-Ly,cnovelY,13,0.793650794
yTas-Ly,cnovelY,14,0.793650794
yTas-Ly,cnovelY,15,0.793650794
yTas-Ly,cnovelY,16,0.793650794
yTas-Ly,cnovelY,17,0.793650794
yTas-Ly,cnovelY,18,0.80952381
yTas-Ly,cnovelY,19,0.793650794
yTas-Ly,cnovelY,20,0.793650794
yTas-Ly,cnovelY,21,0.80952381
yTas-Ly,cnovelY,22,0.80952381
yTas-Ly,cnovelY,23,0.825396825
yTas-Ly,cnovelY,24,0.793650794
yTas-Ly,cnovelY,25,0.80952381
yTas-Ly,cnovelY,26,0.80952381
yTas-Ly,cnovelY,27,0.793650794
yTas-Ly,cnovelY,28,0.80952381
yTas-Ly,cnovelY,29,0.777777778
yTas-Ly,cnovelY,30,0.793650794
yTas-Ly,cnovelY,31,0.793650794
yTas-Ly,cnovelY,32,0.793650794
yTas-Ly,cnovelY,33,0.825396825
yTas-Ly,cnovelY,34,0.80952381
yTas-Ly,cnovelY,35,0.793650794
yTas-Ly,cnovelY,36,0.80952381
yTas-Ly,cnovelY,37,0.793650794
yTas-Ly,cnovelY,38,0.793650794
yTas-Ly,cnovelY,39,0.793650794
yTas-Ly,cnovelY,40,0.80952381
yTas-Ly,cnovelY,41,0.777777778
yTas-Ly,cnovelY,42,0.777777778
yTas-Ly,cnovelY,43,0.777777778
yTas-Ly,cnovelY,44,0.761904762
yTas-Ly,cnovelY,45,0.793650794
yTas-Ly,cnovelY,46,0.793650794
yTas-Ly,cnovelY,47,0.80952381
yTas-Ly,cnovelY,48,0.793650794
yTas-Ly,cnovelY,49,0.793650794
yTas-Ly,cnovelY,50,0.793650794
