population,deltafitness
aLHmX_Inn,0.014817444
aLHmX_Inn,0.091786827
aLHmX_Inn,0.066791479
aLHmX_Inn,0.019984238
aLHmX_Inn,0.017957345
aLHmX_Inn,0.08836413
aLHmX_Inn,-0.023216075
aLHmX_Inn,0.071507928
aLHmX_Inn,0.036538703
aLHmX_Inn,0.196250799
aLHmX_Inn,0.051803707
aLHmX_Inn,0.04871861
aLHmX_Inn,0.150997435
aLHmX_Inn,0.172811366
aLHmX_Inn,0.163516672
aLHmX_Inn,0.132385421
aLHmX_Inn,0.052291827
aLHmX_Inn,0.067549726
aLHmX_Inn,0.059088713
aLHmX_Inn,0.036857064
aLHmX_Inn,0.052075174
aLHmX_Inn,0.065126879
aLHmX_Inn,0.033639414
aLHmX_Inn,0.072625137
aLHmX_Inn,0.137326265
aLHmX_Inn,0.05652961
aLHmX_Inn,0.038242982
aLHmX_Inn,0.067852437
aLHmX_Inn,0.101586634
aLHmX_Inn,0.002041854
aLHmX_Inn,0.146676726
aLHmX_Inn,0.114299857
aLHmX_Inn,0.17630264
aLHmX_Inn,0.0748745
aLHmX_Inn,0.062033646
aLHmX_Inn,0.081907333
aLHmX_Inn,0.022586826
aLHmX_Inn,0.179913012
aLHmX_Inn,0.056083804
aLHmX_Inn,0.12904172
aLHmX_Inn,0.125916805
aLHmX_Inn,0.037493835
aLHmX_Inn,0.103973218
aLHmX_Inn,0.049124558
aLHmX_Inn,0.111779747
aLHmX_Inn,0.096406262
aLHmX_Inn,0.054483821
aLHmX_Inn,0.095934554
aLHmX_Inn,0.145028228
aLHmX_Inn,0.02567095
aLHmX_Inn,0.09295616
aLHmX_Inn,0.065638772
aLHmX_Inn,0.057721438
aLHmX_Inn,0.040185616
aLHmX_Inn,0.037180164
aLHmX_Inn,0.173977511
aLHmX_Inn,0.090300079
aLHmX_Inn,0.085937149
aLHmX_Inn,0.06368026
aLHmX_Inn,-0.026291535
aLHmX_Inn,0.055793716
aLHmX_Inn,-0.009879227
aLHmX_Inn,0.018843789
aLHmX_Inn,0.01791999
aLHmX_Inn,0.123358191
aLHmX_Inn,0.05733675
aLHmX_Inn,0.12721335
aLHmX_Inn,0.127082431
aLHmX_Inn,0.143817834
aLHmX_Inn,0.063561172
aLHmX_Inn,-0.00234689
aLHmX_Inn,0.117278966
aLHmX_Inn,0.147640553
aLHmX_Inn,0.063168675
aLHmX_Inn,-0.02053136
aLHmX_Inn,0.013545857
aLHmX_Inn,0.092941501
aLHmX_Inn,0.036345544
aLHmX_Inn,0.03529453
aLHmX_Inn,-0.00649737
aLHmX_Inn,-0.072460859
aLHmX_Inn,0.061328216
aLHmX_Inn,0.129473343
aLHmX_Inn,0.044563397
aLHmX_Inn,0.033799538
aLHmX_Inn,0.142604923
aLHmX_Inn,0.070784757
aLHmX_Inn,0.017570302
aLHmX_Inn,0.051877068
aLHmX_Inn,0.121220804
aLHmX_Inn,0.059302885
aLHmX_Inn,0.006947571
aLHmX_Inn,0.087344749
aLHmX_Inn,-0.05167721
aLHmX_Inn,0.02196495
aLHmX_Inn,0.067755395
aLHmX_Inn,0.06491866
aLHmX_Inn,0.107123831
aLHmX_Inn,0.141147714
aLHmX_Inn,-0.052955468
aLHmX_Inn,0.09238096
aLHmX_Inn,0.032382061
aLHmX_Inn,0.073040676
aLHmX_Inn,0.042172045
aLHmX_Inn,0.160482931
aLHmX_Inn,0.008709435
aLHmX_Inn,0.096810655
aLHmX_Inn,0.126076913
aLHmX_Inn,0.069713172
aLHmX_Inn,0.092495399
aLHmX_Inn,0.082207152
aLHmX_Inn,0.075423394
aLHmX_Inn,0.063638202
aLHmX_Inn,0.086959957
aLHmX_Inn,0.089900071
aLHmX_Inn,0.179268441
aLHmX_Inn,0.059342541
aLHmX_Inn,0.124866574
aLHmX_Inn,0.064792897
aLHmX_Inn,0.041479826
aLHmX_Inn,0.100980924
aLHmX_Inn,0.076161455
aLHmX_Inn,0.048411924
aLHmX_Inn,0.065642958
aLHmX_Inn,0.117899937
aLHmX_Inn,0.095689067
aLHmX_Inn,0.091409098
aLHmX_Inn,-0.01431564
aLHmX_Inn,0.098385875
aLHmX_Inn,0.045073612
aLHmX_Inn,0.063156081
aLHmX_Inn,0.161309481
aLHmX_Inn,0.090570411
aLHmX_Inn,0.126595014
aLHmX_Inn,0.04476163
