population,deltaProp_male
aLHmX_Inn,0.025177207
aLHmX_Inn,0.00175095
aLHmX_Inn,0.044962948
aLHmX_Inn,0.033427612
aLHmX_Inn,0.055342345
aLHmX_Inn,0.049626614
aLHmX_Inn,0.038936893
aLHmX_Inn,0.051963693
aLHmX_Inn,0.067391576
aLHmX_Inn,0.020872253
aLHmX_Inn,0.047366501
aLHmX_Inn,0.041753686
aLHmX_Inn,0.069941542
aLHmX_Inn,0.030339686
aLHmX_Inn,0.039132439
aLHmX_Inn,-0.010510152
aLHmX_Inn,0.043909579
aLHmX_Inn,0.032186619
aLHmX_Inn,0.018311076
aLHmX_Inn,0.027822308
aLHmX_Inn,0.060132798
aLHmX_Inn,0.052138386
aLHmX_Inn,0.034147338
aLHmX_Inn,0.042701409
aLHmX_Inn,0.004001137
aLHmX_Inn,0.045718996
aLHmX_Inn,0.042177279
aLHmX_Inn,0.007719742
aLHmX_Inn,0.006438094
aLHmX_Inn,-0.016399128
aLHmX_Inn,0.058219131
aLHmX_Inn,0.058508137
aLHmX_Inn,0.06204002
aLHmX_Inn,0.063177792
aLHmX_Inn,0.033232235
aLHmX_Inn,0.023167546
aLHmX_Inn,0.026931899
aLHmX_Inn,0.015857932
aLHmX_Inn,0.022439515
aLHmX_Inn,0.043448245
aLHmX_Inn,0.03600824
aLHmX_Inn,0.022288786
aLHmX_Inn,0.043438388
aLHmX_Inn,0.001365466
aLHmX_Inn,0.001532514
aLHmX_Inn,-0.007303865
aLHmX_Inn,0.051154674
aLHmX_Inn,0.008454771
aLHmX_Inn,0.036918834
aLHmX_Inn,0.017951475
aLHmX_Inn,0.031883
aLHmX_Inn,0.036559706
aLHmX_Inn,0.019175338
aLHmX_Inn,0.049718857
aLHmX_Inn,0.018559987
aLHmX_Inn,-0.005385854
aLHmX_Inn,0.039076052
aLHmX_Inn,0.030140856
aLHmX_Inn,-0.003700293
aLHmX_Inn,0.048820822
aLHmX_Inn,0.01754325
aLHmX_Inn,0.011288724
aLHmX_Inn,0.020764513
aLHmX_Inn,0.039537114
aLHmX_Inn,0.047134896
aLHmX_Inn,0.022735815
aLHmX_Inn,0.056965244
aLHmX_Inn,-0.00633625
aLHmX_Inn,0.009505412
aLHmX_Inn,0.054571723
aLHmX_Inn,0.074245655
aLHmX_Inn,0.056262686
aLHmX_Inn,0.0425665
aLHmX_Inn,0.011597355
aLHmX_Inn,0.053935693
aLHmX_Inn,0.059701324
aLHmX_Inn,0.057980239
aLHmX_Inn,0.058961563
aLHmX_Inn,0.027006545
aLHmX_Inn,0.028634473
aLHmX_Inn,0.055464608
aLHmX_Inn,0.008528165
aLHmX_Inn,0.037339603
aLHmX_Inn,0.052974535
aLHmX_Inn,0.041968441
aLHmX_Inn,0.049188622
aLHmX_Inn,0.042045845
aLHmX_Inn,0.003776723
aLHmX_Inn,0.073920427
aLHmX_Inn,0.028812026
aLHmX_Inn,0.021180763
aLHmX_Inn,0.002170807
aLHmX_Inn,0.004862111
aLHmX_Inn,0.044435639
aLHmX_Inn,0.024771755
aLHmX_Inn,0.000126401
aLHmX_Inn,0.023276087
aLHmX_Inn,0.049836575
aLHmX_Inn,0.05104191
aLHmX_Inn,0.033787952
aLHmX_Inn,0.048013648
aLHmX_Inn,0.037192128
aLHmX_Inn,0.047178859
aLHmX_Inn,0.021656832
aLHmX_Inn,-0.008765623
aLHmX_Inn,0.030433035
aLHmX_Inn,0.033285454
aLHmX_Inn,0.008342492
aLHmX_Inn,0.045489475
aLHmX_Inn,-0.00721705
aLHmX_Inn,0.0160442
aLHmX_Inn,-0.010179379
aLHmX_Inn,0.040552327
aLHmX_Inn,0.029358763
aLHmX_Inn,0.052692413
aLHmX_Inn,0.046095316
aLHmX_Inn,0.046932291
aLHmX_Inn,0.063723371
aLHmX_Inn,0.042442438
aLHmX_Inn,0.035102572
aLHmX_Inn,0.011228854
aLHmX_Inn,0.049102688
aLHmX_Inn,-0.019224586
aLHmX_Inn,0.036129432
aLHmX_Inn,0.014465065
aLHmX_Inn,0.06481325
aLHmX_Inn,0.046449985
aLHmX_Inn,0.01892398
aLHmX_Inn,0.018586026
aLHmX_Inn,-0.010598372
aLHmX_Inn,0.00391658
aLHmX_Inn,0.016379818
aLHmX_Inn,0.034332022
aLHmX_Inn,0.032675366
aLHmX_Inn,0.027513689
aLHmX_Inn,0.043280217
aLHmX_Inn,0.044858346
aLHmX_Inn,0.043384919
aLHmX_Inn,0.029998226
aLHmX_Inn,0.067716713
aLHmX_Inn,0.026803054
aLHmX_Inn,0.014031391
aLHmX_Inn,0.057915754
aLHmX_Inn,0.054314967
aLHmX_Inn,0.055455931
aLHmX_Inn,0.023168891
aLHmX_Inn,0.02641498
aLHmX_Inn,0.060732148
aLHmX_Inn,0.035266144
aLHmX_Inn,0.043411409
aLHmX_Inn,0.041635143
aLHmX_Inn,0.058358325
aLHmX_Inn,0.003971163
aLHmX_Inn,0.04439063
aLHmX_Inn,0.033590759
aLHmX_Inn,0.031493294
aLHmX_Inn,0.013110696
aLHmX_Inn,0.0696373
aLHmX_Inn,0.038335613
aLHmX_Inn,0.02828888
aLHmX_Inn,0.043837585
aLHmX_Inn,0.025294901
aLHmX_Inn,0.030487238
aLHmX_Inn,0.035476966
aLHmX_Inn,-0.000137935
aLHmX_Inn,0.038684439
aLHmX_Inn,0.024884562
aLHmX_Inn,0.018127303
aLHmX_Inn,0.05211279
aLHmX_Inn,0.023412874
aLHmX_Inn,-0.010556739
aLHmX_Inn,0.013363243
aLHmX_Inn,0.044342973
aLHmX_Inn,0.049576675
aLHmX_Inn,0.013017358
aLHmX_Inn,0.052328496
aLHmX_Inn,0.064869992
aLHmX_Inn,0.029392272
aLHmX_Inn,-0.009056317
aLHmX_Inn,0.03294705
aLHmX_Inn,0.039493739
aLHmX_Inn,0.036032289
aLHmX_Inn,0.020107332
aLHmX_Inn,0.063709457
aLHmX_Inn,0.038953643
aLHmX_Inn,0.012958059
aLHmX_Inn,0.028110572
aLHmX_Inn,0.057548347
aLHmX_Inn,0.065208687
aLHmX_Inn,0.010755227
aLHmX_Inn,0.027877004
aLHmX_Inn,0.034309424
aLHmX_Inn,-0.022203535
aLHmX_Inn,0.056214527
aLHmX_Inn,0.063305685
aLHmX_Inn,0.06935367
aLHmX_Inn,-0.012528129
aLHmX_Inn,0.041455096
aLHmX_Inn,0.037693711
aLHmX_Inn,0.027944188
aLHmX_Inn,0.015835146
aLHmX_Inn,0.026554345
aLHmX_Inn,0.018233503
aLHmX_Inn,-0.000372705
aLHmX_Inn,0.070215536
aLHmX_Inn,0.046690574
aLHmX_Inn,0.053371711
aLHmX_Inn,0.046328903
aLHmX_Inn,0.045191556
aLHmX_Inn,-0.003004237
aLHmX_Inn,0.032247428
aLHmX_Inn,0.053672151
aLHmX_Inn,0.055599626
aLHmX_Inn,0.04436863
aLHmX_Inn,0.00289643
aLHmX_Inn,0.04173696
aLHmX_Inn,0.034732213
aLHmX_Inn,0.003764024
aLHmX_Inn,-0.029826099
aLHmX_Inn,0.049897357
aLHmX_Inn,0.038130021
aLHmX_Inn,0.038361555
aLHmX_Inn,0.02537667
aLHmX_Inn,0.045363813
aLHmX_Inn,0.041844643
aLHmX_Inn,0.051127255
aLHmX_Inn,0.036204358
aLHmX_Inn,0.057525182
aLHmX_Inn,0.039211693
aLHmX_Inn,0.014490738
aLHmX_Inn,0.006020152
aLHmX_Inn,-0.011549627
aLHmX_Inn,0.070299972
aLHmX_Inn,0.044037448
aLHmX_Inn,0.072899091
aLHmX_Inn,0.061311194
aLHmX_Inn,0.040795454
aLHmX_Inn,0.007709314
aLHmX_Inn,0.016196845
aLHmX_Inn,0.049012444
aLHmX_Inn,0.053702584
aLHmX_Inn,0.055666357
aLHmX_Inn,-0.003833269
aLHmX_Inn,0.053775202
aLHmX_Inn,0.025221954
aLHmX_Inn,0.057110076
aLHmX_Inn,0.060248569
aLHmX_Inn,0.068610144
aLHmX_Inn,0.038963579
aLHmX_Inn,0.062395754
aLHmX_Inn,0.040230168
aLHmX_Inn,0.01948616
aLHmX_Inn,0.016910416
aLHmX_Inn,0.057741061
aLHmX_Inn,0.060560945
aLHmX_Inn,-0.021081718
aLHmX_Inn,0.025731674
aLHmX_Inn,0.02046045
aLHmX_Inn,0.025633048
aLHmX_Inn,0.030302691
aLHmX_Inn,0.060392483
aLHmX_Inn,0.065793695
aLHmX_Inn,0.042320184
aLHmX_Inn,0.012901267
aLHmX_Inn,0.02223598
aLHmX_Inn,0.040955845
aLHmX_Inn,0.017546039
aLHmX_Inn,0.026073874
aLHmX_Inn,0.049595851
aLHmX_Inn,0.033919842
aLHmX_Inn,0.030690413
aLHmX_Inn,0.034600465
aLHmX_Inn,0.039007702
aLHmX_Inn,0.022285526
aLHmX_Inn,0.013750179
aLHmX_Inn,0.00173127
aLHmX_Inn,0.061656482
aLHmX_Inn,0.029484468
aLHmX_Inn,0.048499781
aLHmX_Inn,0.002601108
aLHmX_Inn,0.053265896
aLHmX_Inn,0.037334767
aLHmX_Inn,0.031611962
aLHmX_Inn,0.034716662
aLHmX_Inn,0.049837151
aLHmX_Inn,0.036591218
aLHmX_Inn,0.053010733
aLHmX_Inn,0.019419598
aLHmX_Inn,0.01232956
aLHmX_Inn,0.031946203
aLHmX_Inn,-0.012109978
aLHmX_Inn,0.045053988
aLHmX_Inn,0.058421256
aLHmX_Inn,0.002336284
aLHmX_Inn,0.021313369
aLHmX_Inn,0.003523093
aLHmX_Inn,0.061580544
aLHmX_Inn,0.038530459
aLHmX_Inn,0.019235313
aLHmX_Inn,0.034111316
