population,deltaEggs
bLHmX-Inn,-12.47777778
bLHmX-Inn,1.455555556
bLHmX-Inn,2.133333333
bLHmX-Inn,1.027777778
bLHmX-Inn,3.272222222
bLHmX-Inn,-6.75
bLHmX-Inn,0.533333333
bLHmX-Inn,-3.15
bLHmX-Inn,3.655555556
bLHmX-Inn,-0.983333333
bLHmX-Inn,0.511111111
bLHmX-Inn,9.461111111
bLHmX-Inn,-2.088888889
bLHmX-Inn,2.633333333
bLHmX-Inn,1.2
bLHmX-Inn,-9.511111111
bLHmX-Inn,6.216666667
bLHmX-Inn,1.538888889
bLHmX-Inn,2.811111111
bLHmX-Inn,-1.861111111
bLHmX-Inn,1.955555556
bLHmX-Inn,10.46111111
bLHmX-Inn,9.811111111
bLHmX-Inn,-6.222222222
bLHmX-Inn,-0.211111111
bLHmX-Inn,-5.238888889
bLHmX-Inn,-1.861111111
bLHmX-Inn,1.811111111
bLHmX-Inn,7.4
bLHmX-Inn,0.377777778
bLHmX-Inn,-6.144444444
bLHmX-Inn,0.705555556
bLHmX-Inn,-0.85
bLHmX-Inn,-3.405555556
bLHmX-Inn,-4.211111111
bLHmX-Inn,-10.45555556
bLHmX-Inn,-9.677777778
bLHmX-Inn,-6.522222222
bLHmX-Inn,-1.055555556
bLHmX-Inn,-6.216666667
bLHmX-Inn,7.561111111
bLHmX-Inn,-8.572222222
bLHmX-Inn,4.122222222
bLHmX-Inn,-0.888888889
bLHmX-Inn,6.677777778
bLHmX-Inn,-2.244444444
bLHmX-Inn,11.15555556
bLHmX-Inn,-5.888888889
bLHmX-Inn,0.083333333
bLHmX-Inn,6.7
bLHmX-Inn,-0.766666667
bLHmX-Inn,11.28888889
bLHmX-Inn,3.5
bLHmX-Inn,6.438888889
bLHmX-Inn,5.122222222
bLHmX-Inn,7.372222222
bLHmX-Inn,-0.161111111
bLHmX-Inn,10.48333333
bLHmX-Inn,-4.472222222
bLHmX-Inn,5.961111111
bLHmX-Inn,11.53333333
bLHmX-Inn,-5.155555556
bLHmX-Inn,-4.866666667
bLHmX-Inn,-2.827777778
bLHmX-Inn,-3.955555556
bLHmX-Inn,2.961111111
bLHmX-Inn,5.838888889
bLHmX-Inn,-1.672222222
bLHmX-Inn,-7.688888889
bLHmX-Inn,7.672222222
bLHmX-Inn,1.505555556
bLHmX-Inn,0.866666667
bLHmX-Inn,2.544444444
bLHmX-Inn,-1.883333333
bLHmX-Inn,-4.916666667
bLHmX-Inn,2.005555556
bLHmX-Inn,-7.172222222
bLHmX-Inn,-2.805555556
bLHmX-Inn,4.416666667
bLHmX-Inn,-5.383333333
bLHmX-Inn,9.088888889
bLHmX-Inn,-12.63888889
bLHmX-Inn,1.883333333
bLHmX-Inn,2.416666667
bLHmX-Inn,4.316666667
bLHmX-Inn,-0.888888889
bLHmX-Inn,7.583333333
bLHmX-Inn,-6.705555556
bLHmX-Inn,-3.238888889
bLHmX-Inn,-1.538888889
bLHmX-Inn,3.627777778
bLHmX-Inn,-2.144444444
bLHmX-Inn,0.9
bLHmX-Inn,5.016666667
bLHmX-Inn,5.216666667
bLHmX-Inn,-2.433333333
bLHmX-Inn,7.1
bLHmX-Inn,3.527777778
bLHmX-Inn,0.888888889
bLHmX-Inn,-3.016666667
bLHmX-Inn,-6.611111111
bLHmX-Inn,-5.877777778
bLHmX-Inn,4.688888889
bLHmX-Inn,3.055555556
bLHmX-Inn,2.155555556
bLHmX-Inn,0.377777778
bLHmX-Inn,1.427777778
bLHmX-Inn,-2.161111111
bLHmX-Inn,-9.594444444
bLHmX-Inn,7.761111111
bLHmX-Inn,3.711111111
bLHmX-Inn,-5.322222222
bLHmX-Inn,3.661111111
bLHmX-Inn,-9.288888889
bLHmX-Inn,-7.977777778
bLHmX-Inn,3.855555556
bLHmX-Inn,-0.555555556
bLHmX-Inn,-2.655555556
bLHmX-Inn,3.022222222
bLHmX-Inn,-1.583333333
bLHmX-Inn,5.905555556
bLHmX-Inn,-0.75
bLHmX-Inn,-1.966666667
bLHmX-Inn,-0.35
bLHmX-Inn,6.505555556
bLHmX-Inn,-1.5
bLHmX-Inn,-6.255555556
bLHmX-Inn,-5.4
bLHmX-Inn,6.911111111
bLHmX-Inn,-4.316666667
bLHmX-Inn,-8.872222222
bLHmX-Inn,-2.416666667
bLHmX-Inn,2.705555556
bLHmX-Inn,-6.072222222
bLHmX-Inn,-0.661111111
bLHmX-Inn,6.866666667
bLHmX-Inn,3.511111111
bLHmX-Inn,-3.161111111
bLHmX-Inn,3.166666667
bLHmX-Inn,1.3
bLHmX-Inn,0.472222222
bLHmX-Inn,-4.383333333
bLHmX-Inn,-7.116666667
bLHmX-Inn,2.633333333
bLHmX-Inn,6.961111111
bLHmX-Inn,-3.416666667
bLHmX-Inn,-2.805555556
bLHmX-Inn,-5.677777778
bLHmX-Inn,3.861111111
bLHmX-Inn,3.433333333
bLHmX-Inn,2.733333333
bLHmX-Inn,-0.466666667
bLHmX-Inn,-0.666666667
bLHmX-Inn,2.216666667
bLHmX-Inn,-0.944444444
bLHmX-Inn,-5.505555556
bLHmX-Inn,1.944444444
bLHmX-Inn,4.094444444
bLHmX-Inn,5.888888889
bLHmX-Inn,-8.655555556
bLHmX-Inn,0.077777778
bLHmX-Inn,0.116666667
bLHmX-Inn,-1.272222222
bLHmX-Inn,-3.983333333
bLHmX-Inn,-0.455555556
bLHmX-Inn,-6.266666667
bLHmX-Inn,3.327777778
bLHmX-Inn,-6.583333333
bLHmX-Inn,1.533333333
bLHmX-Inn,2.927777778
bLHmX-Inn,-7.183333333
bLHmX-Inn,-5.555555556
bLHmX-Inn,3.677777778
bLHmX-Inn,-0.961111111
bLHmX-Inn,1.238888889
bLHmX-Inn,-1.566666667
bLHmX-Inn,-0.638888889
bLHmX-Inn,3.9
bLHmX-Inn,0.977777778
bLHmX-Inn,-2.75
bLHmX-Inn,-3.8
bLHmX-Inn,1.583333333
bLHmX-Inn,-0.494444444
bLHmX-Inn,-8.194444444
bLHmX-Inn,-4.744444444
bLHmX-Inn,10.87777778
bLHmX-Inn,-5.566666667
bLHmX-Inn,3.172222222
bLHmX-Inn,1.555555556
bLHmX-Inn,-11.76111111
bLHmX-Inn,4.088888889
bLHmX-Inn,0.766666667
bLHmX-Inn,-11.45
bLHmX-Inn,5.505555556
bLHmX-Inn,-6.338888889
bLHmX-Inn,0.738888889
bLHmX-Inn,0.788888889
bLHmX-Inn,-4.611111111
bLHmX-Inn,-13.43888889
bLHmX-Inn,-1.427777778
bLHmX-Inn,2.927777778
bLHmX-Inn,-5.961111111
bLHmX-Inn,-1.483333333
bLHmX-Inn,3.227777778
bLHmX-Inn,5.011111111
bLHmX-Inn,2.838888889
bLHmX-Inn,-7.061111111
bLHmX-Inn,-9.983333333
bLHmX-Inn,-9.3
bLHmX-Inn,3.988888889
bLHmX-Inn,0.761111111
bLHmX-Inn,-2.761111111
bLHmX-Inn,1.105555556
bLHmX-Inn,-2.161111111
bLHmX-Inn,-0.344444444
bLHmX-Inn,-4.866666667
bLHmX-Inn,6.027777778
bLHmX-Inn,3.644444444
bLHmX-Inn,5.055555556
bLHmX-Inn,-5.155555556
bLHmX-Inn,0.166666667
bLHmX-Inn,5.772222222
bLHmX-Inn,-1.311111111
bLHmX-Inn,1.566666667
bLHmX-Inn,1.772222222
bLHmX-Inn,-1.438888889
bLHmX-Inn,0.877777778
bLHmX-Inn,-2.961111111
bLHmX-Inn,1.144444444
bLHmX-Inn,-0.877777778
bLHmX-Inn,-3.777777778
bLHmX-Inn,-4.144444444
bLHmX-Inn,-0.522222222
bLHmX-Inn,6.005555556
bLHmX-Inn,2.766666667
bLHmX-Inn,-9.277777778
bLHmX-Inn,-1.405555556
bLHmX-Inn,-8.833333333
bLHmX-Inn,-6.505555556
bLHmX-Inn,-1.883333333
bLHmX-Inn,4.877777778
bLHmX-Inn,-6.311111111
bLHmX-Inn,-7.094444444
bLHmX-Inn,12.13333333
bLHmX-Inn,8.144444444
bLHmX-Inn,-2.155555556
bLHmX-Inn,-12.54444444
bLHmX-Inn,0.488888889
bLHmX-Inn,-1.283333333
bLHmX-Inn,-3.938888889
bLHmX-Inn,-0.494444444
bLHmX-Inn,-7.927777778
bLHmX-Inn,1.577777778
bLHmX-Inn,10.20555556
bLHmX-Inn,2.722222222
bLHmX-Inn,-2.988888889
bLHmX-Inn,-0.611111111
bLHmX-Inn,-9.472222222
bLHmX-Inn,-3.038888889
bLHmX-Inn,4.7
bLHmX-Inn,1.933333333
bLHmX-Inn,-3.411111111
bLHmX-Inn,-4.25
bLHmX-Inn,1.461111111
bLHmX-Inn,-7.638888889
bLHmX-Inn,-0.211111111
bLHmX-Inn,-1.194444444
bLHmX-Inn,0.805555556
bLHmX-Inn,5.844444444
bLHmX-Inn,0.644444444
bLHmX-Inn,-8.122222222
bLHmX-Inn,-0.972222222
bLHmX-Inn,3.838888889
bLHmX-Inn,2.216666667
bLHmX-Inn,-6.172222222
bLHmX-Inn,-5.022222222
bLHmX-Inn,5.916666667
bLHmX-Inn,-1.183333333
bLHmX-Inn,5.672222222
bLHmX-Inn,-6.972222222
bLHmX-Inn,1.105555556
bLHmX-Inn,2.605555556
bLHmX-Inn,0.35
bLHmX-Inn,-1.155555556
bLHmX-Inn,-4.172222222
bLHmX-Inn,-1.183333333
bLHmX-Inn,0.111111111
bLHmX-Inn,-5.472222222
bLHmX-Inn,-9.038888889
bLHmX-Inn,0.433333333
bLHmX-Inn,-2.077777778
bLHmX-Inn,2.066666667
bLHmX-Inn,-2.183333333
bLHmX-Inn,2.444444444
bLHmX-Inn,-2.905555556
bLHmX-Inn,-0.566666667
bLHmX-Inn,-5.472222222
bLHmX-Inn,-5.905555556
bLHmX-Inn,11.60555556
bLHmX-Inn,-4.333333333
bLHmX-Inn,1.483333333
bLHmX-Inn,-11.03333333
bLHmX-Inn,3.783333333
bLHmX-Inn,-3.594444444
bLHmX-Inn,-0.155555556
bLHmX-Inn,-0.294444444
bLHmX-Inn,-0.383333333
bLHmX-Inn,5.744444444
bLHmX-Inn,-1.044444444
bLHmX-Inn,1.833333333
bLHmX-Inn,4.555555556
bLHmX-Inn,7.166666667
bLHmX-Inn,1.922222222
bLHmX-Inn,-9.244444444
bLHmX-Inn,1.022222222
bLHmX-Inn,-4.816666667
bLHmX-Inn,3.294444444
bLHmX-Inn,-7.111111111
bLHmX-Inn,-2.777777778
bLHmX-Inn,-4.272222222
bLHmX-Inn,-2.277777778
bLHmX-Inn,2.238888889
bLHmX-Inn,2.1
bLHmX-Inn,10.22222222
bLHmX-Inn,-1.905555556
bLHmX-Inn,-3.511111111
bLHmX-Inn,-0.15
bLHmX-Inn,5.266666667
bLHmX-Inn,-4.205555556
bLHmX-Inn,-2.111111111
bLHmX-Inn,-2.561111111
bLHmX-Inn,-6.611111111
bLHmX-Inn,1.738888889
bLHmX-Inn,-7.372222222
bLHmX-Inn,2.438888889
bLHmX-Inn,-5.616666667
bLHmX-Inn,-9.383333333
bLHmX-Inn,-1.061111111
bLHmX-Inn,-5.266666667
bLHmX-Inn,-6.277777778
bLHmX-Inn,1.922222222
bLHmX-Inn,2.894444444
bLHmX-Inn,-2.727777778
bLHmX-Inn,-0.677777778
bLHmX-Inn,4.672222222
bLHmX-Inn,-6.261111111
bLHmX-Inn,-0.127777778
bLHmX-Inn,3.744444444
bLHmX-Inn,0.972222222
bLHmX-Inn,7.077777778
bLHmX-Inn,1.572222222
bLHmX-Inn,8.027777778
bLHmX-Inn,4.466666667
bLHmX-Inn,3.316666667
bLHmX-Inn,2.427777778
bLHmX-Inn,0.044444444
bLHmX-Inn,-6.927777778
bLHmX-Inn,2.688888889
bLHmX-Inn,7.3
bLHmX-Inn,-7.027777778
bLHmX-Inn,1.45
bLHmX-Inn,5.688888889
bLHmX-Inn,4.694444444
bLHmX-Inn,-5.255555556
bLHmX-Inn,3.4
bLHmX-Inn,-8.977777778
bLHmX-Inn,3.511111111
bLHmX-Inn,-12.61111111
bLHmX-Inn,2.411111111
bLHmX-Inn,-8.405555556
bLHmX-Inn,-2.866666667
bLHmX-Inn,3
bLHmX-Inn,-4.405555556
bLHmX-Inn,1.461111111
bLHmX-Inn,4.266666667
bLHmX-Inn,-10.21111111
bLHmX-Inn,5.4
bLHmX-Inn,5.477777778
bLHmX-Inn,-7.772222222
bLHmX-Inn,-10.61111111
bLHmX-Inn,-4.05
bLHmX-Inn,-5.811111111
bLHmX-Inn,-4.072222222
bLHmX-Inn,5.466666667
bLHmX-Inn,2.294444444
bLHmX-Inn,-0.55
bLHmX-Inn,-0.038888889
bLHmX-Inn,7.527777778
bLHmX-Inn,8.833333333
bLHmX-Inn,6.927777778
bLHmX-Inn,-4.311111111
bLHmX-Inn,2.933333333
bLHmX-Inn,8.4
bLHmX-Inn,0.133333333
bLHmX-Inn,3.272222222
bLHmX-Inn,2.922222222
bLHmX-Inn,2.094444444
bLHmX-Inn,-2.305555556
bLHmX-Inn,-1.233333333
bLHmX-Inn,1.172222222
bLHmX-Inn,2.094444444
bLHmX-Inn,0.388888889
bLHmX-Inn,-4.016666667
bLHmX-Inn,1.572222222
bLHmX-Inn,4.244444444
bLHmX-Inn,3.155555556
bLHmX-Inn,0.394444444
bLHmX-Inn,8.45
bLHmX-Inn,0.905555556
bLHmX-Inn,-8.805555556
bLHmX-Inn,1.205555556
bLHmX-Inn,5.288888889
bLHmX-Inn,8.5
bLHmX-Inn,3.994444444
bLHmX-Inn,4.755555556
bLHmX-Inn,-4.294444444
bLHmX-Inn,-0.044444444
bLHmX-Inn,5.055555556
bLHmX-Inn,-4.111111111
bLHmX-Inn,-7.188888889
bLHmX-Inn,2.011111111
bLHmX-Inn,-10.03333333
bLHmX-Inn,2.094444444
bLHmX-Inn,5.638888889
bLHmX-Inn,-2.744444444
bLHmX-Inn,7.161111111
bLHmX-Inn,-2.722222222
bLHmX-Inn,-2.111111111
bLHmX-Inn,-0.338888889
bLHmX-Inn,2.922222222
bLHmX-Inn,-2
bLHmX-Inn,7.322222222
bLHmX-Inn,4.244444444
bLHmX-Inn,5.588888889
bLHmX-Inn,-9.5
bLHmX-Inn,-2.422222222
bLHmX-Inn,1.877777778
bLHmX-Inn,-0.05
bLHmX-Inn,4.155555556
bLHmX-Inn,2.105555556
bLHmX-Inn,1.233333333
bLHmX-Inn,-4.25
bLHmX-Inn,-1.638888889
bLHmX-Inn,5.138888889
bLHmX-Inn,-3.733333333
bLHmX-Inn,4.244444444
bLHmX-Inn,2.483333333
bLHmX-Inn,0.427777778
bLHmX-Inn,-0.094444444
bLHmX-Inn,-0.394444444
bLHmX-Inn,-3.622222222
bLHmX-Inn,5.083333333
bLHmX-Inn,-2.055555556
bLHmX-Inn,-1.355555556
bLHmX-Inn,-8.633333333
bLHmX-Inn,0.794444444
bLHmX-Inn,3.516666667
bLHmX-Inn,-3.416666667
bLHmX-Inn,-4.511111111
bLHmX-Inn,5.45
bLHmX-Inn,7.672222222
bLHmX-Inn,-3.75
bLHmX-Inn,-6.188888889
bLHmX-Inn,1.572222222
bLHmX-Inn,5.861111111
bLHmX-Inn,-9.127777778
bLHmX-Inn,-5.866666667
bLHmX-Inn,6.427777778
bLHmX-Inn,-12.35
bLHmX-Inn,4.627777778
bLHmX-Inn,-1.088888889
bLHmX-Inn,-1.033333333
bLHmX-Inn,-2.755555556
bLHmX-Inn,-4.388888889
bLHmX-Inn,5.227777778
bLHmX-Inn,3.944444444
bLHmX-Inn,-4.072222222
bLHmX-Inn,5.805555556
bLHmX-Inn,3.327777778
bLHmX-Inn,6.544444444
bLHmX-Inn,-0.877777778
bLHmX-Inn,-7.3
bLHmX-Inn,-7.961111111
bLHmX-Inn,-7.605555556
bLHmX-Inn,0.588888889
bLHmX-Inn,8.505555556
bLHmX-Inn,0.05
bLHmX-Inn,-5.844444444
bLHmX-Inn,-0.844444444
bLHmX-Inn,-1.05
bLHmX-Inn,4.927777778
bLHmX-Inn,5.538888889
bLHmX-Inn,-0.361111111
bLHmX-Inn,-2.3
bLHmX-Inn,-8.411111111
bLHmX-Inn,-0.622222222
bLHmX-Inn,7.272222222
bLHmX-Inn,1.505555556
bLHmX-Inn,10.38333333
bLHmX-Inn,-4.088888889
bLHmX-Inn,6.488888889
bLHmX-Inn,-7.777777778
bLHmX-Inn,3.938888889
bLHmX-Inn,3.877777778
bLHmX-Inn,-3.266666667
bLHmX-Inn,1.794444444
bLHmX-Inn,-3.1
bLHmX-Inn,3.483333333
bLHmX-Inn,-2.394444444
bLHmX-Inn,0.316666667
bLHmX-Inn,3.127777778
bLHmX-Inn,-2.027777778
bLHmX-Inn,-2
bLHmX-Inn,1.738888889
bLHmX-Inn,-0.633333333
bLHmX-Inn,-7.672222222
bLHmX-Inn,-1.605555556
bLHmX-Inn,-7.488888889
bLHmX-Inn,6.211111111
bLHmX-Inn,-3.711111111
bLHmX-Inn,6.344444444
bLHmX-Inn,6.216666667
bLHmX-Inn,1.844444444
bLHmX-Inn,-1.805555556
bLHmX-Inn,-4.483333333
bLHmX-Inn,3.005555556
bLHmX-Inn,-0.138888889
bLHmX-Inn,-1.116666667
bLHmX-Inn,0.6
bLHmX-Inn,2.633333333
bLHmX-Inn,-1.311111111
bLHmX-Inn,-3.938888889
bLHmX-Inn,9.038888889
bLHmX-Inn,5.855555556
bLHmX-Inn,5.244444444
bLHmX-Inn,1.716666667
bLHmX-Inn,-0.677777778
bLHmX-Inn,-12.64444444
bLHmX-Inn,-2.222222222
bLHmX-Inn,-2.911111111
bLHmX-Inn,-2.588888889
bLHmX-Inn,2.233333333
bLHmX-Inn,6.377777778
bLHmX-Inn,1.394444444
bLHmX-Inn,10.43333333
bLHmX-Inn,-8.888888889
bLHmX-Inn,-0.538888889
bLHmX-Inn,5.577777778
bLHmX-Inn,-2.611111111
bLHmX-Inn,-4.222222222
bLHmX-Inn,-0.15
bLHmX-Inn,-1.777777778
bLHmX-Inn,-6.027777778
bLHmX-Inn,3.605555556
bLHmX-Inn,0.872222222
bLHmX-Inn,-6.755555556
bLHmX-Inn,0.85
bLHmX-Inn,-1.166666667
bLHmX-Inn,-3.555555556
bLHmX-Inn,4.066666667
bLHmX-Inn,-3.216666667
bLHmX-Inn,-6.638888889
bLHmX-Inn,-3.722222222
bLHmX-Inn,-3.177777778
bLHmX-Inn,5.3
bLHmX-Inn,-4.022222222
bLHmX-Inn,1.188888889
bLHmX-Inn,1.061111111
bLHmX-Inn,-1.544444444
bLHmX-Inn,0.783333333
bLHmX-Inn,-2.955555556
bLHmX-Inn,1.361111111
bLHmX-Inn,-1.583333333
bLHmX-Inn,-2.572222222
bLHmX-Inn,3.994444444
bLHmX-Inn,-7.75
bLHmX-Inn,-2.85
bLHmX-Inn,-2.216666667
bLHmX-Inn,0.822222222
bLHmX-Inn,1.45
bLHmX-Inn,-4.372222222
bLHmX-Inn,-3.333333333
bLHmX-Inn,3.655555556
bLHmX-Inn,-3.433333333
bLHmX-Inn,4.638888889
bLHmX-Inn,-0.433333333
bLHmX-Inn,5.566666667
bLHmX-Inn,2.2
bLHmX-Inn,1.416666667
bLHmX-Inn,2.522222222
bLHmX-Inn,1.933333333
bLHmX-Inn,-1.122222222
bLHmX-Inn,-1.688888889
bLHmX-Inn,0.944444444
bLHmX-Inn,2.427777778
bLHmX-Inn,-5.35
bLHmX-Inn,-5.855555556
bLHmX-Inn,-0.022222222
bLHmX-Inn,-6.3
bLHmX-Inn,-2.155555556
bLHmX-Inn,-2.95
bLHmX-Inn,6.005555556
bLHmX-Inn,4.15
bLHmX-Inn,7.772222222
bLHmX-Inn,6.527777778
bLHmX-Inn,0.644444444
bLHmX-Inn,-3.522222222
bLHmX-Inn,1.777777778
bLHmX-Inn,-2.383333333
bLHmX-Inn,8.222222222
bLHmX-Inn,-4.311111111
bLHmX-Inn,-3.233333333
bLHmX-Inn,2.327777778
bLHmX-Inn,-5.288888889
bLHmX-Inn,0.877777778
bLHmX-Inn,8.538888889
bLHmX-Inn,-4.411111111
bLHmX-Inn,-1.505555556
bLHmX-Inn,-0.461111111
bLHmX-Inn,-12.76111111
bLHmX-Inn,-4.611111111
bLHmX-Inn,0.394444444
bLHmX-Inn,9.322222222
bLHmX-Inn,-0.55
bLHmX-Inn,5.327777778
bLHmX-Inn,-3.761111111
bLHmX-Inn,-9.466666667
bLHmX-Inn,0.05
bLHmX-Inn,-2
bLHmX-Inn,-9.116666667
bLHmX-Inn,-6.166666667
bLHmX-Inn,-1.05
bLHmX-Inn,-2.411111111
bLHmX-Inn,-2.461111111
bLHmX-Inn,-3.711111111
bLHmX-Inn,2.85
bLHmX-Inn,1.211111111
bLHmX-Inn,-0.844444444
bLHmX-Inn,6.455555556
bLHmX-Inn,-2.194444444
bLHmX-Inn,3.272222222
bLHmX-Inn,-5.294444444
bLHmX-Inn,-2.65
bLHmX-Inn,2.088888889
bLHmX-Inn,2.661111111
bLHmX-Inn,-12.6
bLHmX-Inn,3.227777778
bLHmX-Inn,2.311111111
bLHmX-Inn,-6.238888889
bLHmX-Inn,1.3
bLHmX-Inn,3.822222222
bLHmX-Inn,3.122222222
bLHmX-Inn,-0.272222222
bLHmX-Inn,-2.433333333
bLHmX-Inn,-1.333333333
bLHmX-Inn,-9.988888889
bLHmX-Inn,-0.222222222
bLHmX-Inn,-12.07222222
bLHmX-Inn,-2.222222222
bLHmX-Inn,-4.688888889
bLHmX-Inn,-2.677777778
bLHmX-Inn,-4.211111111
bLHmX-Inn,0.866666667
bLHmX-Inn,0.411111111
bLHmX-Inn,1.238888889
bLHmX-Inn,-1.716666667
bLHmX-Inn,-2.755555556
bLHmX-Inn,10.12222222
bLHmX-Inn,-6.438888889
bLHmX-Inn,-12.26666667
bLHmX-Inn,-2.044444444
bLHmX-Inn,-8.383333333
bLHmX-Inn,-4.672222222
bLHmX-Inn,4.494444444
bLHmX-Inn,-3.727777778
bLHmX-Inn,-3.677777778
bLHmX-Inn,-0.205555556
bLHmX-Inn,4.316666667
bLHmX-Inn,-1.372222222
bLHmX-Inn,-14.99444444
bLHmX-Inn,4.35
bLHmX-Inn,0.411111111
bLHmX-Inn,-10.75
bLHmX-Inn,-5.477777778
bLHmX-Inn,-1.161111111
bLHmX-Inn,-5.555555556
bLHmX-Inn,0.211111111
bLHmX-Inn,9.85
bLHmX-Inn,-0.066666667
bLHmX-Inn,-7.338888889
bLHmX-Inn,2.1
bLHmX-Inn,-4.227777778
bLHmX-Inn,-3.961111111
bLHmX-Inn,-0.161111111
bLHmX-Inn,-3.005555556
bLHmX-Inn,3.805555556
bLHmX-Inn,-10.20555556
bLHmX-Inn,0.438888889
bLHmX-Inn,2.944444444
bLHmX-Inn,3.494444444
bLHmX-Inn,2.905555556
bLHmX-Inn,-3.183333333
bLHmX-Inn,1.65
bLHmX-Inn,-7.933333333
bLHmX-Inn,1.305555556
bLHmX-Inn,-2.872222222
bLHmX-Inn,-0.166666667
bLHmX-Inn,-6.294444444
bLHmX-Inn,4.611111111
bLHmX-Inn,3.905555556
bLHmX-Inn,-1.5
bLHmX-Inn,4.644444444
bLHmX-Inn,2.333333333
bLHmX-Inn,0.327777778
bLHmX-Inn,-20.46111111
bLHmX-Inn,1.011111111
bLHmX-Inn,4.655555556
bLHmX-Inn,-6.216666667
bLHmX-Inn,8.561111111
bLHmX-Inn,2.322222222
bLHmX-Inn,-0.5
bLHmX-Inn,6.116666667
bLHmX-Inn,-0.911111111
bLHmX-Inn,0.75
bLHmX-Inn,-8.222222222
bLHmX-Inn,-9.727777778
bLHmX-Inn,-7.077777778
bLHmX-Inn,5.011111111
bLHmX-Inn,8.661111111
bLHmX-Inn,-4.572222222
bLHmX-Inn,2.516666667
bLHmX-Inn,-8.333333333
bLHmX-Inn,-9.138888889
bLHmX-Inn,-7.422222222
bLHmX-Inn,-0.194444444
bLHmX-Inn,0.472222222
bLHmX-Inn,2.116666667
bLHmX-Inn,0.411111111
bLHmX-Inn,2.466666667
bLHmX-Inn,2.605555556
bLHmX-Inn,1.027777778
bLHmX-Inn,4.9
bLHmX-Inn,-5.466666667
bLHmX-Inn,-4.588888889
bLHmX-Inn,9.938888889
bLHmX-Inn,2.205555556
bLHmX-Inn,-7.261111111
bLHmX-Inn,1.072222222
bLHmX-Inn,-3.066666667
bLHmX-Inn,7.527777778
bLHmX-Inn,5.883333333
bLHmX-Inn,-9.694444444
bLHmX-Inn,3.722222222
bLHmX-Inn,5.377777778
bLHmX-Inn,3.833333333
bLHmX-Inn,-0.255555556
bLHmX-Inn,0.055555556
bLHmX-Inn,-1.383333333
bLHmX-Inn,0.7
bLHmX-Inn,-8.388888889
bLHmX-Inn,5.294444444
bLHmX-Inn,-3.544444444
bLHmX-Inn,-2.427777778
bLHmX-Inn,-1.672222222
bLHmX-Inn,-9.788888889
bLHmX-Inn,-0.977777778
bLHmX-Inn,-0.894444444
bLHmX-Inn,-6.672222222
bLHmX-Inn,-1.766666667
bLHmX-Inn,-5.127777778
bLHmX-Inn,-0.344444444
bLHmX-Inn,-0.466666667
bLHmX-Inn,-4.077777778
bLHmX-Inn,-0.15
bLHmX-Inn,-2.144444444
bLHmX-Inn,-6.566666667
bLHmX-Inn,-1.661111111
bLHmX-Inn,6.361111111
bLHmX-Inn,-5.633333333
bLHmX-Inn,10.84444444
bLHmX-Inn,-2.644444444
bLHmX-Inn,-2.9
bLHmX-Inn,-1.661111111
bLHmX-Inn,-1.6
bLHmX-Inn,-13.98333333
bLHmX-Inn,-0.6
bLHmX-Inn,7.572222222
bLHmX-Inn,2.85
bLHmX-Inn,3.716666667
bLHmX-Inn,1.733333333
bLHmX-Inn,5.911111111
bLHmX-Inn,-0.044444444
bLHmX-Inn,-0.288888889
bLHmX-Inn,1.65
bLHmX-Inn,-2.366666667
bLHmX-Inn,1.505555556
bLHmX-Inn,-12.92222222
bLHmX-Inn,-2.05
bLHmX-Inn,7.283333333
bLHmX-Inn,10.02777778
bLHmX-Inn,3.294444444
bLHmX-Inn,2.833333333
bLHmX-Inn,-2.8
bLHmX-Inn,-6.155555556
bLHmX-Inn,3.222222222
bLHmX-Inn,-2.422222222
bLHmX-Inn,3.472222222
bLHmX-Inn,5.511111111
bLHmX-Inn,-10.69444444
bLHmX-Inn,3.022222222
bLHmX-Inn,4.133333333
bLHmX-Inn,2.772222222
bLHmX-Inn,-1.361111111
bLHmX-Inn,-3.816666667
bLHmX-Inn,-2.766666667
bLHmX-Inn,-3.105555556
bLHmX-Inn,2.327777778
bLHmX-Inn,-6.55
bLHmX-Inn,-1.066666667
bLHmX-Inn,1.211111111
bLHmX-Inn,4.005555556
bLHmX-Inn,-1.588888889
bLHmX-Inn,6.066666667
bLHmX-Inn,-10.12222222
bLHmX-Inn,5.694444444
bLHmX-Inn,1.955555556
bLHmX-Inn,3.027777778
bLHmX-Inn,5.644444444
bLHmX-Inn,-2.5
bLHmX-Inn,-13.46666667
bLHmX-Inn,2.005555556
bLHmX-Inn,0.411111111
bLHmX-Inn,-1.072222222
bLHmX-Inn,2.05
bLHmX-Inn,6.277777778
bLHmX-Inn,8.872222222
bLHmX-Inn,1.355555556
bLHmX-Inn,2.094444444
bLHmX-Inn,-5.15
bLHmX-Inn,-5.594444444
bLHmX-Inn,2.044444444
bLHmX-Inn,-0.494444444
bLHmX-Inn,3.377777778
bLHmX-Inn,-2.961111111
bLHmX-Inn,-1
bLHmX-Inn,0.816666667
bLHmX-Inn,1.572222222
bLHmX-Inn,0.883333333
bLHmX-Inn,-6.011111111
bLHmX-Inn,-5.111111111
bLHmX-Inn,0.322222222
bLHmX-Inn,-1.938888889
bLHmX-Inn,-1.983333333
bLHmX-Inn,-3.616666667
bLHmX-Inn,0.727777778
bLHmX-Inn,9.538888889
bLHmX-Inn,-3.655555556
bLHmX-Inn,1.544444444
