population,deltaEggs
hOddY-Dah,15.99259259
hOddY-Dah,1.987037036
hOddY-Dah,3.499999999
hOddY-Dah,-4.494444446
hOddY-Dah,12.21296296
hOddY-Dah,3.76111111
hOddY-Dah,10.46296296
hOddY-Dah,1.698148147
hOddY-Dah,4.625925924
hOddY-Dah,4.868518518
hOddY-Dah,-4.070370372
hOddY-Dah,-0.36851852
hOddY-Dah,2.907407407
hOddY-Dah,11.72777778
hOddY-Dah,6.383333333
hOddY-Dah,-5.048148149
hOddY-Dah,4.044444442
hOddY-Dah,16.25185185
hOddY-Dah,-1.116666668
hOddY-Dah,9.651851851
hOddY-Dah,12.22777778
hOddY-Dah,-0.992592593
hOddY-Dah,-3.111111112
hOddY-Dah,2.796296294
hOddY-Dah,-0.77777778
hOddY-Dah,-1.174074077
hOddY-Dah,3.085185183
hOddY-Dah,4.133333332
hOddY-Dah,1.405555554
hOddY-Dah,0.751851851
hOddY-Dah,13.06666667
hOddY-Dah,8.992592591
hOddY-Dah,5.949999999
hOddY-Dah,10.68888889
hOddY-Dah,-1.175925927
hOddY-Dah,-10.88333334
hOddY-Dah,2.824074073
hOddY-Dah,-7.36851852
hOddY-Dah,16.42407407
hOddY-Dah,7.907407407
hOddY-Dah,9.52037037
hOddY-Dah,9.837037036
hOddY-Dah,3.668518517
hOddY-Dah,0.166666666
hOddY-Dah,-3.125925927
hOddY-Dah,5.951851851
hOddY-Dah,4.666666666
hOddY-Dah,1.69074074
hOddY-Dah,2.174074073
hOddY-Dah,-2.137037038
hOddY-Dah,-3.253703706
hOddY-Dah,1.349999999
hOddY-Dah,-6.812962964
hOddY-Dah,6.403703702
hOddY-Dah,-9.824074076
hOddY-Dah,3.67222222
hOddY-Dah,-2.416666668
hOddY-Dah,0.409259258
hOddY-Dah,3.559259259
hOddY-Dah,1.699999999
hOddY-Dah,9.583333332
hOddY-Dah,10.34074074
hOddY-Dah,-0.790740741
hOddY-Dah,-5.350000001
hOddY-Dah,-1.383333334
hOddY-Dah,-4.129629631
hOddY-Dah,0.714814813
hOddY-Dah,8.212962962
hOddY-Dah,0.12037037
hOddY-Dah,-6.900000001
hOddY-Dah,6.848148147
hOddY-Dah,6.98148148
hOddY-Dah,2.46111111
hOddY-Dah,9.24074074
hOddY-Dah,-11.05
hOddY-Dah,7.399999999
hOddY-Dah,0.846296294
hOddY-Dah,10.23888889
hOddY-Dah,-6.866666668
hOddY-Dah,5.212962961
hOddY-Dah,16.15740741
hOddY-Dah,0.275925924
hOddY-Dah,-3.392592593
hOddY-Dah,3.025925924
hOddY-Dah,5.283333332
hOddY-Dah,-5.922222224
hOddY-Dah,-3.903703706
hOddY-Dah,4.290740739
hOddY-Dah,6.499999999
hOddY-Dah,2.499999998
hOddY-Dah,-11.07592593
hOddY-Dah,1.772222221
hOddY-Dah,-10.25740741
hOddY-Dah,5.424074073
hOddY-Dah,13.04814815
hOddY-Dah,3.553703702
hOddY-Dah,-9.325925928
hOddY-Dah,11.26296296
hOddY-Dah,4.479629628
hOddY-Dah,0.43148148
hOddY-Dah,14.05185185
hOddY-Dah,-0.596296298
hOddY-Dah,17.70925926
hOddY-Dah,0.212962961
hOddY-Dah,11.69814815
hOddY-Dah,5.090740739
hOddY-Dah,18.4
hOddY-Dah,-1.996296297
hOddY-Dah,6.701851851
hOddY-Dah,11.91851852
hOddY-Dah,6.646296294
hOddY-Dah,-2.31851852
hOddY-Dah,3.466666666
hOddY-Dah,-5.737037039
hOddY-Dah,-1.33888889
hOddY-Dah,-11.05185185
hOddY-Dah,20.7462963
hOddY-Dah,-6.40925926
hOddY-Dah,-0.390740742
hOddY-Dah,6.894444443
hOddY-Dah,-1.970370371
hOddY-Dah,12.83333333
hOddY-Dah,16.25185185
hOddY-Dah,-3.36851852
hOddY-Dah,-2.844444446
hOddY-Dah,-1.483333334
hOddY-Dah,-9.422222223
hOddY-Dah,-5.457407409
hOddY-Dah,-5.942592593
hOddY-Dah,15.69444444
hOddY-Dah,24.57962963
hOddY-Dah,-5.192592594
hOddY-Dah,16.05
hOddY-Dah,-11.35185185
hOddY-Dah,-0.275925927
hOddY-Dah,6.812962961
hOddY-Dah,10.47592592
hOddY-Dah,-0.472222223
hOddY-Dah,6.738888888
hOddY-Dah,-0.127777779
hOddY-Dah,-3.459259261
hOddY-Dah,2.659259258
hOddY-Dah,-5.96851852
hOddY-Dah,0.674074072
hOddY-Dah,2.451851851
hOddY-Dah,9.709259258
hOddY-Dah,-4.40740741
hOddY-Dah,3.027777777
hOddY-Dah,5.496296296
hOddY-Dah,4.320370369
hOddY-Dah,4.709259258
hOddY-Dah,-2.751851852
hOddY-Dah,-1.572222224
hOddY-Dah,-10.62407408
hOddY-Dah,6.522222221
hOddY-Dah,0.509259258
hOddY-Dah,15.1462963
hOddY-Dah,-0.88888889
hOddY-Dah,-7.598148149
hOddY-Dah,13.57407407
hOddY-Dah,-2.31851852
hOddY-Dah,4.335185184
hOddY-Dah,13.6962963
hOddY-Dah,3.044444443
hOddY-Dah,2.885185184
hOddY-Dah,4.777777777
hOddY-Dah,-1.851851853
hOddY-Dah,4.84074074
hOddY-Dah,0.885185184
hOddY-Dah,8.885185184
hOddY-Dah,9.570370369
hOddY-Dah,-8.774074076
hOddY-Dah,0.959259257
hOddY-Dah,17.9037037
hOddY-Dah,5.418518518
hOddY-Dah,1.798148148
hOddY-Dah,12.75740741
hOddY-Dah,11.72037037
hOddY-Dah,10.64814815
hOddY-Dah,4.233333332
hOddY-Dah,4.538888888
hOddY-Dah,13.54074074
hOddY-Dah,13.27222222
hOddY-Dah,3.238888888
hOddY-Dah,-1.37962963
hOddY-Dah,3.512962962
hOddY-Dah,0.979629629
hOddY-Dah,1.975925924
hOddY-Dah,-12.70925926
hOddY-Dah,7.659259259
hOddY-Dah,5.31111111
hOddY-Dah,-11.61111111
hOddY-Dah,-9.91851852
hOddY-Dah,10.60555555
hOddY-Dah,6.83148148
hOddY-Dah,7.437037037
hOddY-Dah,-5.362962964
hOddY-Dah,-1.651851853
hOddY-Dah,1.807407407
hOddY-Dah,-0.125925928
hOddY-Dah,0.824074072
hOddY-Dah,7.096296296
hOddY-Dah,2.353703703
hOddY-Dah,7.159259258
hOddY-Dah,14.06296296
hOddY-Dah,2.394444442
hOddY-Dah,-1.912962963
hOddY-Dah,2.179629628
hOddY-Dah,13.66851852
hOddY-Dah,1.71111111
hOddY-Dah,3.285185183
hOddY-Dah,6.338888888
hOddY-Dah,13.2462963
hOddY-Dah,-1.707407409
hOddY-Dah,5.155555554
hOddY-Dah,7.703703703
hOddY-Dah,-10.08888889
hOddY-Dah,-4.931481482
hOddY-Dah,6.257407407
hOddY-Dah,4.555555554
hOddY-Dah,2.425925926
hOddY-Dah,9.31111111
hOddY-Dah,1.887037034
hOddY-Dah,-6.609259261
hOddY-Dah,3.279629629
hOddY-Dah,0.86111111
hOddY-Dah,4.922222221
hOddY-Dah,0.696296296
hOddY-Dah,4.966666666
hOddY-Dah,-0.053703704
hOddY-Dah,-4.39814815
hOddY-Dah,2.388888888
hOddY-Dah,-5.740740743
hOddY-Dah,10.89814815
hOddY-Dah,16.42962963
hOddY-Dah,1.605555554
hOddY-Dah,8.748148147
hOddY-Dah,2.633333332
hOddY-Dah,7.283333332
hOddY-Dah,1.675925926
hOddY-Dah,-1.587037038
hOddY-Dah,-0.694444447
hOddY-Dah,3.757407407
hOddY-Dah,2.566666666
hOddY-Dah,-7.316666668
hOddY-Dah,4.387037036
hOddY-Dah,1.516666666
hOddY-Dah,-2.411111112
hOddY-Dah,8.862962962
hOddY-Dah,12.4037037
hOddY-Dah,-3.28888889
hOddY-Dah,-3.78888889
hOddY-Dah,2.749999999
hOddY-Dah,8.62037037
hOddY-Dah,8.783333332
hOddY-Dah,10.63518518
hOddY-Dah,-3.183333334
hOddY-Dah,2.633333332
hOddY-Dah,4.437037036
hOddY-Dah,5.655555554
hOddY-Dah,11.62222222
hOddY-Dah,4.799999999
hOddY-Dah,1.944444443
hOddY-Dah,9.887037037
hOddY-Dah,-1.935185188
hOddY-Dah,-1.812962964
hOddY-Dah,5.185185184
hOddY-Dah,5.87037037
hOddY-Dah,4.674074073
hOddY-Dah,8.964814814
hOddY-Dah,3.122222221
hOddY-Dah,5.444444443
hOddY-Dah,5.29074074
hOddY-Dah,-0.157407409
hOddY-Dah,7.505555554
hOddY-Dah,0.874074072
hOddY-Dah,17.51666667
hOddY-Dah,7.314814814
hOddY-Dah,11.19814815
hOddY-Dah,-1.231481483
hOddY-Dah,9.477777777
hOddY-Dah,9.331481481
hOddY-Dah,13.12407407
hOddY-Dah,12.86111111
hOddY-Dah,-5.74814815
hOddY-Dah,0.268518518
hOddY-Dah,-0.853703704
hOddY-Dah,5.803703702
hOddY-Dah,0.84074074
hOddY-Dah,8.605555556
hOddY-Dah,-2.914814817
hOddY-Dah,1.612962962
hOddY-Dah,17.43888889
hOddY-Dah,11.17222222
hOddY-Dah,-8.65740741
hOddY-Dah,-0.320370372
hOddY-Dah,-1.120370371
hOddY-Dah,-1.49814815
hOddY-Dah,5.398148147
hOddY-Dah,-2.26851852
hOddY-Dah,3.314814813
hOddY-Dah,-0.594444447
hOddY-Dah,14.85555555
hOddY-Dah,1.709259259
hOddY-Dah,1.23148148
hOddY-Dah,9.555555554
hOddY-Dah,4.22037037
hOddY-Dah,-5.657407409
hOddY-Dah,8.466666666
hOddY-Dah,2.61111111
hOddY-Dah,12.2537037
hOddY-Dah,2.022222221
hOddY-Dah,7.357407407
hOddY-Dah,5.583333332
hOddY-Dah,10.49814815
hOddY-Dah,5.299999999
hOddY-Dah,11.51666667
hOddY-Dah,10.43703704
hOddY-Dah,5.559259259
hOddY-Dah,15.65185185
hOddY-Dah,3.585185183
hOddY-Dah,-13.01851852
hOddY-Dah,3.737037036
hOddY-Dah,4.574074073
hOddY-Dah,4.542592591
hOddY-Dah,15.37037037
hOddY-Dah,-6.479629631
hOddY-Dah,8.937037037
hOddY-Dah,-5.385185187
hOddY-Dah,-1.705555557
hOddY-Dah,-3.996296298
hOddY-Dah,-0.770370371
hOddY-Dah,2.716666666
hOddY-Dah,3.074074072
hOddY-Dah,8.924074073
hOddY-Dah,11.78703704
hOddY-Dah,0.314814813
hOddY-Dah,1.444444443
hOddY-Dah,4.888888888
hOddY-Dah,-3.835185188
hOddY-Dah,-0.872222223
hOddY-Dah,2.024074073
hOddY-Dah,-5.403703706
hOddY-Dah,3.899999999
hOddY-Dah,-3.435185187
hOddY-Dah,9.45
hOddY-Dah,6.035185184
hOddY-Dah,12.71851852
hOddY-Dah,9.731481481
hOddY-Dah,8.657407407
hOddY-Dah,11.32777778
hOddY-Dah,6.662962962
hOddY-Dah,6.17037037
hOddY-Dah,0.592592592
hOddY-Dah,-1.281481483
hOddY-Dah,-4.60925926
hOddY-Dah,10.21111111
hOddY-Dah,6.54074074
hOddY-Dah,0.875925926
hOddY-Dah,-1.703703706
hOddY-Dah,17.45185185
hOddY-Dah,3.994444444
hOddY-Dah,-6.392592593
hOddY-Dah,-3.437037039
hOddY-Dah,-4.003703706
hOddY-Dah,1.264814813
hOddY-Dah,-0.950000001
hOddY-Dah,10.82777778
hOddY-Dah,7.64074074
hOddY-Dah,-0.140740742
hOddY-Dah,6.838888888
hOddY-Dah,8.353703702
hOddY-Dah,4.835185184
hOddY-Dah,6.835185184
hOddY-Dah,-6.80925926
hOddY-Dah,9.399999999
hOddY-Dah,-2.472222223
hOddY-Dah,14.72592592
hOddY-Dah,-3.58888889
hOddY-Dah,13.48703704
hOddY-Dah,-4.720370372
hOddY-Dah,6.851851851
hOddY-Dah,3.544444443
hOddY-Dah,-4.444444446
hOddY-Dah,9.320370369
hOddY-Dah,9.124074073
hOddY-Dah,0.053703703
hOddY-Dah,13.07592593
hOddY-Dah,2.096296296
hOddY-Dah,4.298148148
hOddY-Dah,-10.08148148
hOddY-Dah,0.905555554
hOddY-Dah,3.405555554
hOddY-Dah,-7.296296298
hOddY-Dah,-6.572222223
hOddY-Dah,15.83148148
hOddY-Dah,-4.131481483
hOddY-Dah,-2.687037039
hOddY-Dah,8.19074074
hOddY-Dah,7.1
hOddY-Dah,19.61851852
hOddY-Dah,10.93703704
hOddY-Dah,0.848148147
hOddY-Dah,1.546296294
hOddY-Dah,4.164814813
hOddY-Dah,1.33148148
hOddY-Dah,-1.101851853
hOddY-Dah,8.37037037
hOddY-Dah,5.66111111
hOddY-Dah,1.542592591
hOddY-Dah,-1.337037039
hOddY-Dah,-5.170370372
hOddY-Dah,0.607407406
hOddY-Dah,9.083333333
hOddY-Dah,5.485185184
hOddY-Dah,-0.933333334
hOddY-Dah,8.183333332
hOddY-Dah,13.66851852
hOddY-Dah,7.659259259
hOddY-Dah,10.83333333
hOddY-Dah,6.227777777
hOddY-Dah,5.542592592
hOddY-Dah,-11.79444445
hOddY-Dah,9.555555554
hOddY-Dah,-3.816666668
hOddY-Dah,11.85
hOddY-Dah,1.646296296
hOddY-Dah,4.592592592
hOddY-Dah,-5.516666669
hOddY-Dah,5.807407407
hOddY-Dah,17.32777778
hOddY-Dah,1.029629628
hOddY-Dah,-3.13888889
hOddY-Dah,16.31666667
hOddY-Dah,11.74814815
hOddY-Dah,-1.572222223
hOddY-Dah,-4.061111113
hOddY-Dah,3.537037036
hOddY-Dah,-13.37777778
hOddY-Dah,6.988888888
hOddY-Dah,0.437037036
hOddY-Dah,8.820370369
hOddY-Dah,0.883333332
hOddY-Dah,12.07222222
hOddY-Dah,15.89074074
hOddY-Dah,6.431481481
hOddY-Dah,8.614814813
hOddY-Dah,8.135185184
hOddY-Dah,9.899999999
hOddY-Dah,2.103703703
hOddY-Dah,-7.350000001
hOddY-Dah,3.38148148
hOddY-Dah,-0.714814817
hOddY-Dah,3.666666666
hOddY-Dah,0.462962962
hOddY-Dah,5.229629629
hOddY-Dah,-9.977777779
hOddY-Dah,-5.255555557
hOddY-Dah,-5.144444446
hOddY-Dah,18.55555556
hOddY-Dah,2.542592591
hOddY-Dah,6.564814813
hOddY-Dah,-5.661111113
hOddY-Dah,17.82777778
hOddY-Dah,8.312962962
hOddY-Dah,11.40555556
hOddY-Dah,21.20740741
hOddY-Dah,0.557407407
hOddY-Dah,-3.635185187
hOddY-Dah,-5.953703706
hOddY-Dah,4.812962961
hOddY-Dah,-3.03888889
hOddY-Dah,-0.229629631
hOddY-Dah,12.54074074
hOddY-Dah,5.294444444
hOddY-Dah,-2.377777778
hOddY-Dah,8.272222221
hOddY-Dah,6.124074073
hOddY-Dah,1.325925926
hOddY-Dah,0.73148148
hOddY-Dah,-7.581481483
hOddY-Dah,10.73333333
hOddY-Dah,15.47962963
hOddY-Dah,0.779629629
hOddY-Dah,6.049999999
hOddY-Dah,-1.755555557
hOddY-Dah,24.82037037
hOddY-Dah,5.698148148
hOddY-Dah,6.855555554
hOddY-Dah,3.168518518
hOddY-Dah,5.449999999
hOddY-Dah,13.80185185
hOddY-Dah,-3.705555556
hOddY-Dah,13.75555555
hOddY-Dah,2.125925924
hOddY-Dah,-6.412962963
hOddY-Dah,-7.314814817
hOddY-Dah,3.716666666
hOddY-Dah,-0.764814816
hOddY-Dah,1.974074073
hOddY-Dah,0.083333332
hOddY-Dah,22.06481481
hOddY-Dah,-5.244444446
hOddY-Dah,14.62592593
hOddY-Dah,4.988888889
hOddY-Dah,5.879629629
hOddY-Dah,3.275925924
hOddY-Dah,2.733333332
hOddY-Dah,1.612962962
hOddY-Dah,5.168518518
hOddY-Dah,-5.470370371
hOddY-Dah,1.233333332
hOddY-Dah,8.481481481
hOddY-Dah,-0.974074076
hOddY-Dah,0.616666666
hOddY-Dah,8.827777778
hOddY-Dah,-10.25555556
hOddY-Dah,-0.664814816
hOddY-Dah,9.651851851
hOddY-Dah,2.98148148
hOddY-Dah,8.277777777
hOddY-Dah,1.512962961
hOddY-Dah,-3.935185186
hOddY-Dah,-7.292592596
hOddY-Dah,0.922222221
hOddY-Dah,-6.477777779
hOddY-Dah,7.903703702
hOddY-Dah,-4.34814815
hOddY-Dah,3.916666666
hOddY-Dah,2.022222221
hOddY-Dah,7.124074073
hOddY-Dah,-0.420370372
hOddY-Dah,0.522222221
hOddY-Dah,5.666666666
hOddY-Dah,-0.446296298
hOddY-Dah,7.812962962
hOddY-Dah,3.837037036
hOddY-Dah,-3.020370371
hOddY-Dah,-2.103703704
hOddY-Dah,10.05
hOddY-Dah,-7.800000002
hOddY-Dah,0.146296296
hOddY-Dah,-5.959259261
hOddY-Dah,16.59074074
hOddY-Dah,-1.594444447
hOddY-Dah,-0.620370372
hOddY-Dah,14.97037037
hOddY-Dah,4.781481481
hOddY-Dah,12.63148148
hOddY-Dah,11.60925926
hOddY-Dah,8.275925926
hOddY-Dah,16.49444444
hOddY-Dah,14.90925926
hOddY-Dah,5.36111111
hOddY-Dah,-0.835185187
hOddY-Dah,0.294444443
hOddY-Dah,-1.777777779
hOddY-Dah,10.19074074
hOddY-Dah,-0.987037038
hOddY-Dah,13.15185185
hOddY-Dah,5.905555554
hOddY-Dah,3.498148147
hOddY-Dah,-1.96851852
hOddY-Dah,10.34074074
hOddY-Dah,17.88333333
hOddY-Dah,-4.794444446
hOddY-Dah,11.41666667
hOddY-Dah,9.22037037
hOddY-Dah,7.792592591
hOddY-Dah,1.068518518
hOddY-Dah,13.78888889
hOddY-Dah,6.381481481
hOddY-Dah,4.49074074
hOddY-Dah,-6.514814816
hOddY-Dah,3.777777777
hOddY-Dah,-0.629629631
hOddY-Dah,1.501851851
hOddY-Dah,12.25740741
hOddY-Dah,-3.561111113
hOddY-Dah,2.988888888
hOddY-Dah,14.13703704
hOddY-Dah,3.216666666
hOddY-Dah,-11.35740741
hOddY-Dah,-5.257407409
hOddY-Dah,-1.692592594
hOddY-Dah,14.01666667
hOddY-Dah,7.299999999
hOddY-Dah,3.812962962
hOddY-Dah,8.716666667
hOddY-Dah,14.55740741
hOddY-Dah,-6.601851853
hOddY-Dah,-7.285185187
hOddY-Dah,5.074074072
hOddY-Dah,8.698148147
hOddY-Dah,2.983333333
hOddY-Dah,-12.20925926
hOddY-Dah,9.148148148
hOddY-Dah,-1.257407408
hOddY-Dah,8.066666666
hOddY-Dah,1.95185185
hOddY-Dah,1.199999999
hOddY-Dah,-4.670370372
hOddY-Dah,7.153703703
hOddY-Dah,0.88148148
hOddY-Dah,-5.905555558
hOddY-Dah,-2.444444446
hOddY-Dah,3.266666666
hOddY-Dah,6.235185184
hOddY-Dah,11.76296296
hOddY-Dah,8.6
hOddY-Dah,8.048148148
hOddY-Dah,10.22407407
hOddY-Dah,-1.066666668
hOddY-Dah,9.448148148
hOddY-Dah,6.777777778
hOddY-Dah,13.38518518
hOddY-Dah,5.979629629
hOddY-Dah,5.812962962
hOddY-Dah,6.714814814
hOddY-Dah,7.718518517
hOddY-Dah,5.622222221
hOddY-Dah,9.959259259
hOddY-Dah,-0.229629631
hOddY-Dah,8.790740739
hOddY-Dah,-0.71851852
hOddY-Dah,4.52222222
hOddY-Dah,13.25740741
hOddY-Dah,0.035185184
hOddY-Dah,3.751851851
hOddY-Dah,9.479629629
hOddY-Dah,-0.987037039
hOddY-Dah,20.24814815
hOddY-Dah,-3.212962964
hOddY-Dah,-4.064814816
hOddY-Dah,7.551851851
hOddY-Dah,7.349999999
hOddY-Dah,5.064814813
hOddY-Dah,9.159259259
hOddY-Dah,-5.151851853
hOddY-Dah,0.142592591
hOddY-Dah,8.635185184
hOddY-Dah,3.512962962
hOddY-Dah,6.307407407
hOddY-Dah,-8.605555558
hOddY-Dah,-3.738888889
hOddY-Dah,-2.80925926
hOddY-Dah,0.096296294
hOddY-Dah,-2.935185187
hOddY-Dah,5.653703702
hOddY-Dah,-0.846296298
hOddY-Dah,0.262962961
hOddY-Dah,13.42592593
hOddY-Dah,13.51111111
hOddY-Dah,4.946296296
hOddY-Dah,-6.27777778
hOddY-Dah,2.885185184
hOddY-Dah,0.864814813
hOddY-Dah,-8.383333334
hOddY-Dah,-10.05925926
hOddY-Dah,6.870370369
hOddY-Dah,11.58888889
hOddY-Dah,7.614814813
hOddY-Dah,11.27962963
hOddY-Dah,-6.333333334
hOddY-Dah,10.28888889
hOddY-Dah,2.022222221
hOddY-Dah,-7.490740742
hOddY-Dah,-4.962962966
hOddY-Dah,-2.146296298
hOddY-Dah,8.303703703
hOddY-Dah,-5.200000002
hOddY-Dah,13.44444444
hOddY-Dah,-3.851851853
hOddY-Dah,5.735185184
hOddY-Dah,-0.885185186
hOddY-Dah,6.914814813
hOddY-Dah,0.93148148
hOddY-Dah,-2.237037039
hOddY-Dah,-0.416666667
hOddY-Dah,-2.424074076
hOddY-Dah,-6.592592594
hOddY-Dah,0.579629629
hOddY-Dah,-0.370370371
hOddY-Dah,-0.448148149
hOddY-Dah,0.146296296
hOddY-Dah,-2.785185186
hOddY-Dah,3.742592592
hOddY-Dah,8.968518518
hOddY-Dah,3.835185184
hOddY-Dah,-3.387037039
hOddY-Dah,16.88148148
hOddY-Dah,8.537037036
hOddY-Dah,3.198148148
hOddY-Dah,-1.535185188
hOddY-Dah,-0.994444446
hOddY-Dah,0.183333332
hOddY-Dah,0.809259258
hOddY-Dah,-0.090740742
hOddY-Dah,6.91111111
hOddY-Dah,13.17037037
hOddY-Dah,-6.009259261
hOddY-Dah,11.14814815
hOddY-Dah,-0.398148149
hOddY-Dah,-0.13888889
hOddY-Dah,-1.137037038
hOddY-Dah,-0.546296298
hOddY-Dah,0.16111111
hOddY-Dah,3.303703703
hOddY-Dah,5.522222221
hOddY-Dah,-5.500000001
hOddY-Dah,-0.759259261
hOddY-Dah,-3.544444446
hOddY-Dah,-2.861111112
hOddY-Dah,10.0462963
hOddY-Dah,-12.81666667
hOddY-Dah,-0.166666668
hOddY-Dah,-9.877777779
hOddY-Dah,-3.109259261
hOddY-Dah,-2.224074076
hOddY-Dah,-5.496296298
hOddY-Dah,-2.73888889
hOddY-Dah,8.74074074
hOddY-Dah,3.568518517
hOddY-Dah,4.748148147
hOddY-Dah,1.727777777
hOddY-Dah,0.287037036
hOddY-Dah,2.949999999
hOddY-Dah,3.65
hOddY-Dah,-2.107407409
hOddY-Dah,-4.787037039
hOddY-Dah,8.085185184
hOddY-Dah,-2.383333334
hOddY-Dah,-3.961111112
hOddY-Dah,7.787037037
hOddY-Dah,3.962962961
hOddY-Dah,-1.440740742
hOddY-Dah,20.48518518
hOddY-Dah,5.912962962
hOddY-Dah,14.31851852
hOddY-Dah,-0.25925926
hOddY-Dah,3.742592592
hOddY-Dah,8.755555554
hOddY-Dah,11.97777778
hOddY-Dah,5.477777777
hOddY-Dah,3.398148148
hOddY-Dah,3.796296296
hOddY-Dah,5.759259258
hOddY-Dah,9.507407407
hOddY-Dah,1.65185185
hOddY-Dah,22.82037037
hOddY-Dah,-0.664814816
hOddY-Dah,5.118518518
hOddY-Dah,0.414814814
hOddY-Dah,-1.794444446
hOddY-Dah,2.542592592
hOddY-Dah,0.237037036
hOddY-Dah,-7.551851853
hOddY-Dah,-2.475925927
hOddY-Dah,-5.762962964
hOddY-Dah,5.203703703
hOddY-Dah,4.087037037
hOddY-Dah,13.96666667
hOddY-Dah,-0.827777779
hOddY-Dah,9.694444443
hOddY-Dah,-5.362962963
hOddY-Dah,3.337037036
hOddY-Dah,-4.870370372
hOddY-Dah,7.88148148
hOddY-Dah,1.598148148
hOddY-Dah,-3.111111112
hOddY-Dah,-1.311111113
hOddY-Dah,0.851851851
hOddY-Dah,3.97037037
hOddY-Dah,4.283333332
hOddY-Dah,19.86111111
hOddY-Dah,5.824074073
hOddY-Dah,-5.725925927
hOddY-Dah,5.424074072
hOddY-Dah,-11.55925926
hOddY-Dah,-4.051851852
hOddY-Dah,0.451851851
hOddY-Dah,10.03518518
hOddY-Dah,6.857407407
hOddY-Dah,-6.46851852
hOddY-Dah,-2.194444446
hOddY-Dah,2.838888888
hOddY-Dah,4.907407407
hOddY-Dah,1.668518518
hOddY-Dah,-4.440740742
hOddY-Dah,10.01481481
hOddY-Dah,7.224074073
hOddY-Dah,4.129629628
hOddY-Dah,6.887037036
hOddY-Dah,6.414814814
hOddY-Dah,-0.785185187
hOddY-Dah,6.325925926
hOddY-Dah,-0.512962964
hOddY-Dah,3.62037037
hOddY-Dah,10.83148148
hOddY-Dah,5.177777777
hOddY-Dah,3.372222221
hOddY-Dah,14.87037037
hOddY-Dah,-0.361111112
hOddY-Dah,-0.240740742
hOddY-Dah,6.13148148
hOddY-Dah,0.003703702
hOddY-Dah,9.292592591
hOddY-Dah,-2.490740742
hOddY-Dah,9.29074074
hOddY-Dah,10.3537037
hOddY-Dah,4.88148148
hOddY-Dah,-15.13333334
hOddY-Dah,-1.414814816
hOddY-Dah,-3.037037038
hOddY-Dah,7.944444443
hOddY-Dah,12.54074074
hOddY-Dah,2.118518518
hOddY-Dah,-1.092592594
hOddY-Dah,-1.707407408
hOddY-Dah,12.0037037
hOddY-Dah,-4.401851854
hOddY-Dah,5.542592591
hOddY-Dah,10.95
hOddY-Dah,7.827777777
hOddY-Dah,-0.690740743
hOddY-Dah,4.149999999
hOddY-Dah,9.487037037
hOddY-Dah,-7.031481483
hOddY-Dah,-3.501851853
hOddY-Dah,7.744444443
hOddY-Dah,-1.864814816
hOddY-Dah,3.455555554
hOddY-Dah,6.270370369
hOddY-Dah,-3.687037038
hOddY-Dah,-1.640740742
hOddY-Dah,19.22592593
hOddY-Dah,-4.511111112
hOddY-Dah,8.16111111
hOddY-Dah,0.524074072
hOddY-Dah,0.655555556
hOddY-Dah,1.766666666
hOddY-Dah,0.848148147
hOddY-Dah,4.022222221
hOddY-Dah,7.248148147
hOddY-Dah,-4.509259261
hOddY-Dah,0.374074073
hOddY-Dah,-0.903703706
hOddY-Dah,-6.425925927
hOddY-Dah,6.068518517
hOddY-Dah,-0.483333334
hOddY-Dah,-2.012962964
hOddY-Dah,-12.62037037
hOddY-Dah,4.946296294
hOddY-Dah,1.933333332
hOddY-Dah,-4.151851853
hOddY-Dah,0.049999999
hOddY-Dah,-2.794444446
hOddY-Dah,11.75
hOddY-Dah,15.16851852
hOddY-Dah,2.688888888
hOddY-Dah,19.18703704
hOddY-Dah,8.766666666
hOddY-Dah,-12.0462963
hOddY-Dah,14.45185185
hOddY-Dah,-3.994444446
hOddY-Dah,-11.21666667
hOddY-Dah,6.203703703
hOddY-Dah,4.625925926
hOddY-Dah,12.34259259
hOddY-Dah,-7.101851853
hOddY-Dah,3.107407407
hOddY-Dah,10.78888889
hOddY-Dah,10.46666667
hOddY-Dah,1.501851851
hOddY-Dah,1.414814814
hOddY-Dah,12.57407407
hOddY-Dah,-1.075925927
hOddY-Dah,7.01111111
hOddY-Dah,-8.277777779
hOddY-Dah,5.729629628
hOddY-Dah,1.987037037
hOddY-Dah,3.594444443
hOddY-Dah,3.527777778
hOddY-Dah,-1.620370371
hOddY-Dah,-8.466666668
hOddY-Dah,0.716666666
hOddY-Dah,6.303703702
hOddY-Dah,6.709259259
hOddY-Dah,-6.446296297
hOddY-Dah,-4.542592593
hOddY-Dah,7.974074073
hOddY-Dah,6.753703703
hOddY-Dah,0.018518517
hOddY-Dah,9.6
hOddY-Dah,8.38148148
hOddY-Dah,18.1462963
hOddY-Dah,-5.920370372
hOddY-Dah,-4.516666668
hOddY-Dah,-7.809259261
hOddY-Dah,-1.97962963
hOddY-Dah,0.788888888
hOddY-Dah,18.72407407
hOddY-Dah,8.712962962
hOddY-Dah,-9.309259261
hOddY-Dah,5.164814813
hOddY-Dah,-7.412962964
hOddY-Dah,3.357407407
hOddY-Dah,1.018518517
hOddY-Dah,1.881481481
hOddY-Dah,8.016666666
hOddY-Dah,-8.457407409
hOddY-Dah,-0.201851853
hOddY-Dah,-8.388888891
hOddY-Dah,2.622222221
