population,deltaProp_eclose
cOddX_Inn,-0.014583333
cOddX_Inn,0.031333333
cOddX_Inn,-0.003333333
cOddX_Inn,0.015833333
cOddX_Inn,-0.0225
cOddX_Inn,0.0345
cOddX_Inn,-0.035277778
cOddX_Inn,-0.002166667
cOddX_Inn,-0.002083333
cOddX_Inn,0.002666667
cOddX_Inn,-0.044444444
cOddX_Inn,-0.046515152
cOddX_Inn,-0.018333333
cOddX_Inn,-0.028055556
cOddX_Inn,-0.074166667
cOddX_Inn,-0.031944444
cOddX_Inn,0.027619048
cOddX_Inn,-0.045
cOddX_Inn,0.003
cOddX_Inn,0.000277778
cOddX_Inn,0.033690476
cOddX_Inn,0.029583333
cOddX_Inn,-0.0125
cOddX_Inn,0.01952381
cOddX_Inn,-0.017083333
cOddX_Inn,-0.054444444
cOddX_Inn,0.013333333
cOddX_Inn,0.011166667
cOddX_Inn,-0.021111111
cOddX_Inn,-0.012380952
cOddX_Inn,0.013095238
cOddX_Inn,-0.065833333
cOddX_Inn,-0.029166667
cOddX_Inn,-0.037083333
cOddX_Inn,0.016904762
cOddX_Inn,-0.033333333
cOddX_Inn,0.01
cOddX_Inn,-0.000238095
cOddX_Inn,0.005595238
cOddX_Inn,-0.026287879
cOddX_Inn,-0.03
cOddX_Inn,-0.01
cOddX_Inn,-0.024583333
cOddX_Inn,-0.004166667
cOddX_Inn,0.00375
cOddX_Inn,-0.009166667
cOddX_Inn,0.01702381
cOddX_Inn,-0.022083333
cOddX_Inn,0.02
cOddX_Inn,-0.051666667
cOddX_Inn,-0.0175
cOddX_Inn,-0.027916667
cOddX_Inn,0.053333333
cOddX_Inn,-0.024583333
cOddX_Inn,-0.014924242
cOddX_Inn,0.051666667
cOddX_Inn,-0.011666667
cOddX_Inn,-0.013214286
cOddX_Inn,-0.002738095
cOddX_Inn,-0.010555556
cOddX_Inn,0.003928571
cOddX_Inn,0.019583333
cOddX_Inn,0.015
cOddX_Inn,-0.017857143
cOddX_Inn,-0.042916667
cOddX_Inn,-0.016388889
cOddX_Inn,-0.026111111
cOddX_Inn,0.023
cOddX_Inn,-0.04952381
cOddX_Inn,-0.02452381
cOddX_Inn,-0.0125
cOddX_Inn,0.008611111
cOddX_Inn,0.022380952
cOddX_Inn,0.024285714
cOddX_Inn,0.019166667
cOddX_Inn,0.076071429
cOddX_Inn,-0.025606061
cOddX_Inn,-0.021547619
cOddX_Inn,-0.059444444
cOddX_Inn,0.007666667
cOddX_Inn,-0.021666667
cOddX_Inn,-0.021388889
cOddX_Inn,0.019166667
cOddX_Inn,-0.0305
cOddX_Inn,0.01952381
cOddX_Inn,-0.014583333
cOddX_Inn,-0.005952381
cOddX_Inn,0.0025
cOddX_Inn,-0.026333333
cOddX_Inn,-0.009166667
cOddX_Inn,0.040833333
cOddX_Inn,-0.04547619
cOddX_Inn,-0.004166667
cOddX_Inn,0.036818182
cOddX_Inn,-0.010277778
cOddX_Inn,-0.029761905
cOddX_Inn,0.012916667
cOddX_Inn,0.003333333
cOddX_Inn,0.020333333
cOddX_Inn,-0.008888889
cOddX_Inn,-0.017651515
cOddX_Inn,-0.0325
cOddX_Inn,-0.0015
cOddX_Inn,0.045
cOddX_Inn,-0.007738095
cOddX_Inn,-0.033055556
cOddX_Inn,-0.004404762
cOddX_Inn,-0.050357143
cOddX_Inn,0.011547619
cOddX_Inn,-0.042
cOddX_Inn,-0.005
cOddX_Inn,-0.0175
cOddX_Inn,-0.0125
cOddX_Inn,-0.013214286
cOddX_Inn,0.026428571
cOddX_Inn,-0.022348485
cOddX_Inn,0.004166667
cOddX_Inn,-0.02030303
cOddX_Inn,0.005
cOddX_Inn,0.010833333
cOddX_Inn,-0.018333333
cOddX_Inn,0.013333333
cOddX_Inn,0.001944444
cOddX_Inn,0.001944444
cOddX_Inn,-0.018833333
cOddX_Inn,-0.030952381
cOddX_Inn,-0.026785714
cOddX_Inn,-0.009166667
cOddX_Inn,0.0075
cOddX_Inn,0.012083333
cOddX_Inn,0.023333333
cOddX_Inn,-0.017222222
cOddX_Inn,-0.008333333
cOddX_Inn,-0.011428571
cOddX_Inn,0.004642857
cOddX_Inn,0.033666667
cOddX_Inn,0.00547619
cOddX_Inn,-0.03625
cOddX_Inn,-0.015666667
cOddX_Inn,-0.0425
cOddX_Inn,-0.0275
cOddX_Inn,-0.011590909
cOddX_Inn,-0.015
cOddX_Inn,-0.014166667
cOddX_Inn,0.01625
cOddX_Inn,-0.0275
cOddX_Inn,-0.00547619
cOddX_Inn,-0.032878788
cOddX_Inn,-0.020238095
cOddX_Inn,-0.076388889
cOddX_Inn,-0.046666667
cOddX_Inn,-0.023571429
cOddX_Inn,-0.036785714
cOddX_Inn,-0.019166667
cOddX_Inn,-0.02
cOddX_Inn,-0.003333333
cOddX_Inn,-0.049583333
cOddX_Inn,-0.013888889
cOddX_Inn,0.029583333
cOddX_Inn,-0.057166667
cOddX_Inn,-0.0135
cOddX_Inn,-0.009444444
cOddX_Inn,-0.031388889
cOddX_Inn,-0.00875
cOddX_Inn,-0.0175
cOddX_Inn,-0.0415
cOddX_Inn,0.041666667
cOddX_Inn,-0.020595238
cOddX_Inn,-0.002222222
cOddX_Inn,-0.0035
cOddX_Inn,-0.005555556
cOddX_Inn,-0.071944444
cOddX_Inn,0.006547619
cOddX_Inn,0.018333333
cOddX_Inn,-0.033333333
cOddX_Inn,0.024761905
cOddX_Inn,0.035238095
cOddX_Inn,-0.028809524
cOddX_Inn,0.0075
cOddX_Inn,-0.030378788
cOddX_Inn,0.003333333
cOddX_Inn,0.006666667
cOddX_Inn,-0.025
cOddX_Inn,-0.002222222
cOddX_Inn,0.01
cOddX_Inn,-0.034722222
cOddX_Inn,0.0225
cOddX_Inn,0.005833333
cOddX_Inn,0.01
cOddX_Inn,-0.015075758
cOddX_Inn,-0.002916667
cOddX_Inn,-0.001666667
cOddX_Inn,-0.01
cOddX_Inn,0.020166667
cOddX_Inn,-0.004833333
cOddX_Inn,-0.023333333
cOddX_Inn,0.001166667
cOddX_Inn,-0.024444444
cOddX_Inn,0.019880952
cOddX_Inn,-0.017222222
cOddX_Inn,-0.0025
cOddX_Inn,-0.018611111
cOddX_Inn,0.020833333
cOddX_Inn,-0.00452381
cOddX_Inn,-0.034642857
cOddX_Inn,-0.007916667
cOddX_Inn,-0.034166667
cOddX_Inn,-0.013166667
cOddX_Inn,0.0125
cOddX_Inn,-0.007142857
cOddX_Inn,-0.03969697
cOddX_Inn,-0.043333333
cOddX_Inn,0.0175
cOddX_Inn,-0.030833333
cOddX_Inn,-0.039166667
cOddX_Inn,0.012777778
cOddX_Inn,-0.013095238
cOddX_Inn,-0.016666667
cOddX_Inn,0.011666667
cOddX_Inn,-0.049166667
cOddX_Inn,-0.029761905
cOddX_Inn,-0.039722222
cOddX_Inn,-0.040333333
cOddX_Inn,-0.002142857
cOddX_Inn,0.015416667
cOddX_Inn,0.008
cOddX_Inn,-0.003333333
cOddX_Inn,-0.068333333
cOddX_Inn,-0.0175
cOddX_Inn,-0.027857143
cOddX_Inn,-0.004166667
cOddX_Inn,-0.027619048
cOddX_Inn,-0.05625
cOddX_Inn,0.009666667
cOddX_Inn,-0.019722222
cOddX_Inn,-0.0175
cOddX_Inn,0.070416667
cOddX_Inn,0.009166667
cOddX_Inn,-0.000166667
cOddX_Inn,-0.015416667
cOddX_Inn,-0.014166667
cOddX_Inn,-0.054880952
cOddX_Inn,-0.03125
cOddX_Inn,-0.0525
cOddX_Inn,-0.055606061
cOddX_Inn,0.000833333
cOddX_Inn,-0.005833333
cOddX_Inn,-0.0315
cOddX_Inn,-0.051666667
cOddX_Inn,0.010833333
cOddX_Inn,-0.052261905
cOddX_Inn,-0.048333333
cOddX_Inn,0.010416667
cOddX_Inn,-0.090277778
cOddX_Inn,-0.004166667
cOddX_Inn,-0.023611111
cOddX_Inn,-0.008333333
cOddX_Inn,-0.040833333
cOddX_Inn,-0.032833333
cOddX_Inn,0.008611111
cOddX_Inn,0.02530303
cOddX_Inn,-0.009166667
cOddX_Inn,-0.02
cOddX_Inn,-0.010666667
cOddX_Inn,0.038666667
cOddX_Inn,-0.0495
cOddX_Inn,-0.018333333
cOddX_Inn,-0.070416667
cOddX_Inn,-0.020833333
cOddX_Inn,0.024333333
cOddX_Inn,-0.01875
cOddX_Inn,-0.004444444
cOddX_Inn,-0.066904762
cOddX_Inn,-0.016666667
cOddX_Inn,-0.026111111
cOddX_Inn,-0.00625
cOddX_Inn,-0.015277778
cOddX_Inn,0.010333333
cOddX_Inn,0.025
cOddX_Inn,-0.010333333
cOddX_Inn,0.0155
cOddX_Inn,-0.029015152
cOddX_Inn,-0.036547619
cOddX_Inn,0.00375
cOddX_Inn,-0.015
cOddX_Inn,-0.0125
cOddX_Inn,-0.014166667
cOddX_Inn,-0.016428571
cOddX_Inn,-0.045166667
cOddX_Inn,0.0225
cOddX_Inn,-0.009166667
cOddX_Inn,-0.0625
cOddX_Inn,-0.087666667
cOddX_Inn,0.024
cOddX_Inn,-0.014642857
cOddX_Inn,-0.005277778
cOddX_Inn,-0.066
cOddX_Inn,-0.021388889
cOddX_Inn,-0.017142857
cOddX_Inn,-0.0265
cOddX_Inn,-0.02452381
cOddX_Inn,-0.001666667
cOddX_Inn,0.016666667
cOddX_Inn,-0.022727273
cOddX_Inn,-0.006666667
cOddX_Inn,0.01375
cOddX_Inn,-0.01
cOddX_Inn,-0.0075
cOddX_Inn,-0.055166667
cOddX_Inn,0.052166667
cOddX_Inn,-0.008333333
cOddX_Inn,0.002916667
cOddX_Inn,-0.033055556
cOddX_Inn,-0.026666667
cOddX_Inn,-0.003666667
cOddX_Inn,0.012222222
cOddX_Inn,-0.028333333
cOddX_Inn,-0.005277778
cOddX_Inn,0.018888889
cOddX_Inn,-0.036944444
cOddX_Inn,-0.049444444
cOddX_Inn,-0.004
cOddX_Inn,-0.040833333
cOddX_Inn,-0.046833333
cOddX_Inn,-0.033333333
cOddX_Inn,-0.021666667
cOddX_Inn,0.021666667
cOddX_Inn,-0.025952381
cOddX_Inn,-0.033055556
cOddX_Inn,-0.020833333
cOddX_Inn,0.035
cOddX_Inn,0.066666667
cOddX_Inn,0.0075
cOddX_Inn,-0.0175
cOddX_Inn,0.007083333
cOddX_Inn,-0.001111111
cOddX_Inn,-0.002142857
cOddX_Inn,-0.043928571
cOddX_Inn,-0.049166667
cOddX_Inn,0.01047619
cOddX_Inn,0.006166667
cOddX_Inn,0.021071429
cOddX_Inn,-0.012777778
cOddX_Inn,-0.009666667
cOddX_Inn,-0.02
cOddX_Inn,0.016666667
cOddX_Inn,0.015277778
cOddX_Inn,-0.026666667
cOddX_Inn,0.016666667
cOddX_Inn,-0.026666667
cOddX_Inn,-0.006666667
cOddX_Inn,-0.069166667
cOddX_Inn,-0.044642857
cOddX_Inn,0.019047619
cOddX_Inn,-0.050833333
cOddX_Inn,0.014166667
cOddX_Inn,-0.019166667
cOddX_Inn,-0.014833333
cOddX_Inn,-0.055
cOddX_Inn,-0.026666667
cOddX_Inn,-0.009166667
cOddX_Inn,0.018
cOddX_Inn,-0.000555556
cOddX_Inn,0.041388889
cOddX_Inn,0.003787879
cOddX_Inn,0.000833333
cOddX_Inn,-0.020238095
cOddX_Inn,0.017380952
cOddX_Inn,-0.034666667
cOddX_Inn,0.027222222
cOddX_Inn,0.0235
cOddX_Inn,-0.034772727
cOddX_Inn,-0.005
cOddX_Inn,0.000416667
cOddX_Inn,0.005833333
cOddX_Inn,-0.032083333
cOddX_Inn,-0.003181818
cOddX_Inn,-0.013333333
cOddX_Inn,-0.016666667
cOddX_Inn,0.023666667
cOddX_Inn,-0.012738095
cOddX_Inn,0.025
cOddX_Inn,-0.012045455
cOddX_Inn,-0.0525
cOddX_Inn,-0.023611111
cOddX_Inn,0.007083333
cOddX_Inn,-0.030555556
cOddX_Inn,-0.018863636
cOddX_Inn,-0.049166667
cOddX_Inn,-0.001944444
cOddX_Inn,0.03125
cOddX_Inn,-0.025833333
cOddX_Inn,0.005833333
cOddX_Inn,-0.00625
cOddX_Inn,-0.039583333
cOddX_Inn,0.00125
cOddX_Inn,-0.009
cOddX_Inn,-0.022857143
cOddX_Inn,-0.029444444
cOddX_Inn,-0.019761905
cOddX_Inn,-0.011666667
cOddX_Inn,-0.034444444
cOddX_Inn,0.005595238
cOddX_Inn,0.035833333
cOddX_Inn,-0.008333333
cOddX_Inn,0.022666667
cOddX_Inn,0.024761905
cOddX_Inn,-0.039404762
cOddX_Inn,-0.045833333
cOddX_Inn,0.005416667
cOddX_Inn,-0.024166667
cOddX_Inn,0.003055556
cOddX_Inn,-0.073928571
cOddX_Inn,-0.024166667
cOddX_Inn,-0.01
cOddX_Inn,-0.040416667
cOddX_Inn,0.013333333
cOddX_Inn,0.013055556
cOddX_Inn,0.007916667
cOddX_Inn,0.005
cOddX_Inn,-0.06
cOddX_Inn,0.005
cOddX_Inn,0.011388889
cOddX_Inn,-0.003214286
cOddX_Inn,-0.055
cOddX_Inn,0.028055556
cOddX_Inn,-0.053928571
cOddX_Inn,0.024444444
cOddX_Inn,0.011893939
cOddX_Inn,-0.021666667
cOddX_Inn,0.02702381
cOddX_Inn,-0.0075
cOddX_Inn,0.03
cOddX_Inn,0.003333333
cOddX_Inn,0.04797619
cOddX_Inn,0.007261905
cOddX_Inn,-0.065
cOddX_Inn,-0.047083333
cOddX_Inn,0.01375
cOddX_Inn,0.000833333
cOddX_Inn,-0.01
cOddX_Inn,-0.025666667
cOddX_Inn,0.014666667
cOddX_Inn,0.056333333
cOddX_Inn,-0.015833333
cOddX_Inn,-0.062083333
cOddX_Inn,-0.005416667
cOddX_Inn,-0.012575758
cOddX_Inn,-0.038333333
cOddX_Inn,-0.0425
cOddX_Inn,-0.019833333
cOddX_Inn,0.001166667
cOddX_Inn,0.025416667
cOddX_Inn,0.016111111
cOddX_Inn,0.017261905
cOddX_Inn,0.045
cOddX_Inn,0.042666667
cOddX_Inn,-0.058928571
cOddX_Inn,-0.017833333
cOddX_Inn,0.017857143
cOddX_Inn,-0.035833333
cOddX_Inn,-0.025454545
cOddX_Inn,0.006944444
cOddX_Inn,0.0075
cOddX_Inn,-0.023611111
cOddX_Inn,-0.022083333
cOddX_Inn,-0.01875
cOddX_Inn,0.012083333
cOddX_Inn,0.040833333
cOddX_Inn,-0.012222222
cOddX_Inn,-0.043095238
cOddX_Inn,0.023055556
cOddX_Inn,-0.012777778
cOddX_Inn,-0.0225
cOddX_Inn,0.03875
cOddX_Inn,-0.061666667
cOddX_Inn,-0.020833333
cOddX_Inn,0.024166667
cOddX_Inn,-0.048787879
cOddX_Inn,-0.024
cOddX_Inn,0.039722222
cOddX_Inn,-0.014621212
cOddX_Inn,-0.0025
cOddX_Inn,-0.004166667
cOddX_Inn,-0.015277778
cOddX_Inn,-0.026071429
cOddX_Inn,0.000833333
cOddX_Inn,-0.024583333
cOddX_Inn,-0.009666667
cOddX_Inn,-0.005416667
cOddX_Inn,-0.0575
cOddX_Inn,-0.00375
cOddX_Inn,0.015833333
cOddX_Inn,-0.033787879
cOddX_Inn,0.017333333
cOddX_Inn,-0.03625
cOddX_Inn,0.00375
cOddX_Inn,0.034166667
cOddX_Inn,-0.03
cOddX_Inn,-0.022777778
cOddX_Inn,-0.019722222
cOddX_Inn,-0.00875
cOddX_Inn,-0.014166667
cOddX_Inn,0.018333333
cOddX_Inn,0.022083333
cOddX_Inn,0.0005
cOddX_Inn,0.010333333
cOddX_Inn,-0.021136364
cOddX_Inn,0.003928571
cOddX_Inn,0.02
cOddX_Inn,-0.017083333
cOddX_Inn,-0.025833333
cOddX_Inn,-0.023484848
cOddX_Inn,-0.034
cOddX_Inn,-0.016166667
cOddX_Inn,-0.035119048
cOddX_Inn,0.008333333
cOddX_Inn,-0.025555556
cOddX_Inn,0
cOddX_Inn,0.012222222
cOddX_Inn,0.034047619
cOddX_Inn,-0.027261905
cOddX_Inn,0.010277778
cOddX_Inn,0.019047619
cOddX_Inn,0.022272727
cOddX_Inn,0.017619048
cOddX_Inn,-0.012222222
cOddX_Inn,0.003333333
cOddX_Inn,-0.005227273
cOddX_Inn,-0.025833333
cOddX_Inn,0.02280303
cOddX_Inn,0.019833333
cOddX_Inn,0.024
cOddX_Inn,-0.004166667
cOddX_Inn,-0.034047619
cOddX_Inn,0.007619048
cOddX_Inn,-0.038833333
cOddX_Inn,-0.03625
cOddX_Inn,0.059
cOddX_Inn,-0.009444444
cOddX_Inn,-0.042916667
cOddX_Inn,-0.011666667
cOddX_Inn,0.002083333
cOddX_Inn,-0.00875
cOddX_Inn,-0.018611111
cOddX_Inn,-0.009166667
cOddX_Inn,0.00625
cOddX_Inn,-0.01
cOddX_Inn,0.024444444
cOddX_Inn,-0.009924242
cOddX_Inn,0.037142857
cOddX_Inn,0.029583333
cOddX_Inn,-0.038333333
cOddX_Inn,-0.007142857
cOddX_Inn,-0.046190476
cOddX_Inn,0.016428571
cOddX_Inn,-0.009166667
cOddX_Inn,-0.008333333
cOddX_Inn,-0.020416667
cOddX_Inn,0.025
cOddX_Inn,-0.074469697
cOddX_Inn,-0.008809524
cOddX_Inn,-0.040833333
cOddX_Inn,-0.0475
cOddX_Inn,-0.023611111
cOddX_Inn,0.006388889
cOddX_Inn,0.012619048
cOddX_Inn,0.050416667
cOddX_Inn,-0.0175
cOddX_Inn,-0.021166667
cOddX_Inn,0.030555556
cOddX_Inn,0.020833333
cOddX_Inn,0.041388889
cOddX_Inn,-0.0225
cOddX_Inn,-0.030833333
cOddX_Inn,0.017777778
cOddX_Inn,-0.04
cOddX_Inn,-0.020238095
cOddX_Inn,-0.035833333
cOddX_Inn,-0.029444444
cOddX_Inn,0.014285714
cOddX_Inn,-0.024090909
cOddX_Inn,0.0175
cOddX_Inn,0.003214286
cOddX_Inn,-0.02125
cOddX_Inn,0.011166667
cOddX_Inn,-0.0075
cOddX_Inn,-0.00375
cOddX_Inn,-0.020833333
cOddX_Inn,-0.040378788
cOddX_Inn,-0.010833333
cOddX_Inn,-0.031333333
cOddX_Inn,-0.033214286
cOddX_Inn,-0.04
cOddX_Inn,-0.002083333
cOddX_Inn,0.014166667
cOddX_Inn,-0.001666667
cOddX_Inn,-0.024166667
cOddX_Inn,-0.035833333
cOddX_Inn,-0.011190476
cOddX_Inn,-0.0175
cOddX_Inn,-0.001666667
cOddX_Inn,-0.044166667
cOddX_Inn,0.006388889
cOddX_Inn,0.0425
cOddX_Inn,-0.014
cOddX_Inn,0.017083333
cOddX_Inn,-0.0365
cOddX_Inn,-0.046666667
cOddX_Inn,-0.012261905
cOddX_Inn,-0.021666667
cOddX_Inn,-0.056666667
cOddX_Inn,-0.005166667
cOddX_Inn,-0.006111111
cOddX_Inn,0.0115
cOddX_Inn,0.019166667
cOddX_Inn,0.019166667
cOddX_Inn,-0.019166667
cOddX_Inn,-0.005714286
cOddX_Inn,0.009166667
cOddX_Inn,0.033
cOddX_Inn,-0.033611111
cOddX_Inn,-0.047916667
cOddX_Inn,0.005
cOddX_Inn,-0.024666667
cOddX_Inn,-0.032833333
cOddX_Inn,-0.00125
cOddX_Inn,-0.002083333
cOddX_Inn,-0.003333333
cOddX_Inn,-0.003611111
cOddX_Inn,0.019583333
cOddX_Inn,0.0125
cOddX_Inn,0.042380952
cOddX_Inn,0.004166667
cOddX_Inn,-0.036547619
cOddX_Inn,-0.013611111
cOddX_Inn,-0.022916667
cOddX_Inn,0.028888889
cOddX_Inn,0.030833333
cOddX_Inn,0.011547619
cOddX_Inn,0.007666667
cOddX_Inn,0.030833333
cOddX_Inn,0.001547619
cOddX_Inn,-0.048333333
cOddX_Inn,-0.015833333
cOddX_Inn,0.029166667
cOddX_Inn,0.000416667
cOddX_Inn,0.002333333
cOddX_Inn,-0.02
cOddX_Inn,-0.012916667
cOddX_Inn,0.069166667
cOddX_Inn,-0.02125
cOddX_Inn,-0.02
cOddX_Inn,-0.029047619
cOddX_Inn,-0.002833333
cOddX_Inn,-0.005357143
cOddX_Inn,0.019166667
cOddX_Inn,0.00375
cOddX_Inn,-0.03
cOddX_Inn,0.047954545
cOddX_Inn,0.015833333
cOddX_Inn,0.052777778
cOddX_Inn,0.013928571
cOddX_Inn,-0.065833333
cOddX_Inn,0.010833333
cOddX_Inn,-0.019166667
cOddX_Inn,0.033333333
cOddX_Inn,-0.029166667
cOddX_Inn,0.015833333
cOddX_Inn,-0.002777778
cOddX_Inn,-0.010833333
cOddX_Inn,-0.064833333
cOddX_Inn,-0.022348485
cOddX_Inn,0.02875
cOddX_Inn,0.003333333
cOddX_Inn,-0.027261905
cOddX_Inn,-0.015
cOddX_Inn,-0.043809524
cOddX_Inn,-0.013928571
cOddX_Inn,0.002222222
cOddX_Inn,0.004166667
cOddX_Inn,-0.040166667
cOddX_Inn,0.004880952
cOddX_Inn,-0.019583333
cOddX_Inn,-0.016333333
cOddX_Inn,-0.0275
cOddX_Inn,0.033611111
cOddX_Inn,-0.055
cOddX_Inn,-0.033809524
cOddX_Inn,-0.031666667
cOddX_Inn,-0.046944444
cOddX_Inn,-0.007083333
cOddX_Inn,0
cOddX_Inn,-0.029404762
cOddX_Inn,0.048888889
cOddX_Inn,0.021666667
cOddX_Inn,0.012380952
cOddX_Inn,-0.000666667
cOddX_Inn,0.013055556
cOddX_Inn,-0.08875
cOddX_Inn,0.0055
cOddX_Inn,0.022083333
cOddX_Inn,-0.011287879
cOddX_Inn,-0.03
cOddX_Inn,0.065833333
cOddX_Inn,-0.049015152
cOddX_Inn,-0.050227273
cOddX_Inn,-0.031547619
cOddX_Inn,-0.03797619
cOddX_Inn,0.0175
cOddX_Inn,0.016166667
cOddX_Inn,-0.042222222
cOddX_Inn,-0.0075
cOddX_Inn,0.011547619
cOddX_Inn,-0.021547619
cOddX_Inn,-0.055416667
cOddX_Inn,-0.038166667
cOddX_Inn,0.012333333
cOddX_Inn,-0.027083333
cOddX_Inn,0.02297619
cOddX_Inn,-0.0285
cOddX_Inn,0.005714286
cOddX_Inn,0.008833333
cOddX_Inn,0.012045455
cOddX_Inn,0.025
cOddX_Inn,-0.049166667
cOddX_Inn,-0.010833333
cOddX_Inn,-0.027261905
cOddX_Inn,-0.041666667
cOddX_Inn,0.012380952
cOddX_Inn,0.000833333
cOddX_Inn,0.017857143
cOddX_Inn,0.003833333
cOddX_Inn,-0.016742424
cOddX_Inn,-0.000833333
cOddX_Inn,-0.012777778
cOddX_Inn,-0.005666667
cOddX_Inn,0.000555556
cOddX_Inn,0.027083333
cOddX_Inn,-0.015075758
cOddX_Inn,0.019722222
cOddX_Inn,-0.010833333
cOddX_Inn,0.00047619
cOddX_Inn,-0.008333333
cOddX_Inn,0.047738095
cOddX_Inn,0.017
cOddX_Inn,0.00625
cOddX_Inn,0.015
cOddX_Inn,-0.018333333
cOddX_Inn,-0.027619048
cOddX_Inn,-0.014166667
cOddX_Inn,0.040833333
cOddX_Inn,-0.069166667
cOddX_Inn,0.004444444
cOddX_Inn,0.016309524
cOddX_Inn,0.010416667
cOddX_Inn,-0.029772727
cOddX_Inn,-0.011666667
cOddX_Inn,0.010833333
cOddX_Inn,-0.022222222
cOddX_Inn,0.029166667
cOddX_Inn,-0.041388889
cOddX_Inn,-0.0075
cOddX_Inn,0.017166667
cOddX_Inn,-0.010833333
cOddX_Inn,-0.0175
cOddX_Inn,0.023333333
cOddX_Inn,-0.005
cOddX_Inn,0.025
cOddX_Inn,0.001666667
cOddX_Inn,0.01297619
cOddX_Inn,-0.018333333
cOddX_Inn,-0.04
cOddX_Inn,0.003333333
cOddX_Inn,-0.041833333
cOddX_Inn,0.011111111
cOddX_Inn,-0.024166667
cOddX_Inn,0.007916667
cOddX_Inn,-0.008333333
cOddX_Inn,0.024166667
cOddX_Inn,-0.051785714
cOddX_Inn,-0.005595238
cOddX_Inn,-0.039
cOddX_Inn,-0.012083333
cOddX_Inn,-0.081904762
cOddX_Inn,-0.008571429
cOddX_Inn,-0.023452381
cOddX_Inn,0.0025
cOddX_Inn,-0.022916667
cOddX_Inn,0.020119048
cOddX_Inn,0.018888889
cOddX_Inn,-0.017333333
cOddX_Inn,-0.028833333
cOddX_Inn,0.001666667
cOddX_Inn,0.0265
cOddX_Inn,-0.035833333
cOddX_Inn,-0.016666667
cOddX_Inn,-0.019047619
cOddX_Inn,-0.009166667
cOddX_Inn,0.045357143
cOddX_Inn,-0.05952381
cOddX_Inn,-0.033939394
cOddX_Inn,0.035
cOddX_Inn,-0.024642857
cOddX_Inn,-0.004583333
cOddX_Inn,-0.021309524
cOddX_Inn,0.011547619
cOddX_Inn,-0.011
cOddX_Inn,-0.053333333
cOddX_Inn,-0.031666667
cOddX_Inn,0.026111111
cOddX_Inn,-0.050357143
cOddX_Inn,0.006666667
cOddX_Inn,-0.020833333
cOddX_Inn,0.0025
cOddX_Inn,0.001666667
cOddX_Inn,-0.024722222
cOddX_Inn,-0.003690476
cOddX_Inn,0.003452381
cOddX_Inn,-0.028809524
cOddX_Inn,0.025833333
cOddX_Inn,0.023
cOddX_Inn,-0.024722222
cOddX_Inn,-0.023833333
cOddX_Inn,-0.016785714
cOddX_Inn,-0.015606061
cOddX_Inn,-0.002575758
cOddX_Inn,-0.004880952
cOddX_Inn,-0.021111111
cOddX_Inn,-0.041833333
cOddX_Inn,-0.031111111
cOddX_Inn,0.0155
cOddX_Inn,-0.022777778
cOddX_Inn,-0.01875
cOddX_Inn,-0.04625
cOddX_Inn,0.0025
cOddX_Inn,-0.027222222
cOddX_Inn,0.024333333
cOddX_Inn,0.00875
cOddX_Inn,0.007777778
cOddX_Inn,-0.016666667
cOddX_Inn,0.019333333
cOddX_Inn,0.000757576
cOddX_Inn,0.030238095
cOddX_Inn,-0.032916667
cOddX_Inn,0.037666667
cOddX_Inn,0.007833333
cOddX_Inn,-0.023484848
cOddX_Inn,-0.013333333
cOddX_Inn,0.009166667
cOddX_Inn,-0.023333333
cOddX_Inn,-0.009444444
cOddX_Inn,0.016666667
cOddX_Inn,-0.053333333
cOddX_Inn,-0.043928571
cOddX_Inn,-0.0115
cOddX_Inn,-0.0375
cOddX_Inn,-0.060555556
cOddX_Inn,0.014444444
cOddX_Inn,-0.036785714
cOddX_Inn,0.025833333
cOddX_Inn,-0.0375
cOddX_Inn,0.023452381
cOddX_Inn,-0.025833333
cOddX_Inn,0.006333333
cOddX_Inn,-0.002777778
cOddX_Inn,0.010416667
cOddX_Inn,-0.055
cOddX_Inn,-0.042619048
cOddX_Inn,0.011666667
cOddX_Inn,-0.0125
cOddX_Inn,-0.003333333
cOddX_Inn,-0.009722222
cOddX_Inn,-0.034166667
cOddX_Inn,-0.0725
cOddX_Inn,0.016785714
cOddX_Inn,0.025833333
cOddX_Inn,0.021944444
cOddX_Inn,-0.040833333
cOddX_Inn,-0.017777778
cOddX_Inn,-0.035833333
cOddX_Inn,-0.034166667
cOddX_Inn,0.01
cOddX_Inn,0.035
cOddX_Inn,-0.076833333
cOddX_Inn,-0.011666667
cOddX_Inn,-0.002777778
cOddX_Inn,0.048
cOddX_Inn,0.041515152
cOddX_Inn,-0.06625
cOddX_Inn,-0.009166667
cOddX_Inn,0.040833333
cOddX_Inn,0.000833333
cOddX_Inn,-0.02875
cOddX_Inn,-0.002083333
cOddX_Inn,-0.03
cOddX_Inn,-0.002916667
cOddX_Inn,-0.001166667
cOddX_Inn,0.001666667
cOddX_Inn,0.009166667
cOddX_Inn,-0.040833333
cOddX_Inn,-0.006666667
cOddX_Inn,-0.013214286
cOddX_Inn,-0.035833333
cOddX_Inn,-0.003333333
cOddX_Inn,-0.045416667
cOddX_Inn,-0.033055556
cOddX_Inn,0.015595238
cOddX_Inn,-0.02
cOddX_Inn,-0.033333333
cOddX_Inn,-0.020952381
cOddX_Inn,0
